FIPS,Area Name,FY 1976,FY 1977,FY 1978,FY 1979,FY 1980,FY 1981,FY 1982,FY 1983,FY 1984,FY 1985,FY 1986,FY 1987,FY 1988,FY 1989,FY 1990,FY 1991,FY 1992,FY 1993,FY 1994,FY 1995,FY 1996,FY 1997,FY 1998,FY 1999,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014
1949845,Martelle,"436,287","433,761","488,150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"621,793","476,889","738,681","737,077","557,847","564,805","733,828","1,169,879","1,397,004","1,376,164","1,436,683","1,444,972","1,569,529","1,339,892","1,468,178","1,063,337","1,078,022","1,234,424","1,466,164","1,532,134","1,569,538","1,391,667","1,429,761","1,038,533","1,163,468","1,607,731"
1949890,Martensdale,NA,"347,225","412,345","541,593","414,007","404,899","580,744","584,786","525,818","672,030","653,631","915,210","1,003,295","1,496,750","1,631,760","1,824,455","1,465,108","1,874,339","1,868,262","1,852,905","2,446,990","1,879,834","2,406,873","2,177,946","2,853,186","2,710,557","2,709,348","2,264,629","1,982,043","2,103,625",NA,NA,NA,NA,NA,"1,925,351","1,910,903","1,741,518","2,172,675"
1949935,Martinsburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950070,Marysville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950160,Mason City,"134,835,288","149,444,733","161,688,620","179,575,354","188,841,254","194,736,764","203,115,441","217,084,792","224,800,985","232,124,658","242,736,239","264,302,177","271,516,058","291,515,405","309,652,916","324,050,553","328,921,706","342,011,644","362,070,003","389,682,806","417,850,004","442,061,438","450,861,002","464,207,015","474,898,994","473,216,446","462,930,556","463,588,972","474,823,517","482,968,930","505,297,011","529,736,066","549,145,744","553,998,903","529,924,593","541,049,279","557,759,660","555,619,935","559,078,944"
1950205,Masonville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950250,Massena,"1,604,279","2,895,932","2,943,604","3,712,331","3,958,445","3,867,329","3,953,100","4,236,895","3,503,974","2,884,651","2,707,085","2,804,939","2,116,904","1,706,752","1,643,447","1,771,932","1,773,598","1,848,957","1,934,625","2,106,257","2,204,862","2,278,198","2,031,926","1,879,027","2,159,129","2,661,963","2,339,542","2,629,877","2,221,918","2,395,289","3,070,732","3,102,125","3,140,217","2,897,070","2,895,623","4,287,616","5,013,497","4,492,469","4,925,326"
1950385,Matlock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950430,Maurice,"249,471","238,546","232,172","231,458","252,965","252,915","236,702","222,984","333,884","141,159","140,359","159,852","271,555","403,503","430,369","452,615","1,031,074","420,124","308,880","300,599","310,658","292,393","343,521","345,264","398,304","465,164","549,768","787,562","868,729","1,328,114","1,016,061","1,454,011","1,900,918","2,540,542","1,632,719","2,263,802","3,522,081","4,192,511","3,682,282"
1950520,Maxwell,"1,212,467","1,374,812","1,186,255","1,153,669","1,318,502","1,361,541","1,521,854","1,655,151","1,699,423","1,575,925","1,548,793","1,464,928","1,403,050","1,149,421","1,546,109","1,186,450","1,255,077","1,227,064","1,365,701","1,381,145","1,437,594","1,794,487","1,467,518","1,422,281","1,473,832","1,668,549","1,583,115","1,422,798","1,435,407","1,433,694","1,493,666","1,544,594","1,724,666","1,882,925","2,297,623","2,417,316","2,374,759","2,320,850","2,657,809"
1950610,Maynard,"2,752,447","3,479,370","4,045,444","4,240,368","5,260,128","4,560,543","3,889,494","3,890,026","3,020,574","2,686,265","2,428,749","1,965,172","2,308,510","2,227,777","2,160,664","2,418,490","2,512,656","2,604,252","1,987,239","2,110,042","1,751,913","2,085,418","2,043,126","2,376,973","2,306,351","2,460,878","3,279,970","3,644,384","3,029,652","4,034,446","2,823,390","2,052,415","2,297,193","2,332,077","1,892,473","2,080,733","2,395,595","2,069,218","2,375,751"
1950655,Maysville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950700,Mechanicsville,"2,780,643","2,061,055","1,671,497","1,883,717","2,040,107","2,191,603","1,995,734","2,018,159","2,105,636","2,039,223","1,742,362","1,937,613","1,929,091","2,016,364","2,076,096","2,213,094","2,328,805","2,619,655","2,747,496","2,777,504","3,110,149","3,302,193","3,458,287","3,516,825","3,575,839","3,678,175","3,751,477","3,805,685","3,717,364","3,640,861","3,743,798","3,443,482","2,905,872","3,206,255","3,413,772","3,462,852","3,979,735","3,868,576","4,044,652"
1950790,Mediapolis,"4,962,118","6,709,328","7,218,144","8,015,779","8,954,384","8,480,493","8,493,521","10,258,792","9,327,014","9,322,814","8,532,394","9,221,833","10,000,292","9,133,264","8,970,736","9,445,667","9,345,654","8,897,560","10,124,555","12,388,569","12,074,125","12,748,364","12,995,633","13,415,051","12,964,420","13,221,938","12,697,794","12,318,661","12,904,213","14,479,102","14,306,280","15,821,016","15,825,942","16,997,218","15,978,513","16,136,991","16,439,317","15,869,110","16,860,714"
1950880,Melbourne,"1,517,443","2,028,205","1,863,949","1,907,150","2,176,193","1,957,805","1,959,100","2,226,851","1,738,454","2,070,492","1,062,017","1,049,004","869,522","818,438","820,239","674,572","697,254","664,066","636,311","719,274","581,328","592,848","756,956","879,436","810,968","703,635","875,504","846,440","914,819","901,944","982,120","1,111,557","1,131,332","1,259,728","1,055,334","1,456,769","1,563,403","1,446,722","1,751,271"
1950935,Melcher-Dallas,"890,023","978,440","1,187,630","1,372,540","1,745,381","1,871,822","1,561,104","1,681,873","1,499,665","1,281,870","1,376,097","1,695,591","1,390,561","1,470,389","1,368,865","1,217,432","1,235,105","1,188,196","1,187,859","1,205,563","1,478,670","1,512,727","1,722,276","1,393,294","2,104,563","1,960,060","2,122,136",NA,NA,"2,155,595","1,991,765","2,048,735","1,952,935","2,634,526","2,658,670","2,852,657","2,967,322","3,189,385","3,113,799"
1950970,Melrose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"282,599",NA,NA,"405,092","605,560","663,620","739,880","762,789","607,779","599,130","545,749","669,077","788,767",NA
1951060,Melvin,"2,965,904","2,637,696","3,255,795","3,648,800","3,617,593","3,108,288","3,218,813","2,653,364","2,478,198","2,255,917","2,227,394","2,328,720","2,188,653","1,963,616","2,045,547","1,933,128","2,345,277","2,044,649","1,852,869","2,087,069","2,473,420","3,318,126","2,939,976","2,339,435","2,541,583","1,480,231","1,309,912","1,289,329","2,320,698","1,993,849","2,031,561","2,783,666","4,425,980","1,738,245","3,161,544","3,500,126","3,804,808","4,277,547","3,862,366"
1951105,Menlo,"553,464","625,271","761,226","903,323","1,155,240","1,094,188","1,100,066","988,698","952,130","810,817","798,625","809,558","989,066","982,076","996,340","1,059,983","1,079,055","1,075,391","1,108,858","1,244,764","1,064,279","1,003,573","1,145,227","1,023,277","1,100,267","966,205","1,052,205","1,017,300","961,450","1,171,324","973,781","1,026,846","1,180,688","1,268,227","1,393,966","1,455,362","1,624,848","2,458,544","6,509,890"
1951150,Meriden,"246,718","261,190","318,059","361,515","404,743","439,367","453,490","527,491","316,404","356,099","390,689","341,810","301,727",NA,"386,143","348,453","382,796","433,870","458,799","508,094","587,832","586,529","554,048","614,204","555,236",NA,NA,NA,NA,NA,NA,"483,585","552,558","530,418","614,220","788,152","858,788","1,054,428","1,182,082"
1951375,Merrill,"747,603","950,233","1,205,013","1,576,282","1,859,620","1,606,467","1,495,602","1,863,989","1,873,564","1,897,487","1,959,946","2,339,654","2,173,471","2,098,501","2,048,655","2,365,909","2,038,333","2,202,862","2,305,930","2,287,548","2,325,450","3,365,558","2,957,623","2,661,170","2,395,178","2,515,804","2,666,854","2,438,516","2,532,370","2,783,352","3,145,929","3,491,753","3,527,346","4,104,923","3,949,349","3,842,121","3,957,849","4,086,238","4,242,133"
1951420,Meservey,"558,140","686,475","749,930","945,512","804,077","592,073","654,287","723,786","597,215","536,449","487,350","411,785","368,223","404,712","358,141","320,387","312,473","343,048","323,455","336,960","336,229","381,612","234,989","260,652","176,380","1,122,261","1,289,232",NA,NA,NA,NA,NA,NA,"746,538","764,375","729,173","415,273","391,752","195,823"
1951735,Middletown,NA,NA,NA,NA,NA,"213,762","297,282","327,500","395,240","329,401",NA,NA,NA,NA,NA,NA,NA,"693,734","693,119","666,767","659,427","676,182","647,184","652,555",NA,"757,839","741,608","697,726","654,739","696,691","637,173","578,549","586,412","680,341","744,443","838,421","964,904","919,947",NA
1952050,Miles,"1,866,037","2,345,643","2,380,950","2,648,076","3,680,641","3,443,685","3,459,449","3,132,362","3,149,471","2,941,413","2,626,458","2,332,227","2,317,088","2,238,780","2,256,861","2,525,562","2,487,181","2,768,657","2,839,045","2,867,374","2,945,055","3,135,301","3,026,281","2,970,400","2,989,787","2,802,168","2,677,722","2,717,969","2,524,501","2,688,954","2,084,205","2,259,845","1,903,736","1,780,932","1,886,774","1,975,611","2,142,146","1,980,550","2,027,199"
1952095,Milford,"6,441,710","7,775,576","8,285,488","8,580,440","9,712,692","9,485,879","9,574,365","10,204,839","11,325,101","11,809,905","11,573,079","11,745,902","12,735,214","13,293,135","13,940,781","14,603,937","14,514,770","17,493,366","17,959,633","20,026,031","20,276,305","21,652,744","23,104,390","24,870,963","24,757,805","24,601,279","24,046,564","24,058,922","24,189,610","25,530,989","26,289,539","28,746,031","31,817,428","28,114,966","28,887,763","29,180,333","32,310,348","33,375,664","34,241,700"
1952230,Millersburg,"224,998","364,276","453,203","518,405","546,796","605,301","545,558","628,843","674,159","738,720","721,944","740,396","771,879","705,418","662,830","678,568","684,699","685,467","602,844","567,216","797,050","1,197,638","1,282,964","638,665","626,992","282,600","364,981","239,061",NA,"198,963","202,768","188,776","261,824","284,795",NA,"414,546","414,531","390,832",NA
1952275,Millerton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952410,Millville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952455,Milo,"766,604","706,805","743,468","1,026,510","1,216,110","1,220,032","1,186,975","1,018,617","926,680","762,455","814,670","603,659","606,192","751,374","784,885","904,634","997,788","1,164,314","1,544,949","1,507,761","1,770,939","2,009,373","2,094,502","2,194,243","2,554,028","2,981,460","3,189,022","2,911,762","2,913,065","3,215,791","3,206,776","3,142,584","3,206,985","3,449,749","3,306,776","3,370,590","3,199,236","3,197,607","3,416,938"
1952500,Milton,"834,239","865,528","1,074,876","1,270,406","1,273,045","1,347,995","945,456","851,359","778,418","662,505","593,377","670,544","770,229","767,604","776,607","814,326","765,513","749,502","978,153","1,077,677","951,102","766,902","914,522","907,388","953,188","834,431","763,258","650,430","789,918","833,836","678,240","798,503","872,132","1,053,091","1,069,735","964,553","1,217,725","1,555,609","1,694,571"
1952545,Minburn,"460,212","543,265","565,881","711,988","833,923","881,747","760,072","772,722","682,447","818,323","923,774","1,323,430","711,625","1,151,991","957,658","1,041,009","989,401","1,055,224","891,864","1,198,840","1,466,164","3,761,037","810,704","875,222","1,626,888","1,627,797","1,435,001","1,368,351","1,204,077","989,240","941,473","960,209","960,182","1,097,904","1,341,214","1,581,237","1,702,142","1,654,562","1,875,462"
1952590,Minden,"1,852,072","2,189,958","2,036,050","2,633,675","3,036,647","2,932,722","2,647,651","3,245,844","2,186,919","2,119,433","2,023,756","2,246,346","2,162,400","2,338,329","2,130,766","2,080,393","2,052,331","2,184,066","2,167,988","2,170,038","2,230,359","2,382,894","1,805,515","2,091,412","2,064,336","2,042,784","1,817,096","1,579,928","1,849,706","1,760,094","1,796,082","1,975,188","2,216,500","2,149,868","2,096,536","2,070,850","2,127,303","1,784,127","1,917,859"
1952815,Mingo,"241,589","234,777","312,538","341,645","400,106","415,178","434,692","445,764","474,081","502,507","466,130","454,212","456,858","386,170","211,422","215,947","254,423","231,704","278,641","362,690","346,253","329,268","398,225","439,961","567,413","620,508","687,931","617,556","537,485","595,891","697,329","627,741","546,017","604,314","508,194","522,450","559,160","559,842","466,092"
1952860,Missouri Valley,"14,207,618","14,973,641","14,993,737","18,314,388","20,087,424","20,300,932","19,793,017","20,369,958","21,279,896","20,165,550","21,069,633","21,957,307","18,577,775","18,736,397","19,732,212","19,968,511","21,220,356","24,242,640","20,055,480","20,777,103","22,916,251","23,161,795","26,086,708","31,781,618","34,129,374","32,337,162","34,305,694","34,462,673","31,505,696","30,629,647","30,304,774","30,324,133","31,454,375","30,814,242","31,884,082","33,451,347","33,303,389","33,706,717","34,913,881"
1952905,Mitchell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952950,Mitchellville,"830,083","924,156","925,846","1,400,528","1,601,556","1,416,989","1,565,778","2,261,884","1,491,470","1,699,923","1,868,202","2,508,644","1,571,603","1,783,589","2,027,439","1,804,390","1,968,646","1,800,542","2,127,943","2,494,662","2,606,258","2,526,785","3,156,009","4,260,504","3,446,534","2,769,773","2,500,861","2,542,746","2,526,185","2,527,119","2,799,116","3,305,826","3,787,164","3,326,081","3,553,295","3,709,347","4,659,927","5,239,608","5,644,065"
1952995,Modale,NA,"667,035","662,078",NA,"829,952",NA,NA,NA,NA,NA,NA,"905,023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"915,903","535,956","612,956","657,153",NA,NA,"529,139","635,594","790,962","684,276","709,711","714,587","797,762","816,988","725,207","881,372","754,849"
1953175,Mondamin,"803,676","873,391","1,034,904","1,213,419","1,684,873","1,735,494","1,467,418","1,395,771","1,348,705","1,213,737","1,201,672","1,002,479","913,091","1,043,758","1,016,330","1,179,188","1,206,408","1,278,515","1,276,193","1,154,096","1,246,725","1,453,725","833,707","1,412,018","1,715,993","1,620,123","1,054,070","787,627","956,348","1,534,703","1,285,309","1,403,465","1,477,551","1,557,895","1,490,570","1,644,031","1,663,936","1,619,421","1,484,372"
1953265,Monmouth,NA,"252,652","252,127","266,733","238,428","193,292","309,587","221,957",NA,"183,068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114,055",NA,NA,"179,789","164,956","167,811",NA,NA,NA,NA,NA,NA,NA,NA,NA
1953310,Monona,"4,308,139","5,046,950","5,393,400","6,476,370","7,104,905","6,585,876","6,933,437","7,595,988","7,584,857","7,642,822","8,026,827","8,712,268","8,701,028","8,343,195","8,369,207","8,864,723","9,133,123","9,804,393","9,709,893","9,393,784","8,799,700","9,429,795","9,590,735","10,630,654","11,506,699","12,455,084","15,969,279","12,696,829","12,143,753","12,711,781","13,561,898","14,333,014","14,859,125","14,624,472","14,948,403","15,965,042","17,809,946","17,967,719","19,341,632"
1953355,Monroe,"3,876,406","4,320,633","4,641,160","5,190,944","5,468,788","5,393,929","5,566,912","5,900,840","5,799,009","5,725,970","6,762,425","6,924,022","6,892,283","7,010,469","7,297,087","7,673,178","8,024,122","8,197,570","8,393,853","10,204,454","9,620,714","10,374,212","10,831,893","10,951,810","11,495,758","11,056,970","11,152,912","11,659,840","11,744,852","11,337,799","12,086,164","13,196,358","14,255,775","14,397,314","14,127,339","14,130,758","15,518,527","14,975,382","16,393,782"
1953490,Montezuma,"6,353,902","7,353,990","7,783,271","9,258,838","10,001,633","9,879,074","10,946,350","11,135,373","10,707,319","9,714,595","9,840,141","11,564,817","10,576,443","10,268,887","9,741,081","10,542,403","11,589,745","12,054,670","14,062,718","14,170,179","13,582,673","15,047,249","15,264,656","19,092,241","18,328,484","18,783,365","17,909,190","17,434,557","16,962,090","17,383,464","17,816,377","18,239,126","19,412,614","19,695,685","18,408,486","18,876,488","19,778,615","19,475,960","21,268,273"
1953625,Monticello,"19,335,210","22,129,052","24,196,025","27,740,452","32,701,277","27,603,839","30,114,777","30,214,926","29,198,012","29,778,964","29,538,913","34,479,152","32,846,352","36,627,507","33,590,640","35,355,763","35,310,376","37,741,418","40,878,680","44,202,563","46,009,773","46,598,491","47,302,744","46,030,671","47,784,912","46,900,765","47,750,762","45,400,935","46,269,274","48,817,667","47,404,621","52,643,072","48,036,999","48,173,823","48,059,539","49,179,150","53,761,921","52,704,159","55,146,607"
1953670,Montour,NA,NA,NA,"380,305",NA,"554,656",NA,"614,319",NA,NA,"645,197","645,265","846,077",NA,NA,"2,070,837","2,506,563","2,599,309","2,678,056","1,522,788","1,360,117","1,228,251","1,202,399","1,240,526","1,247,145","1,168,421","1,141,202","1,147,223","1,074,386",NA,NA,"1,268,152","1,272,802",NA,NA,NA,NA,NA,"1,397,480"
1953760,Montrose,"946,160","1,103,232","1,247,738","1,407,744","1,439,696","1,402,549","1,167,572","1,251,949","1,235,872","1,381,696","1,353,897","1,113,611","1,028,582","1,141,833","1,270,934","1,230,312","1,337,687","1,352,257","1,390,486","1,316,317","1,592,470","1,503,619","1,620,550","1,700,259","1,674,589","1,935,921","2,060,598","1,943,183","2,035,392","1,820,601","1,983,068","1,772,789","2,111,247","2,326,584","2,395,100","2,632,153","3,381,706","3,342,069","3,455,755"
1953850,Moorhead,"1,802,988","1,597,668","1,439,846","1,846,428","2,028,110","1,953,275","1,643,513","1,426,596","1,368,968","1,311,749","1,702,381","1,036,898","748,656","766,611","766,781","830,994","802,811","755,822","761,820","707,805","729,676","597,501","578,659","556,888","571,731","631,984","588,324","614,252","729,610","661,613","562,135","632,549","608,152","636,817","619,579","537,488","736,726","537,213","507,985"
1953895,Moorland,"903,086","794,416","662,903","735,488","845,866","550,293","494,331","537,954","430,717","514,308","349,730","315,873","272,863","216,938","305,166","230,192","140,911","196,381","234,131","234,168","269,038","214,737","195,850","198,445","198,424","234,029","242,687",NA,NA,NA,NA,NA,NA,"685,510","699,226","845,120",NA,"569,173",NA
