FIPS,Area Name,FY 1976,FY 1977,FY 1978,FY 1979,FY 1980,FY 1981,FY 1982,FY 1983,FY 1984,FY 1985,FY 1986,FY 1987,FY 1988,FY 1989,FY 1990,FY 1991,FY 1992,FY 1993,FY 1994,FY 1995,FY 1996,FY 1997,FY 1998,FY 1999,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014
1944400,Le Mars,"33,250,091","36,785,585","39,388,522","44,655,758","48,912,505","48,071,062","51,708,545","52,667,564","55,958,632","55,380,919","55,823,739","61,302,965","63,886,268","65,411,455","67,086,031","70,842,713","77,240,210","80,681,913","82,945,636","84,291,675","89,174,903","96,425,084","103,687,541","105,839,815","106,501,803","111,017,666","109,075,469","114,010,666","119,154,922","126,495,028","133,075,360","129,663,856","129,586,368","128,467,727","126,652,838","130,514,290","137,714,406","138,034,182","143,389,368"
1944490,Lenox,"6,172,277","7,227,022","7,622,530","8,597,849","8,849,853","7,852,536","8,281,105","7,665,485","7,188,276","6,276,532","6,668,169","7,752,652","6,809,897","6,072,794","6,138,058","6,531,433","6,612,106","6,924,908","7,282,638","7,391,353","7,659,039","7,450,548","7,755,199","7,468,275","7,250,223","7,967,345","7,721,213","7,121,452","6,951,566","7,172,366","7,669,694","9,201,396","9,139,264","9,771,157","10,024,420","10,484,666","9,797,546","9,370,016","9,502,951"
1944535,Leon,"7,466,508","8,560,874","8,804,545","9,872,116","10,444,152","11,446,663","11,233,870","11,170,696","10,349,615","9,700,420","10,140,731","10,179,609","10,136,592","10,041,226","10,101,348","10,875,487","11,164,647","11,327,520","16,057,153","10,086,413","9,777,118","10,053,567","11,141,145","11,608,511","12,711,634","12,220,033","13,100,190","12,852,198","12,407,033","12,750,539","13,834,317","15,132,596","15,916,219","15,509,766","15,998,437","16,379,733","16,053,357","16,112,452","18,694,541"
1944580,Le Roy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944670,Lester,"1,011,350","1,256,949","1,109,460","1,681,955","2,047,322","1,886,631","1,610,142","1,947,265","1,952,426","1,606,741","1,332,265","1,619,282","1,379,650","1,160,736","976,715","1,071,594","1,219,945","1,333,675","1,275,261","1,581,569","1,462,117","1,580,624","1,877,330","1,860,729","1,688,562","1,829,497","1,881,399","1,788,295","1,515,351","1,577,890","2,128,478","2,147,360","2,575,953","2,988,903","2,776,881","2,735,514","3,649,046","3,433,513","3,462,678"
1944715,Letts,NA,NA,NA,"361,631","407,329","399,118","401,796","455,497","424,224","426,483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"262,322","412,814","317,587","236,246","198,682","286,872","199,365","240,156","338,241","319,505","305,054","495,002","384,877","367,895","255,373","387,296","1,210,944","1,562,287"
1944805,Lewis,"480,411","672,792","841,244","960,475","1,038,478","1,045,355","1,460,907","1,391,090","818,878","797,181","720,386","697,447","657,968","682,096","633,620","554,739","482,898","450,049","418,353","406,133","285,093","258,559","306,934","249,756","317,952","557,823","630,360","534,455","454,195","539,166","417,354","607,903","774,253","712,850","460,212","441,978","551,334","878,214","914,797"
1944985,Libertyville,"598,216","642,575","667,019","722,203","851,740","758,090","1,029,496","901,358","978,929","971,392","1,007,072","806,284","714,127","682,721","851,983","854,569","910,372","978,356","1,187,589","1,002,501","1,055,759","1,302,015","1,215,653","1,255,000","1,318,795","1,484,834","1,502,686","1,316,991","1,019,515","815,810","798,098","972,872","879,783","915,971","934,148","1,025,982","1,065,579","1,084,688","1,180,873"
1945030,Lidderdale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"367,355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945165,Lime Springs,"1,135,198","1,242,920","1,664,413","1,835,520","2,168,877","2,191,927","2,326,821","2,586,673","1,810,885","1,715,716","1,877,032","2,207,088","2,305,713","1,838,334","1,615,569","1,468,263","1,462,235","1,600,907","1,744,307","2,076,606","1,893,018","1,293,991","1,895,107","2,594,064","2,504,564","1,787,444","2,226,187","1,635,988","1,448,930","1,332,045","1,486,811","2,038,001","1,321,671","1,777,653","2,326,999","1,827,305","2,382,320","2,122,218","2,234,149"
1945255,Lincoln,"1,387,163","1,582,465","1,676,160","1,961,246","2,565,023","2,831,647","1,842,084","1,712,977","1,442,564","1,372,871","993,990","792,148","841,914","850,398","893,063","931,896",NA,"883,739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945390,Linden,NA,NA,NA,"514,352","496,950","496,549","310,359","298,283","190,800","188,690","174,377",NA,NA,NA,NA,NA,NA,"130,111","101,957","83,673",NA,"747,877",NA,"173,328",NA,NA,NA,NA,NA,NA,NA,"154,117","159,052","209,087",NA,NA,NA,NA,NA
1945435,Lineville,"252,527","272,599","316,850","326,400","584,618","533,584","553,356","609,800","543,926","532,824","666,302","650,590","688,445","635,669","518,846","570,005","688,990","817,323","813,804","789,532","715,070","726,475","696,906","698,830","751,739","614,949","606,599","691,501","594,103","597,145","628,918","756,772","1,150,753","1,180,540","1,177,560","1,368,726","1,473,967","1,413,169",NA
1945480,Linn Grove,"144,739","200,755","109,321","200,930","209,759","199,693","272,834","249,695","245,344","260,536","239,538","275,403","313,080","374,075","417,752","298,097","274,765","319,915","303,179","306,677","335,751","376,183","417,600","424,679","529,100","464,887","379,636","385,733","373,981","424,493","394,999","542,718","975,485","615,508","595,527","607,565","666,644","799,945","744,109"
1945615,Lisbon,"3,238,386","3,662,391","3,764,220","3,427,634","3,724,024","3,536,574","3,606,757","3,585,694","3,577,886","3,626,035","3,021,637","3,057,782","3,193,805","3,223,568","3,076,450","3,092,575","3,105,552","3,311,431","3,409,852","3,463,418","3,569,739","4,193,318","4,927,222","4,798,750","4,441,344","5,250,955","5,100,727","4,564,172","4,767,854","5,204,859","5,813,441","6,490,433","7,822,899","8,035,005","7,574,599","7,841,642","8,513,909","9,481,173","10,970,774"
1945660,Liscomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"409,032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"414,384",NA,"483,005",NA,NA,NA
1945795,Little Rock,"571,407","700,791","831,039","909,687","1,284,712","1,220,176","1,170,743","1,453,260","1,084,396","913,211","895,847","1,271,657","1,071,224","1,086,095","1,160,201","1,124,200","1,190,361","1,139,202","1,325,753","1,452,359","1,534,267","1,740,752","2,405,573","2,473,598","2,328,712","2,374,661","2,340,243","2,046,468","2,141,991","2,244,350","2,445,714","1,786,044","1,901,176","1,460,872","914,367","1,001,433","1,101,780","1,121,795","1,038,760"
1945840,Little Sioux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"691,004","551,122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945975,Livermore,"1,045,293","1,484,968","1,501,850","1,885,658","1,766,401","1,594,053","1,868,054","1,718,464","1,599,795","1,405,970","1,362,468","1,355,580","1,310,022","1,419,232","1,444,362","1,397,929","1,464,249","1,512,372","1,415,713","1,568,029","1,612,944","1,512,087","1,565,519","1,573,207","1,623,256","1,530,438","1,683,159","1,694,624","1,530,037","1,719,211","1,811,679","1,533,817","1,738,651","1,219,146","1,313,465","1,337,391","1,344,193","1,134,943","1,251,196"
1946065,Lockridge,"318,188","274,665","345,032","496,137","577,619","429,303","585,580","676,518","407,097","480,730","504,266",NA,NA,"371,934",NA,NA,NA,"469,110","544,122","516,409","558,764","497,566","539,163","603,820","727,106","710,485","612,308","561,378","647,993","748,366","866,138","870,576","890,468","750,967","674,681","893,160","858,212","813,925","923,685"
1946155,Logan,"4,924,176","5,516,139","6,322,086","7,655,044","8,342,506","7,726,369","7,220,848","7,094,585","6,693,696","6,799,965","5,882,235","5,528,888","6,036,989","5,932,447","6,102,080","6,274,262","6,828,916","6,358,011","6,776,330","7,455,997","6,841,497","8,577,316","8,564,556","7,633,696","7,504,672","6,537,871","5,720,024","6,138,060","6,024,660","6,496,058","6,004,891","6,372,335","6,340,493","6,449,100","6,254,269","6,655,717","7,461,552","7,535,437","7,057,104"
1946245,Lohrville,"580,508","672,351","655,608","677,556","846,314","923,420","900,339","1,018,243","862,878","780,169","926,506","1,150,386","1,094,252","1,052,244","1,092,619","1,239,095","1,133,538","1,131,102","1,196,625","1,391,029","1,459,734","1,481,318","1,387,447","1,530,995","1,681,795","1,449,745","1,287,418","1,201,076","882,584","992,610","1,026,125","1,043,720","1,131,383","1,393,688","1,354,879","1,185,939","1,409,250","1,527,222","1,866,912"
1946290,Lone Rock,"512,997","559,749","507,612","390,244","413,013","407,286","387,487","514,677","450,234","495,216","530,142","527,354","602,678","571,456","613,610","618,232","616,715","622,513","630,822","701,772","889,430","705,108","746,789","765,880","678,702","671,689","656,792","631,567","601,709","629,002","602,389","524,312","491,286","632,797","753,410","711,312","688,676","589,377","554,543"
1946335,Lone Tree,"1,534,896","1,694,344","1,879,663","1,790,865","1,877,612","1,906,153","1,977,664","2,019,845","1,805,484","1,938,650","1,867,844","1,777,184","1,755,960","1,575,142","1,563,236","1,749,323","1,945,491","1,969,692","2,222,987","1,877,860","1,882,002","2,092,110","2,008,084","1,988,081","2,200,840","1,934,501","1,876,833","1,867,868","2,019,043","2,024,518","2,269,033","2,506,239","2,689,940","2,961,459","2,839,795","2,820,425","2,344,643","2,509,857","2,512,087"
1946425,Long Grove,NA,"131,147","154,204","405,053","545,956","399,907","402,692","374,003","394,758","432,129","505,506","569,795","535,636","529,228","580,511","641,507","898,602","1,788,598","1,570,059","1,802,316","2,539,955","2,875,287","3,064,548","2,072,328","1,973,706","2,209,681","2,126,033","1,855,246","1,800,174","2,375,515","2,237,385","2,249,954","2,840,035","3,126,611","2,624,913","2,838,274","2,968,672","2,530,157","2,563,063"
1946515,Lorimor,"670,473","675,647","659,679","664,731","762,391","824,578","852,886","665,783","639,527","651,449","642,070","613,721","643,424","619,214","487,222","428,477","432,120","490,189","461,804","477,496","500,014","549,142","562,310","606,039","483,304","552,688","500,770","472,407","387,871","299,156","238,591","158,707","468,273","488,409","498,117","378,213","633,936","620,883","556,442"
1946605,Lost Nation,"1,472,641","1,769,313","2,004,464","1,999,778","2,384,184","2,340,299","2,068,514","2,171,542","2,184,134","1,992,781","1,869,454","1,802,272","1,502,340","1,552,543","1,647,798","1,687,961","1,786,778","1,714,324","1,830,684","1,907,406","1,577,693","1,696,067","1,637,204","1,571,300","1,774,156","2,111,369","2,650,934","2,441,032","2,184,659","2,470,304","2,465,040","2,620,401","2,728,235","3,202,479","2,911,709","2,843,008","1,625,867","1,588,488","1,590,812"
1946830,Lovilia,"456,522","482,731","497,745","481,421","482,258","553,973","725,397","689,338","810,513","864,724","884,986","754,823","930,773","942,966","1,011,584","1,181,411","1,466,879","2,501,534","2,550,263","3,315,973","2,824,346","2,364,492","2,232,121","2,035,573","1,756,087","2,005,152","2,040,010","2,164,332","2,833,969","2,045,404","1,919,137","1,792,485","1,842,375","1,938,914","1,707,904","1,701,930","1,599,668","1,905,220","2,161,050"
1946920,Lowden,"2,961,447","2,970,048","3,452,549","4,113,963","4,253,278","4,399,980","4,875,884","4,836,533","4,266,685","4,020,875","3,604,503","3,866,482","3,574,474","3,244,772","3,111,031","3,515,163","3,664,484","3,742,258","3,999,754","4,075,991","4,611,433","4,681,069","4,698,308","5,112,279","4,731,442","4,915,575","4,862,965","4,784,374","4,338,698","5,137,595","5,333,422","6,094,004","6,429,770","7,219,011","5,507,932","6,322,915","7,609,791","7,846,506","7,410,231"
1947010,Low Moor,"254,898","294,159","352,601","618,298","789,994","683,832","698,714","1,023,393","907,446","967,698","977,813","1,123,002","1,224,823","1,111,125","1,059,464","1,095,698","1,202,692","1,557,849","1,383,553","1,758,328","1,825,623","1,721,161","1,797,221","1,959,006","1,916,728","1,966,246","2,027,328","2,260,206","2,420,707","2,173,511","2,062,158","1,961,552","1,373,106","1,298,162","1,367,488","1,443,888","1,917,083","1,870,983","1,667,679"
1947055,Luana,"790,420","1,048,164","1,272,554","1,382,930","1,461,102","1,402,267","1,329,933","1,329,060","984,748","915,232","792,637","857,188","764,521","715,701","816,493","945,964","993,066","1,042,137","1,054,960","1,262,407","1,072,973","978,091","1,017,037","1,010,082","877,902","1,194,793","1,199,142","893,608","834,819","842,955","878,866","847,493","853,534","936,067","930,453","921,057","1,010,794","970,075","1,074,481"
1947100,Lucas,"236,784","252,759","295,441","264,667","254,184","263,517","263,951","261,327","277,771","257,654","296,189","249,748","234,951","208,366",NA,NA,"170,158","158,602","171,918",NA,NA,NA,NA,"515,640","547,960","462,221","520,865","438,536","911,583","864,686","1,005,632","1,079,268","1,066,662","1,190,375","932,997","938,433","1,197,180","1,225,907","1,241,302"
1947280,Luther,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947370,Lu Verne,"533,170","627,832","632,980","718,427","728,030","637,128","572,935","505,711","454,084","1,056,320","1,122,091","481,393","732,976","708,818","691,228","736,269","802,927","825,171","606,563","505,933","590,651","606,601","977,110","994,695","971,983","995,800","976,565","1,082,818","1,020,189","925,846","896,154","1,185,390","1,026,382","1,271,279","1,282,915","1,282,684","1,428,901","1,475,474","1,517,559"
1947460,Luxemburg,"416,888","386,551","488,868","649,360","800,022","824,888","823,306","669,103","838,883","646,515","700,784","753,159","825,473","820,251","818,138","740,913","727,224","665,173","645,173","731,889","684,336","693,514","590,915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947505,Luzerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"384,466","327,684","257,310","231,207","248,536","224,008","257,560","282,490","320,738","485,709","287,334","294,290","297,086","309,742","305,565","319,684","300,129",NA,NA
1947595,Lynnville,"1,146,682","1,106,971","1,235,956","1,503,544","1,821,016","1,323,712","1,406,141","1,440,959","1,422,796","1,270,308","1,305,054","1,478,914","1,683,849","1,607,902","1,643,392","1,760,956","1,675,768","1,750,801","1,823,337","1,918,254","1,942,020","1,980,448","2,008,987","2,039,188","1,937,833","2,002,777","2,110,758","3,203,979","3,307,474","2,685,294","3,120,264","3,294,694","3,431,241","4,058,813","3,918,765","4,563,483","4,808,161","3,983,316","4,186,340"
1947730,Lytton,"1,763,948","1,984,004","1,889,670","2,129,985","1,857,430","1,371,782","1,386,215","1,815,986","1,083,054","1,162,665","922,469","1,176,450","880,767","737,008","784,981","817,580","900,615","917,316","804,621","964,864","1,058,578","1,085,403","997,674","968,410","947,894","916,527","833,925","786,239","812,787","793,406","948,584","872,963","1,007,167","1,155,793","1,152,761","1,299,566","1,360,636","1,115,314","1,022,972"
1947775,McCallsburg,"438,384","512,924","471,943","550,711","604,514","679,884","359,351","367,658","323,985","315,732","279,912","333,433","312,959","505,113","660,449","657,543","853,013","632,075","803,283","701,791","537,286","449,855","541,122","851,284","642,290","801,509","755,315","849,636","920,631",NA,"727,816","755,334","912,163","866,274","694,231",NA,NA,NA,NA
1947820,McCausland,"550,633","643,305","636,688","569,777","616,167","666,241","691,862","661,111","642,392","625,174","486,588","548,552","576,335","661,024","791,836","1,089,639","881,942","778,949","784,368","932,848","757,021","811,712","938,645","1,015,822","969,889","938,220","1,019,390","931,718","937,284","1,032,239","1,488,779","1,723,625","1,477,086","1,879,419","1,936,691","2,124,615","2,311,455","1,987,740","2,109,087"
1947865,McClelland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"580,136","532,748","450,259","604,833",NA,NA,NA,NA,NA,NA,NA,NA,"654,156",NA,"657,216","642,607",NA,NA
1947955,Macedonia,"1,743,760","1,842,013","2,207,792","2,891,186","3,039,579","2,973,433","3,064,974","3,050,407","3,535,527","3,124,590","2,547,019","3,175,120","2,494,254","1,999,560","1,005,040","1,320,656","1,224,406","1,483,125","1,959,806","1,252,228","1,050,497","1,367,900","1,056,292","1,159,328","1,633,544","1,491,340","1,705,088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948000,McGregor,"1,939,672","2,782,123","2,823,740","2,905,139","3,810,361","4,444,661","4,226,258","3,971,883","3,839,234","3,332,526","3,285,137","3,901,942","4,344,925","4,340,552","4,345,086","4,069,159","3,963,909","3,688,100","3,427,380","4,116,797","4,452,572","5,024,240","4,819,524","5,289,065","6,388,896","5,929,835","6,119,890","6,833,097","6,405,180","6,492,613","6,418,733","5,953,433","5,085,357","5,999,966","5,962,087","6,263,266","6,232,126","5,891,226","5,800,475"
1948045,McIntire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"682,741","840,615","1,023,869","1,381,854","1,442,539","1,484,098","1,698,578","1,577,093","1,365,477","1,212,530","764,197","1,178,623","1,840,087","2,443,875","2,476,020","1,475,613","1,289,152","1,680,245","1,992,548","1,521,159","1,302,796"
1948180,Macksburg,"240,773","254,184","273,845","297,218","292,685","268,470","271,089","234,226","209,504","199,287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948450,Madrid,"4,425,512","4,818,549","5,002,355","6,020,205","6,734,162","6,997,359","6,646,010","6,610,736","7,456,463","7,694,384","8,088,963","8,063,671","8,797,298","9,174,544","8,807,117","9,065,418","9,365,808","9,807,179","10,034,702","9,963,955","10,280,408","10,574,976","10,632,798","10,999,358","10,626,908","8,416,796","10,422,464","12,037,392","10,752,615","9,822,907","9,858,408","10,009,375","10,050,219","10,609,738","10,416,371","9,572,677","10,483,366","10,678,276","10,906,528"
1948495,Magnolia,NA,NA,NA,"156,156","148,514","147,336",NA,NA,NA,NA,NA,"209,577","220,299","229,826","211,147","287,526","415,286","464,733","447,551","425,845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948500,Maharishi Vedic City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948540,Malcom,"769,650","1,018,540","1,034,690","1,091,695","1,038,440","1,277,438","1,267,165","1,088,027","767,391","930,038","851,410","1,176,049","1,456,767","1,439,106","1,354,391","1,782,387","1,730,285","1,991,688","2,004,328","2,049,804","1,793,095","1,529,659","1,211,266","1,099,292","1,484,727","1,408,374","1,533,648","1,663,934","1,603,098","1,653,147","1,828,820","1,905,141","1,743,209","1,355,438","1,331,475","1,194,320","1,085,697","1,099,492","1,402,132"
1948585,Mallard,"852,311","904,785","1,027,140","1,031,927","1,160,659","1,034,532","946,124","1,062,085","937,873","958,594","864,661","779,580","915,406","821,328","841,966","825,697","661,812","764,861","927,145","1,058,398","1,032,351","1,147,535","1,260,858","1,579,684","1,647,655","1,756,773","1,674,082","1,600,792","1,518,468","1,711,644","1,861,757","1,745,881","1,837,727","1,906,653","1,873,159","1,996,059","2,190,390","2,093,869","2,103,248"
1948675,Maloy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948720,Malvern,"3,091,805","3,062,851","3,512,861","4,885,188","5,724,706","5,347,503","5,045,931","4,923,592","4,312,276","3,939,544","3,423,337","3,091,660","3,534,670","3,100,136","2,841,443","2,986,935","3,330,491","3,464,059","3,709,114","4,057,161","3,870,226","3,516,819","3,516,115","3,656,316","4,180,759","4,483,531","4,402,401","4,397,991","4,558,169","4,346,953","4,692,828","3,967,429","3,973,915","4,315,027","4,305,650","4,738,376","5,397,514","5,001,102","4,622,400"
1948810,Manchester,"27,511,777","29,909,334","33,013,088","38,250,049","42,934,162","42,203,485","42,705,276","44,141,615","44,369,082","42,199,756","40,890,433","42,175,522","44,375,355","41,288,447","42,518,498","50,523,181","52,617,627","54,107,586","56,129,254","56,697,911","58,139,891","60,257,159","64,149,151","68,678,900","71,506,800","66,569,609","69,902,447","68,184,981","69,683,108","66,175,274","63,160,794","67,229,480","70,264,666","74,562,421","71,673,920","70,378,243","77,006,640","80,746,132","81,687,117"
1948855,Manilla,"2,306,662","2,998,475","3,253,200","3,581,219","3,953,322","3,768,516","3,139,938","3,482,048","3,287,868","3,083,462","2,767,873","3,131,561","3,555,709","3,386,914","3,533,033","2,928,015","3,085,728","3,149,753","3,152,776","2,860,446","2,779,986","2,980,870","3,010,429","2,795,950","2,653,812","2,442,814","2,539,059","2,192,737","2,201,319","1,816,751","1,820,793","1,888,813","1,967,296","1,791,902","1,835,940","2,128,670","2,254,390","2,289,723","2,508,780"
1948900,Manly,"3,058,334","3,652,019","2,851,604","3,187,953","3,640,794","3,157,270","3,167,710","2,926,037","2,225,477","2,111,561","2,251,668","2,275,110","2,268,143","2,336,286","2,244,303","2,231,048","2,454,887","2,473,808","2,438,788","2,212,729","2,318,984","2,380,146","2,645,472","3,046,681","3,422,566","3,924,092","3,697,108","4,035,360","3,962,164","4,012,039","4,249,210","4,614,460","5,061,449","4,572,834","4,645,852","323,432","4,910,216","4,892,519","4,893,832"
1948945,Manning,"5,548,124","5,680,650","6,450,201","8,264,489","8,834,046","8,604,731","8,339,487","8,932,240","9,163,293","8,615,662","8,881,182","9,451,973","9,019,833","8,312,737","7,969,554","8,598,344","8,227,984","8,455,497","9,139,603","9,492,220","9,686,702","9,571,719","10,012,153","10,545,072","10,332,260","10,290,936","9,480,582","9,127,581","9,623,121","10,097,313","11,113,236","10,741,355","11,584,276","12,256,128","13,071,275","13,408,923","14,047,372","14,977,221","13,280,001"
1948990,Manson,"8,524,146","8,863,117","9,631,204","11,489,333","13,854,470","11,990,864","12,288,236","10,962,324","10,223,656","9,299,861","9,058,826","16,047,444","32,102,161","24,422,708","12,381,859","7,982,150","7,318,477","7,539,447","7,781,591","7,638,480","8,111,321","8,359,359","8,576,112","8,074,191","8,140,289","7,991,479","8,203,284","7,756,960","8,172,434","9,021,745","8,999,193","9,258,178","9,773,464","9,573,297","12,163,453","14,206,474","15,260,989","14,829,453","14,730,390"
1949170,Mapleton,"9,485,111","9,377,737","10,752,972","12,835,989","14,105,985","10,992,331","10,319,616","10,837,062","10,748,449","10,235,470","11,048,286","9,457,017","9,355,763","9,447,062","9,410,587","9,672,411","9,533,799","9,913,134","10,385,602","10,437,328","10,395,590","10,842,358","10,917,318","11,577,426","11,070,985","11,529,697","10,894,277","10,282,011","9,983,383","9,908,424","10,133,194","9,925,683","9,777,506","10,106,975","10,543,812","10,599,073","10,787,245","10,423,577","10,783,036"
1949215,Maquoketa,"23,215,924","27,724,143","29,708,992","34,565,459","38,442,578","37,724,449","39,722,272","39,459,546","40,739,120","39,268,875","39,798,299","40,949,696","42,392,851","43,279,342","43,845,931","49,301,826","51,810,535","53,030,121","56,319,291","55,993,140","57,956,692","62,021,035","61,239,169","62,318,664","66,617,188","66,440,304","67,642,170","66,934,574","67,112,574","66,187,752","66,123,312","69,877,692","73,301,950","76,098,750","75,585,407","75,553,715","79,309,804","79,461,820","80,706,859"
1949260,Marathon,"829,586","989,818","945,968","1,165,648","1,312,008","1,370,574","1,309,418","1,318,396","1,199,455","1,189,580","1,127,421","1,053,470","965,768","1,010,695","1,072,013","1,010,386","964,058","1,070,544","1,071,797","1,165,359","1,119,567","1,195,978","1,173,974","1,003,197","1,042,073","1,057,474","759,159","705,188","668,930","635,938","576,428","557,354","633,106","826,973","756,377","786,028","764,806","786,133","874,832"
1949305,Marble Rock,"720,547","860,500","1,069,474","1,115,846","1,183,249","1,187,843","1,278,961","1,250,497","1,226,095","1,350,065","1,151,539","1,228,002","1,125,980","1,126,712","1,151,096","1,141,040","1,036,544","1,401,360","1,476,677","1,584,505","1,274,715","584,083","835,230","925,512","1,201,237","959,020","1,024,444","797,262","1,123,542","1,176,990","1,201,985","1,233,761","1,570,696","1,675,078","1,437,620","1,609,232","1,807,251","1,774,911","1,890,234"
1949350,Marcus,"4,391,448","5,040,583","5,446,893","6,760,450","7,956,337","6,617,273","6,471,448","6,676,445","6,216,337","6,002,105","5,813,778","6,194,135","7,005,336","7,140,737","6,754,220","7,892,854","8,654,723","7,203,989","8,761,927","9,562,395","8,325,483","10,590,621","12,224,086","11,214,926","10,704,166","9,667,291","9,909,088","10,268,498","8,526,607","10,824,211","11,195,828","12,126,441","13,196,583","14,119,281","14,201,520","15,737,827","18,615,049","18,773,001","19,345,467"
1949395,Marengo,"9,105,989","9,923,133","9,488,622","11,132,994","12,059,209","13,789,170","12,940,943","15,188,389","15,833,402","15,731,649","14,946,929","14,842,835","15,200,865","14,634,219","14,553,765","15,695,749","15,213,393","15,198,306","15,098,549","16,394,843","17,289,875","18,621,436","18,463,220","19,198,955","19,652,895","17,357,569","19,922,340","20,040,461","19,180,633","18,450,093","19,671,459","19,413,740","22,006,887","21,942,049","21,090,960","18,533,172","19,318,480","19,116,410","20,088,345"
1949485,Marion,"42,115,378","48,531,679","55,361,154","64,815,398","74,999,251","76,101,580","77,079,083","81,417,689","87,148,598","88,661,567","96,577,222","100,463,832","116,918,881","130,087,572","137,152,810","143,949,271","149,955,979","157,843,174","175,390,756","190,170,828","201,399,622","213,895,592","222,700,305","234,157,923","242,582,193","237,155,296","253,632,356","252,179,683","259,131,535","287,095,839","337,091,824","344,543,649","315,611,861","351,755,572","333,356,131","328,957,265","340,967,638","339,734,847","351,200,554"
1949575,Marne,"65,253","52,003",NA,NA,NA,NA,NA,"217,362","221,487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"773,987","697,533","695,967","595,120",NA,NA,"866,699","1,134,439","1,036,762",NA,NA,NA,"1,647,708","1,805,300","1,057,916",NA,"938,429","1,112,904",NA,"1,161,520"
1949620,Marquette,"547,868","695,068","865,439","765,168","735,378","629,246","585,898","798,919","876,167","769,148","839,120","817,090","804,069","668,255","1,262,019","1,202,325","1,516,659","1,512,841","1,168,095","2,134,987","4,873,012","4,585,364","4,022,397","4,047,918","4,398,690","4,420,107","4,225,439","5,117,891","4,942,070","4,839,500","4,548,751","4,146,427","3,328,839","3,887,424","4,379,640","4,617,732","4,734,862","5,203,215","5,405,179"
1949755,Marshalltown,"117,746,969","127,499,301","139,363,463","150,613,430","156,822,000","162,268,148","164,131,579","171,488,683","177,200,722","183,452,406","183,312,365","183,882,515","199,298,854","214,882,189","225,091,244","238,200,615","242,596,231","257,104,537","288,619,825","289,608,208","298,889,577","299,549,363","310,141,156","321,765,151","323,776,666","309,653,376","333,741,450","326,679,780","315,705,482","312,156,269","320,099,470","317,862,988","331,472,166","324,595,803","301,294,760","304,662,931","322,643,986","321,699,702","328,920,980"
