NAME,ST,stabbr,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
Cuyahoga Heights,Ohio,oh,638,599,682,739,866,796,713,674,710,739,0,0
Cygnet,Ohio,oh,597,564,560,646,629,593,527,569,523,589,699,896
Dalton,Ohio,oh,1830,1605,1377,1357,1177,1067,938,774,656,611,599,666
Danville,Ohio,oh,1044,1104,1001,1127,1025,926,853,790,764,383,373,298
Darbyville,Ohio,oh,222,293,272,282,229,213,203,256,222,206,233,250
Dayton,Ohio,oh,141527,166179,182044,193536,243023,262332,243872,210718,200982,152559,116577,85333
De Graff,Ohio,oh,1285,1212,1331,1358,1117,996,972,796,849,932,10821,150
Deer Park,Ohio,oh,5736,5982,6181,6745,7415,8423,7241,3510,2642,824,0,0
Deersville,Ohio,oh,79,82,86,109,91,136,149,118,108,115,187,256
Defiance,Ohio,oh,16494,16465,16768,16810,16281,14553,11265,9744,8818,8876,7327,7579
Delaware,Ohio,oh,34753,25243,20030,18780,15008,13282,11804,8944,8675,8756,9076,7940
Dellroy,Ohio,oh,356,294,314,368,363,391,358,335,342,338,373,400
Delphos,Ohio,oh,7101,6944,7093,7314,7608,6961,6220,5746,5672,5745,5038,4517
Delta,Ohio,oh,3103,2930,2849,2831,2544,2376,2120,1773,1778,1543,169,1230
Dennison,Ohio,oh,2655,2992,3282,3398,3506,4158,4432,4413,4529,5524,4008,3763
Deshler,Ohio,oh,1799,1831,1876,1870,1938,1824,1623,1570,1538,1514,1515,1628
Dexter City,Ohio,oh,129,166,161,173,178,197,170,191,209,212,235,278
Dillonvale,Ohio,oh,665,781,857,912,1095,1232,1407,1652,1434,1643,1519,0
Donnelsville,Ohio,oh,304,293,276,219,278,273,285,254,210,166,202,200
Dover,Ohio,oh,12826,12210,11329,11782,11516,11300,9852,9691,9716,8101,6621,5422
Doylestown,Ohio,oh,3051,2799,2668,2493,2373,1873,1358,1259,1150,1037,877,1057
Dresden,Ohio,oh,1529,1423,1581,1646,1516,1338,1310,1350,1362,1434,1549,1600
Dublin,Ohio,oh,41751,31392,16366,3855,681,552,289,237,224,211,239,275
Dunkirk,Ohio,oh,875,952,869,954,1036,1006,972,922,905,894,1109,1222
Dupont,Ohio,oh,318,268,279,308,302,239,225,217,206,270,334,370
East Canton,Ohio,oh,1591,1629,1742,1721,1631,1521,1001,919,962,574,448,558
East Cleveland,Ohio,oh,17843,27217,33096,36957,39600,37991,40047,39495,39667,27292,9179,2757
East Liverpool,Ohio,oh,11195,13089,13654,16687,20020,22306,24217,23555,23329,21411,20387,16485
East Palestine,Ohio,oh,4721,4917,5168,5306,5604,5232,5195,5123,5215,5750,3537,2493
East Sparta,Ohio,oh,819,806,771,868,959,961,811,690,0,0,0,0
Eastlake,Ohio,oh,18577,20255,21161,22104,19690,12467,7486,0,0,0,0,0
Eaton,Ohio,oh,8407,8133,7396,6839,6020,5034,4242,3552,3347,3210,3187,3155
Edgerton,Ohio,oh,2012,2117,1896,1813,2126,1566,1246,1082,989,987,1072,1043
Edison,Ohio,oh,437,437,488,504,569,559,471,419,380,386,387,347
Edon,Ohio,oh,834,898,880,947,803,757,645,635,581,610,678,740
Eldorado,Ohio,oh,509,543,549,509,483,449,364,311,292,322,321,358
Elgin,Ohio,oh,57,50,71,96,89,80,126,116,112,115,129,208
Elida,Ohio,oh,1905,1917,1486,1349,1211,1215,607,551,542,509,447,440
Elmore,Ohio,oh,1410,1426,1334,1271,1316,1302,1215,1103,1107,937,937,1025
Elmwood Place,Ohio,oh,2188,2681,2937,2840,3525,3813,4113,4248,4562,3991,3423,2532
Elyria,Ohio,oh,54533,55953,56746,57538,53427,43782,30307,25120,25633,20474,14825,8791
Empire,Ohio,oh,299,300,364,484,491,551,610,618,703,491,509,509
Englewood,Ohio,oh,13465,12235,11432,11329,7885,1515,678,531,415,351,0,0
Enon,Ohio,oh,2415,2638,2605,2597,1929,1227,462,281,280,241,249,295
Euclid,Ohio,oh,48920,52717,54875,59999,71552,62998,41396,17866,12751,3363,1953,0
Evendale,Ohio,oh,2767,3090,3175,1954,1967,773,0,0,0,0,0,0
Fairborn,Ohio,oh,32352,32052,31300,29702,32267,19453,7847,0,0,0,0,0
Fairfax,Ohio,oh,1699,1938,2029,2222,2705,2430,0,0,0,0,0,0
Fairfield,Ohio,oh,42510,42097,39729,30777,14680,9734,0,0,0,0,0,0
Fairlawn,Ohio,oh,7437,7307,5779,6100,6102,0,0,0,0,0,0,0
Fairport Harbor,Ohio,oh,3109,3180,2978,3357,3665,4267,4519,4528,4972,4211,2263,2073
Fairview Park,Ohio,oh,16826,17572,18028,19311,21699,14624,9311,4700,3689,642,0,0
Fairview,Ohio,oh,83,81,79,125,110,166,192,206,217,231,346,291
Farmersville,Ohio,oh,1009,980,932,950,865,797,587,464,446,479,437,440
Fayette,Ohio,oh,1283,1340,1248,1222,1175,1090,1003,912,347,936,915,886
Fayetteville,Ohio,oh,330,372,393,478,415,389,401,394,330,349,370,323
Felicity,Ohio,oh,818,922,856,929,786,878,716,641,580,606,578,695
Findlay,Ohio,oh,41202,38967,35703,35594,35800,30344,23845,20228,19363,17021,14858,17613
Fletcher,Ohio,oh,473,510,545,498,539,569,515,436,407,369,376,375
Florida,Ohio,oh,232,246,304,294,285,290,227,216,173,159,234,276
Flushing,Ohio,oh,879,900,1042,1266,1207,1189,1158,1217,1119,1026,868,653
Forest Park,Ohio,oh,18720,19463,18609,18566,15139,0,0,0,0,0,0,0
Forest,Ohio,oh,1461,1488,1594,1633,1535,1314,1114,1083,1103,1143,1285,1155
Fort Jennings,Ohio,oh,485,432,436,538,533,436,330,326,318,275,336,322
Fort Loramie,Ohio,oh,1478,1344,1042,977,744,687,508,507,427,472,489,444
Fort Recovery,Ohio,oh,1430,1273,1313,1370,1348,1336,1231,1123,1118,1092,1193,1097
Fostoria,Ohio,oh,13441,13931,14983,15743,16037,15732,14351,13453,12790,9987,9597,7730
Frankfort,Ohio,oh,1064,1011,1065,1008,949,871,869,839,764,776,734,717
Franklin,Ohio,oh,11771,11396,11026,10711,10075,7917,5388,4511,4491,3071,2659,2724
Frazeysburg,Ohio,oh,1326,1201,1165,1025,941,842,689,640,679,667,614,730
Fredericksburg,Ohio,oh,423,487,502,511,601,565,517,485,483,480,507,511
Fredericktown,Ohio,oh,2493,2428,2443,2299,1935,1531,1467,1297,1257,1194,1021,890
Freeport,Ohio,oh,369,398,475,525,490,503,566,562,578,626,624,690
Fremont,Ohio,oh,16734,17375,17648,17834,18490,18767,16537,14710,13422,12468,9939,8439
Fulton,Ohio,oh,258,264,325,378,377,292,269,0,0,0,0,0
Fultonham,Ohio,oh,176,151,178,281,228,213,232,240,165,168,210,245
Gahanna,Ohio,oh,33248,32636,27791,18001,12400,2717,596,425,417,347,294,276
Galena,Ohio,oh,653,305,361,358,361,411,424,355,376,0,0,0
Galion,Ohio,oh,10512,11341,11859,12391,13123,12650,9952,8685,7674,7374,7214,7282
Gallipolis,Ohio,oh,3641,4180,4831,5576,7490,8775,7871,7832,7106,6070,5560,5432
Gambier,Ohio,oh,2391,1871,2073,2056,1571,1148,1037,470,498,433,537,751
Gann,Ohio,oh,125,143,179,173,172,191,177,187,277,342,341,250
Garfield Heights,Ohio,oh,28849,30734,31739,34938,41417,38455,21662,16989,15989,2550,0,0
Garrettsville,Ohio,oh,2325,2262,2014,1769,1718,1662,1504,1264,1179,1119,1001,1145
Gates Mills,Ohio,oh,2270,2493,2508,2236,2378,1588,1056,906,581,0,0,0
Geneva,Ohio,oh,6215,6595,6597,6655,6449,5677,4718,4171,3791,3081,2496,2342
Geneva-on-the-Lake,Ohio,oh,1288,1545,1626,1634,877,631,388,172,102,0,0,0
Genoa,Ohio,oh,2336,2230,2262,2213,2139,1957,1723,1455,1437,971,817,824
Georgetown,Ohio,oh,4331,3691,3627,3467,3087,2674,2200,1848,1531,1670,1580,1529
Germantown,Ohio,oh,5547,4884,4916,5015,4088,3399,2478,2095,2029,1827,1778,1702
Gettysburg,Ohio,oh,513,558,539,545,526,443,451,440,418,375,320,246
Gibsonburg,Ohio,oh,2581,2506,2579,2479,2585,2540,2281,2169,2129,1737,1864,1791
Gilboa,Ohio,oh,184,170,208,220,212,207,181,209,201,235,345,346
Girard,Ohio,oh,9958,10902,11304,12517,14119,12997,10113,9805,9859,6556,3736,2630
Glandorf,Ohio,oh,1001,919,829,746,732,747,479,483,455,499,558,749
Glendale,Ohio,oh,2155,2188,2445,2368,2690,2823,2402,2359,2300,1759,1741,1545
Glenford,Ohio,oh,173,198,208,173,177,190,180,231,180,0,0,0
Glenmont,Ohio,oh,272,283,233,270,266,283,242,281,279,287,269,209
Glenwillow,Ohio,oh,923,449,455,492,508,359,257,218,215,200,0,0
Gloria Glens Park,Ohio,oh,425,538,446,435,332,234,98,6,0,0,0,0
Glouster,Ohio,oh,1791,1972,2001,2211,2121,2255,2327,2847,2903,3140,2527,2155
Gnadenhutten,Ohio,oh,1288,1280,1226,1320,1466,1257,895,876,870,530,560,547
Golf Manor,Ohio,oh,3611,3999,4154,4317,5170,4648,3603,0,0,0,0,0
Gordon,Ohio,oh,212,190,206,230,232,265,197,178,137,153,181,177
Grafton,Ohio,oh,6636,2302,3344,2231,1771,1683,1194,971,935,900,955,1098
Grand Rapids,Ohio,oh,965,1002,955,962,976,670,657,614,589,517,574,549
Grand River,Ohio,oh,399,345,297,412,613,477,448,305,314,248,203,332
Grandview Heights,Ohio,oh,6536,6695,7010,7420,8460,8270,7659,6960,6358,1185,489,0
Granville,Ohio,oh,5646,3167,4353,3851,3963,2868,2653,1502,1407,1440,1394,1425
Gratiot,Ohio,oh,221,187,195,227,232,222,187,0,0,0,0,0
Gratis,Ohio,oh,881,934,998,809,621,586,575,435,365,372,410,375
Graysville,Ohio,oh,76,113,89,112,97,127,138,170,192,187,166,174
Green Camp,Ohio,oh,374,342,393,475,537,492,388,327,362,278,308,369
Green,Ohio,oh,25699,22817,3553,0,0,0,0,0,0,0,0,0
Green Springs,Ohio,oh,1368,1247,1446,1568,1279,1262,1082,930,750,830,833,816
Greenfield,Ohio,oh,4639,4906,5172,5150,4780,5422,4862,4228,3871,4344,4228,3979
Greenhills,Ohio,oh,3615,4103,4393,4927,6092,5407,3005,2677,0,0,0,0
Greenville,Ohio,oh,13227,13294,12863,12999,12380,10585,8859,7745,7036,7104,6237,5501
Greenwich,Ohio,oh,1476,1525,1442,1458,1473,1371,1204,996,956,827,876,849
Grove City,Ohio,oh,35575,27075,19661,16816,13911,8107,2339,1787,1546,905,837,656
Groveport,Ohio,oh,5363,3865,2948,3286,2490,2043,1165,1052,946,671,643,519
Grover Hill,Ohio,oh,402,412,518,486,536,547,463,478,414,530,676,655
Hamden,Ohio,oh,879,871,877,1010,953,1035,951,924,883,837,1019,838
Hamersville,Ohio,oh,546,515,586,688,567,524,380,349,267,235,276,242
Hamilton,Ohio,oh,62477,60690,61368,63189,67865,72354,57951,50592,52176,39675,35279,23914
Hamler,Ohio,oh,576,650,623,625,681,588,490,475,535,560,596,574
Hanging Rock,Ohio,oh,221,279,306,353,278,352,465,481,550,591,662,665
Hanover,Ohio,oh,921,885,803,926,626,267,308,325,355,321,331,314
Hanoverton,Ohio,oh,408,387,434,490,483,442,344,292,287,266,317,399
Harbor View,Ohio,oh,123,99,122,164,238,273,392,361,292,0,0,0
Harpster,Ohio,oh,204,203,233,239,291,302,236,203,239,240,239,0
Harrisburg,Ohio,oh,320,332,340,363,556,359,344,294,276,258,286,247
Harrison,Ohio,oh,9897,7487,7518,5855,4408,3878,1943,1656,1449,1309,1368,1456
Harrisville,Ohio,oh,235,259,308,324,345,343,420,442,380,356,364,256
Harrod,Ohio,oh,417,491,537,506,533,563,482,422,421,389,474,370
Hartford,Ohio,oh,397,412,418,444,455,397,356,353,354,400,410,414
Hartville,Ohio,oh,2944,2174,2031,1772,1752,1353,0,0,0,0,0,0
Harveysburg,Ohio,oh,546,563,437,425,486,514,477,354,361,355,359,435
Haskins,Ohio,oh,1188,638,549,568,549,521,469,447,466,427,391,449
Haviland,Ohio,oh,215,180,210,219,231,235,235,210,202,270,233,186
Hayesville,Ohio,oh,448,348,457,518,506,435,381,363,382,247,338,332
Heath,Ohio,oh,10310,8527,7231,6969,6768,2426,0,0,0,0,0,0
Hebron,Ohio,oh,2336,2034,2076,2035,1699,1260,864,723,757,683,677,455
Helena,Ohio,oh,224,236,267,307,298,281,314,268,238,209,305,0
Hemlock,Ohio,oh,155,142,203,197,199,227,253,353,282,497,452,581
Hicksville,Ohio,oh,3581,3649,3664,3929,3461,3116,2629,2549,2445,2378,2395,2520
Higginsport,Ohio,oh,251,291,298,343,383,412,385,373,374,353,417,650
Highland Heights,Ohio,oh,8345,8082,6249,5739,5926,2929,762,356,281,0,0,0
Highland Hills,Ohio,oh,1130,1618,0,0,0,0,0,0,0,0,0,0
Highland,Ohio,oh,254,283,275,284,243,265,280,262,231,235,272,265
Hilliard,Ohio,oh,28435,24230,11796,8131,8369,5633,610,583,465,451,370,376
Hills and Dales,Ohio,oh,221,260,297,281,280,320,125,98,84,0,0,0
Hillsboro,Ohio,oh,6605,6368,6235,6356,5584,5474,5126,4713,4040,4356,4296,4535
Hiram,Ohio,oh,1406,1242,1330,1360,1484,1011,986,389,441,453,422,659
Holgate,Ohio,oh,1109,1194,1290,1315,1541,1374,1092,1050,951,1039,1095,1237
Holiday City,Ohio,oh,52,49,0,0,0,0,0,0,0,0,0,0
Holland,Ohio,oh,1764,1306,1210,1048,1108,924,714,607,503,0,0,0
Hollansburg,Ohio,oh,227,214,300,339,364,311,295,280,261,262,287,275
Holloway,Ohio,oh,338,345,354,459,488,541,654,733,772,974,786,0
Holmesville,Ohio,oh,372,386,419,436,412,422,392,375,342,359,320,304
Hopedale,Ohio,oh,950,984,685,857,916,932,888,901,742,561,391,365
Hoytville,Ohio,oh,303,296,301,315,403,334,340,361,341,367,404,431
Hubbard,Ohio,oh,7874,8284,8248,9245,8583,7137,4560,4189,4080,3320,1699,1230
Huber Heights,Ohio,oh,38101,38212,38696,35480,0,0,0,0,0,0,0,0
Hudson,Ohio,oh,22262,22439,5159,4615,3933,2438,1538,1417,1324,1134,1021,983
Hunting Valley,Ohio,oh,705,735,799,786,797,629,477,374,401,0,0,0
Huntsville,Ohio,oh,431,454,343,489,475,511,408,353,398,339,328,408
Huron,Ohio,oh,7149,7958,7030,7123,6896,5197,2515,1827,1699,1703,1756,1708
Independence,Ohio,oh,7133,7109,6500,6607,7034,6868,3105,1815,1525,1074,0,0
Irondale,Ohio,oh,387,418,382,535,602,705,775,0,0,0,0,0
Ironton,Ohio,oh,11129,11211,12751,14290,15030,15745,16333,15851,16621,14007,13147,11868
Ithaca,Ohio,oh,136,102,119,130,161,153,146,142,76,82,100,113
Jackson Center,Ohio,oh,1462,1369,1398,1310,1119,980,698,566,526,573,685,644
Jackson,Ohio,oh,6397,6184,6144,6675,6843,6980,6504,6295,5922,5842,5468,4672
Jacksonburg,Ohio,oh,63,67,50,58,92,100,114,67,58,44,55,77
Jacksonville,Ohio,oh,481,544,544,651,545,580,657,812,880,1046,1285,1047
Jamestown,Ohio,oh,1993,1917,1794,1702,1790,1730,1345,1079,944,1039,1133,1205
Jefferson,Ohio,oh,3120,3572,3331,2952,2472,2116,1844,1676,1691,1532,1461,1319
Jeffersonville,Ohio,oh,1203,1288,1281,1252,1031,897,865,785,656,700,716,790
Jenera,Ohio,oh,221,235,285,302,282,272,316,262,261,269,259,237
Jeromesville,Ohio,oh,562,478,582,582,559,540,513,474,403,408,314,308
Jerry City,Ohio,oh,427,453,517,512,470,386,360,335,292,266,458,555
Jerusalem,Ohio,oh,161,152,144,237,205,317,175,186,168,241,242,245
Jewett,Ohio,oh,692,784,778,972,901,925,1019,1031,876,852,917,743
Johnstown,Ohio,oh,4632,3440,3237,3158,3208,2881,1220,1064,1006,906,805,638
Junction City,Ohio,oh,819,818,770,754,732,763,805,813,860,890,811,443
Kalida,Ohio,oh,1542,1031,947,1019,900,705,533,521,431,583,770,622
Kelleys Island,Ohio,oh,312,367,172,121,175,171,324,564,638,708,1017,1174
Kent,Ohio,oh,28904,27906,28835,26164,28183,17836,12418,8581,8375,7070,4488,4541
Kenton,Ohio,oh,8262,8336,8356,8605,8315,8747,8475,7593,7069,7690,7185,6852
Kettering,Ohio,oh,56163,57502,60569,61186,71864,54462,0,0,0,0,0,0
Kettlersville,Ohio,oh,179,175,194,199,252,209,172,131,135,140,149,145
Killbuck,Ohio,oh,817,839,809,937,893,865,767,716,703,575,400,370
Kingston,Ohio,oh,1032,1032,1153,1208,1157,1066,958,864,857,800,813,735
Kipton,Ohio,oh,243,265,283,352,353,353,0,0,0,0,0,0
Kirby,Ohio,oh,118,132,155,158,178,166,164,137,128,196,136,187
Kirkersville,Ohio,oh,525,520,563,626,578,417,299,264,279,266,297,0
Kirtland,Ohio,oh,6866,6670,5881,5969,5530,0,0,0,0,0,0,0
Kirtland Hills,Ohio,oh,646,597,628,506,452,292,235,237,206,0,0,0
La Rue,Ohio,oh,747,775,802,861,867,842,793,714,698,795,772,997
Lafayette,Ohio,oh,445,304,449,488,486,476,444,411,382,383,418,316
LaGrange,Ohio,oh,2103,1815,1199,1258,1074,1007,712,546,498,500,467,528
Lakeline,Ohio,oh,226,165,210,258,223,269,183,77,75,0,0,0
Lakemore,Ohio,oh,3068,2561,2684,2744,2708,2765,2463,1832,1670,0,0,0
Lakeview,Ohio,oh,1072,1074,1056,1089,1026,1008,966,726,586,549,528,553
Lakewood,Ohio,oh,52131,56646,59718,61963,70173,66154,68071,69160,70509,41732,15181,3355
Lancaster,Ohio,oh,38780,35335,34507,34953,32911,29916,24180,21940,18716,14706,13093,8991
Latty,Ohio,oh,193,200,205,261,269,286,272,293,274,294,339,444
Laura,Ohio,oh,474,487,483,501,464,526,380,317,271,243,302,378
Laurelville,Ohio,oh,527,533,605,591,624,539,482,491,449,425,457,450
Lebanon,Ohio,oh,20033,16962,10453,9636,7934,5993,4618,3890,3222,3396,2698,2867
Leesburg,Ohio,oh,1314,1253,1063,1019,984,932,841,839,830,849,828,783
Leesville,Ohio,oh,158,184,156,233,221,287,297,212,196,198,194,209
Leetonia,Ohio,oh,1959,2043,2070,2121,2342,2543,2565,2259,2332,2688,2665,2744
Leipsic,Ohio,oh,2093,2236,2203,2171,2072,1802,1706,1525,1571,1788,1773,1726
Lewisburg,Ohio,oh,1820,1798,1584,1450,1553,1415,1230,1126,936,1103,672,560
Lewisville,Ohio,oh,176,233,261,285,294,193,217,252,231,230,291,170
Lexington,Ohio,oh,4822,4165,4124,3823,2972,1311,739,713,614,634,654,448
Liberty Center,Ohio,oh,1180,1109,1084,1111,1007,867,816,787,748,635,647,606
Lima,Ohio,oh,38771,40081,45549,47827,53734,51037,50246,44711,42287,41326,30508,21723
Limaville,Ohio,oh,151,193,152,164,303,226,209,209,195,183,136,156
Lincoln Heights,Ohio,oh,3286,4113,4805,5259,6099,7798,5531,0,0,0,0,0
Lindsey,Ohio,oh,446,504,529,571,652,581,512,451,446,456,501,614
Linndale,Ohio,oh,179,117,159,129,169,381,399,445,400,490,512,0
Lisbon,Ohio,oh,2821,2788,3037,3159,3521,3579,3293,3379,3405,3112,3084,3330
Lithopolis,Ohio,oh,1106,600,563,652,705,411,350,288,298,283,331,358
Lockbourne,Ohio,oh,237,280,173,373,420,460,376,372,299,279,307,0
Lockington,Ohio,oh,141,208,214,203,242,263,245,192,174,181,166,210
Lockland,Ohio,oh,3449,3707,4357,4292,5288,5292,5736,5601,5703,4007,3439,2695
Lodi,Ohio,oh,2746,3061,3042,2942,2399,2213,1523,1304,1273,1240,1015,846
Logan,Ohio,oh,7152,6704,6725,6557,6269,6417,5972,6177,6080,5493,4850,3480
London,Ohio,oh,9904,8771,7807,6958,6481,6379,5222,4697,4141,4080,3530,3511
Lorain,Ohio,oh,64097,68652,71245,75416,78185,68932,51202,44125,44512,37295,28883,16028
Lordstown,Ohio,oh,3417,3633,3404,3280,0,0,0,0,0,0,0,0
Lore City,Ohio,oh,325,305,384,443,401,458,495,606,580,784,609,0
Loudonville,Ohio,oh,2641,2906,2915,2945,2865,2611,2523,2334,2068,1887,1804,1581
Louisville,Ohio,oh,9186,8904,8087,7996,6298,5116,3801,3379,3130,2008,1678,1374
Loveland,Ohio,oh,12081,11677,9990,9106,7126,5008,2149,1904,1954,1557,1421,1260
Lowell,Ohio,oh,549,628,617,729,852,783,638,528,545,516,569,381
Lowellville,Ohio,oh,1155,1281,1349,1558,1836,2055,2227,2359,2550,2214,1592,1137
Lower Salem,Ohio,oh,86,109,103,110,106,143,126,135,135,138,187,190
Lucas,Ohio,oh,615,620,730,753,771,719,573,484,369,337,272,306
Luckey,Ohio,oh,1012,998,848,895,996,946,764,0,0,0,0,0
Ludlow Falls,Ohio,oh,208,210,300,248,292,273,277,212,202,171,0,0
Lynchburg,Ohio,oh,1499,1350,1212,1205,1186,1022,972,833,792,898,923,907
Lyndhurst,Ohio,oh,14001,15279,15982,18092,19749,16805,7359,2391,1922,288,0,0
Lyons,Ohio,oh,562,559,579,596,630,590,511,464,390,329,408,0
Macedonia,Ohio,oh,11188,9224,7509,6571,6375,0,0,0,734,581,452,0
Macksburg,Ohio,oh,186,202,218,295,266,314,272,283,320,389,454,448
Madeira,Ohio,oh,8726,8923,9141,9341,6713,6744,2689,1384,1162,600,0,0
Madison,Ohio,oh,3184,2921,2477,2291,1678,1347,1127,979,927,893,863,768
Magnetic Springs,Ohio,oh,268,323,373,314,349,344,321,246,178,194,155,194
Magnolia,Ohio,oh,978,931,937,986,1064,1596,901,819,685,605,556,431
Maineville,Ohio,oh,975,885,359,307,333,343,312,278,304,269,245,288
Malinta,Ohio,oh,265,285,294,327,391,339,308,340,348,348,345,357
Malta,Ohio,oh,671,696,802,956,1017,983,968,938,932,885,971,845
Malvern,Ohio,oh,1189,1218,1112,1032,1256,1320,1277,1177,1100,979,753,709
Manchester,Ohio,oh,2023,2043,2223,2313,2195,2172,2281,2163,2009,1824,1966,2003
Mansfield,Ohio,oh,47821,49346,50627,53927,55047,47325,43564,37154,33525,27824,20768,17640
Mantua,Ohio,oh,1043,1046,1178,1041,1199,1194,1059,870,777,764,721,743
Maple Heights,Ohio,oh,23138,26156,27089,29735,34093,31667,15586,6728,5950,1732,0,0
Marble Cliff,Ohio,oh,573,646,633,630,715,622,437,331,318,216,88,0
Marblehead,Ohio,oh,903,762,745,679,726,858,867,915,1027,1048,1172,997
Marengo,Ohio,oh,342,297,393,329,330,321,275,275,225,267,283,242
Mariemont,Ohio,oh,3403,3408,3118,3295,4204,4120,3514,0,0,0,0,0
Marietta,Ohio,oh,14085,14515,15026,16467,16861,16847,16006,14543,14285,15140,12923,13348
Marion,Ohio,oh,36837,35318,34075,37040,38646,37079,33817,30817,31084,27891,18232,11862
Marseilles,Ohio,oh,112,124,130,164,155,171,156,149,148,179,225,251
Marshallville,Ohio,oh,756,826,758,788,693,611,458,373,324,295,294,357
Martins Ferry,Ohio,oh,6915,7226,7990,9331,10757,11919,13220,14729,14524,11634,9133,7760
Martinsburg,Ohio,oh,237,185,213,240,234,228,264,215,189,218,252,238
Martinsville,Ohio,oh,463,440,476,539,500,488,399,409,369,397,334,338
Marysville,Ohio,oh,22094,15942,9656,7414,5744,4952,4256,4037,3639,3635,3576,3048
Mason,Ohio,oh,30712,22016,11452,8692,5677,4727,1196,902,854,816,737,629
Massillon,Ohio,oh,32149,31325,31007,30557,32539,31236,29594,26644,26400,17428,13879,11944
Matamoras,Ohio,oh,896,957,1002,1172,940,925,781,793,781,896,711,817
Maumee,Ohio,oh,14286,15237,15561,15747,15937,12063,5548,4683,4588,3195,2307,0
Mayfield Heights,Ohio,oh,19155,19386,19847,21550,22139,13478,5807,2696,2612,0,0,0
Mayfield,Ohio,oh,3460,3435,3462,3577,3548,1977,805,448,344,0,0,0
McArthur,Ohio,oh,1701,1888,1541,1912,1543,1529,1466,1280,1188,1307,1107,941
McClure,Ohio,oh,725,761,781,694,699,651,506,467,435,433,547,650
McComb,Ohio,oh,1648,1676,1544,1608,1329,1176,1026,976,932,1012,1088,1195
McConnelsville,Ohio,oh,1784,1676,1804,2018,2107,2257,1941,1895,1754,1618,1831,1825
McDonald,Ohio,oh,3263,3481,3526,3744,3177,2727,1858,1529,1714,621,0,0
McGuffey,Ohio,oh,501,522,550,646,704,647,639,618,710,688,491,452
Mechanicsburg,Ohio,oh,1644,1744,1803,1792,1686,1810,1920,1653,1424,1470,1446,1617
Medina,Ohio,oh,26678,25139,19231,15268,10913,8235,5097,4359,4071,3430,2734,2232
Melrose,Ohio,oh,275,322,307,315,302,260,237,249,188,238,317,383
Mendon,Ohio,oh,662,697,717,749,672,663,614,547,502,571,621,599
Mentor,Ohio,oh,47159,50278,47358,42065,36912,4354,2383,1827,1589,851,732,624
Mentor-on-the-Lake,Ohio,oh,7443,8127,8271,7919,6517,3290,1413,538,230,0,0,0
Metamora,Ohio,oh,627,563,543,556,594,598,532,490,552,484,475,263
Meyers Lake,Ohio,oh,569,565,493,222,173,282,301,255,277,0,0,0
Miamisburg,Ohio,oh,20181,19489,17834,15304,14797,9893,6329,5544,5518,4383,4271,3941
Middle Point,Ohio,oh,576,593,639,709,543,571,583,586,574,670,607,604
Middleburg Heights,Ohio,oh,15946,15542,14702,16218,12367,7282,2299,1225,874,0,0,0
Middlefield,Ohio,oh,2694,2233,1898,1997,1726,1467,1141,932,726,706,640,0
Middleport,Ohio,oh,2530,2525,2725,2971,2784,3373,3446,3356,3505,3772,3194,2799
