geoid,name,st,cty_fips,cz,pop2010,rucc,cbsa,csa,metro_type,msp,msp_yr,msp_accr,msp_affl,jobs_02,jobs_03,jobs_04,jobs_05,jobs_06,jobs_07,jobs_08,jobs_09,jobs_10,jobs_11,jobs_12,jobs_13,jobs_14,jobs_15
2612060,Burton,Michigan,26049,53,29999,2,22420,220,Metropolitan Statistical Area,0,0,0,0,9250,9230,9612,9157,8708,8867,8382,7974,7938,8541,9937,9878,10268,10118
2613600,Carson City,Michigan,26117,249,1093,2,24340,266,Metropolitan Statistical Area,0,0,0,0,1048,975,1080,1057,1040,1111,604,637,1100,430,1191,1198,1090,1067
2613900,Cassopolis,Michigan,26027,408,1774,2,43780,515,Metropolitan Statistical Area,0,0,0,0,720,495,590,649,744,1297,1337,1230,752,896,970,943,953,1100
2614200,Cedar Springs,Michigan,26081,249,3509,2,24340,266,Metropolitan Statistical Area,0,0,0,0,1611,1883,1297,1891,1797,2008,1878,1722,1720,1684,1799,1892,1812,1770
2614820,Charlotte,Michigan,26045,53,9074,2,29620,330,Metropolitan Statistical Area,1,2017,0,1,5522,5635,5165,5686,5411,6199,6164,5086,4761,5313,4710,5068,5259,4824
2615020,Chelsea,Michigan,26161,513,4944,2,11460,220,Metropolitan Statistical Area,0,0,0,0,5984,6157,6103,6337,6242,6084,6128,5372,5169,5058,4969,5410,5348,5393
2616620,Clio,Michigan,26049,53,2646,2,22420,220,Metropolitan Statistical Area,0,0,0,0,2184,1977,1994,1947,1914,1712,1765,1753,1787,1601,805,561,433,727
2618020,Coopersville,Michigan,26139,249,4275,2,24340,266,Metropolitan Statistical Area,0,0,0,0,2994,3007,2918,2411,2978,2477,2509,2390,2147,2104,2028,2078,2245,2347
2619880,Davison,Michigan,26049,53,5173,2,22420,220,Metropolitan Statistical Area,0,0,0,0,2617,2762,2791,2943,2823,2572,2439,2249,2306,2575,2269,2290,2242,2344
2621040,Decatur,Michigan,26159,284,1819,2,28020,310,Metropolitan Statistical Area,0,0,0,0,408,411,660,654,627,578,555,483,507,517,525,639,619,436
2622160,Dexter,Michigan,26161,513,4067,2,11460,220,Metropolitan Statistical Area,0,0,0,0,2301,2405,2407,2432,2316,2716,2650,2627,2689,2804,3163,3231,3358,3439
2622880,Dowagiac,Michigan,26027,408,5879,2,43780,515,Metropolitan Statistical Area,0,0,0,0,3558,3094,3131,3378,3235,2976,2069,1586,1873,2368,2281,2154,2201,2019
2623980,East Grand Rapids,Michigan,26081,249,10694,2,24340,266,Metropolitan Statistical Area,0,0,0,0,3945,3437,3633,3110,3616,3589,3210,2870,3048,3185,2148,2194,2067,2225
2624120,East Lansing,Michigan,26065,53,48579,2,29620,330,Metropolitan Statistical Area,0,0,0,0,28462,27783,25559,24584,25892,25922,26456,26224,25990,26667,26886,26737,27886,28309
2624540,Eaton Rapids,Michigan,26045,53,5214,2,29620,330,Metropolitan Statistical Area,0,0,0,0,2604,2486,2434,2444,2438,2283,1314,1850,1588,2008,1894,1928,1731,1775
2627760,Fenton,Michigan,26049,53,11756,2,22420,220,Metropolitan Statistical Area,0,0,0,0,7593,7574,7755,8109,8364,8077,7606,5652,5482,6366,6287,6449,5971,6644
2629200,Flushing,Michigan,26049,53,8389,2,22420,220,Metropolitan Statistical Area,0,0,0,0,3056,3150,3161,3206,3285,2653,2557,2885,2622,2407,1894,1987,1795,1757
2631260,Galesburg,Michigan,26077,284,2009,2,28020,310,Metropolitan Statistical Area,0,0,0,0,366,360,360,335,349,595,561,407,439,282,402,424,481,419
2633280,Grand Blanc,Michigan,26049,53,8276,2,22420,220,Metropolitan Statistical Area,0,0,0,0,11286,11834,10351,8419,7682,10729,9432,10024,8620,8945,4406,4568,4573,4424
2633340,Grand Haven,Michigan,26139,249,10412,2,24340,266,Metropolitan Statistical Area,1,2005,1,0,11052,10225,10210,11025,11174,10795,10234,8082,11225,10483,10641,10933,10627,10862
2633420,Grand Ledge,Michigan,26045,53,7786,2,29620,330,Metropolitan Statistical Area,0,0,0,0,2453,2435,2778,3091,2808,2876,2731,3017,2939,2628,2150,2728,2806,2027
2634160,Grandville,Michigan,26081,249,15378,2,24340,266,Metropolitan Statistical Area,0,0,0,0,13798,13239,13285,14597,15257,14376,14056,13424,13655,13232,14329,14811,15867,16172
2635100,Greenville,Michigan,26117,249,8481,2,24340,266,Metropolitan Statistical Area,0,0,0,0,6233,5900,6381,5454,5064,5733,5160,5350,5770,5964,5883,6073,5899,6024
2636960,Hartford,Michigan,26159,284,2688,2,28020,310,Metropolitan Statistical Area,0,0,0,0,797,841,895,869,904,353,358,291,802,766,615,576,607,545
2637120,Hastings,Michigan,26015,249,7350,2,24340,266,Metropolitan Statistical Area,0,0,0,0,5765,5658,5697,5549,5659,5459,5229,5108,4258,5120,4830,4772,4763,4794
2638640,Holland,Michigan,26139,249,33051,2,24340,266,Metropolitan Statistical Area,0,0,0,0,33766,35553,35840,34898,33516,31818,30765,26272,25597,26877,26623,27195,28047,28408
2642160,Kalamazoo,Michigan,26077,284,74262,2,28020,310,Metropolitan Statistical Area,0,0,0,0,62226,60319,56299,57951,55936,56713,53314,52399,54160,51509,47430,48015,46955,48044
2646500,Lawton,Michigan,26159,284,1900,2,28020,310,Metropolitan Statistical Area,0,0,0,0,1171,919,1088,1099,709,939,948,959,1488,728,854,792,864,850
2647180,Leslie,Michigan,26065,53,1851,2,29620,330,Metropolitan Statistical Area,0,0,0,0,540,468,509,469,461,340,250,282,295,326,487,489,433,545
2649540,Lowell,Michigan,26081,249,3783,2,24340,266,Metropolitan Statistical Area,0,0,0,0,2798,2519,2726,2550,2401,2221,2132,2204,2441,2250,1935,2056,2191,2230
2650660,Manchester,Michigan,26161,513,2091,2,11460,220,Metropolitan Statistical Area,0,0,0,0,552,558,409,564,593,440,391,586,685,728,506,516,529,563
2652180,Mason,Michigan,26065,53,8252,2,29620,330,Metropolitan Statistical Area,0,0,0,0,5131,5024,4881,4669,4668,5240,5094,5419,5198,5301,4294,4516,4386,4525
2653920,Milan,Michigan,26161,513,5836,2,11460,220,Metropolitan Statistical Area,1,2016,0,1,3058,2958,2905,2585,2585,1701,1665,1987,2701,2576,1838,1848,1733,2212
2655960,Mount Morris,Michigan,26049,53,3086,2,22420,220,Metropolitan Statistical Area,0,0,0,0,1917,2018,1653,2202,2131,1825,1810,1647,1584,1546,1064,998,966,945
2656680,Nashville,Michigan,26015,249,1628,2,24340,266,Metropolitan Statistical Area,0,0,0,0,256,206,189,263,260,267,260,216,169,219,296,294,214,239
2661860,Ovid,Michigan,26037,53,1603,2,29620,330,Metropolitan Statistical Area,0,0,0,0,512,494,509,557,454,583,549,544,561,437,537,491,501,508
2662980,Paw Paw,Michigan,26159,284,3534,2,28020,310,Metropolitan Statistical Area,0,0,0,0,2257,2289,2146,3141,3052,2875,2765,2614,2512,2709,2458,2274,2130,2118
2665560,Portage,Michigan,26077,284,46292,2,28020,310,Metropolitan Statistical Area,0,0,0,0,29012,29357,29772,29691,30073,26790,29037,27142,24830,25393,27198,24564,27734,28819
2669080,Rockford,Michigan,26081,249,5719,2,24340,266,Metropolitan Statistical Area,0,0,0,0,4652,4096,4209,4376,4454,3036,3211,2956,3964,4167,4255,4472,4412,4665
2670940,St. Johns,Michigan,26037,53,7865,2,29620,330,Metropolitan Statistical Area,0,0,0,0,5086,5026,5459,5398,5152,4724,4331,4394,4662,4833,3806,4173,3973,4070
2671140,Saline,Michigan,26161,513,8810,2,11460,220,Metropolitan Statistical Area,1,2011,1,0,5280,5170,5476,5372,5052,4420,4143,4291,4513,6819,4999,6387,6243,7789
2674980,South Haven,Michigan,26159,284,4403,2,28020,310,Metropolitan Statistical Area,0,0,0,0,3398,3552,3543,3618,3572,3263,3303,3122,2989,3304,3479,3251,3355,3495
2675420,Sparta,Michigan,26081,249,4140,2,24340,266,Metropolitan Statistical Area,0,0,0,0,3137,2794,2931,2772,2444,1507,1482,1365,2559,2704,2254,2243,2394,2542
2675820,Spring Lake,Michigan,26139,249,2323,2,24340,266,Metropolitan Statistical Area,0,0,0,0,1023,1001,1046,1021,1120,998,964,1155,1070,1154,1203,1296,1293,1290
2682300,Vicksburg,Michigan,26077,284,2906,2,28020,310,Metropolitan Statistical Area,0,0,0,0,1063,1223,1272,1230,1244,1208,1048,1159,1151,1045,898,938,988,949
2687420,Williamston,Michigan,26065,53,3854,2,29620,330,Metropolitan Statistical Area,0,0,0,0,2889,2335,2759,2870,2638,2518,2382,1151,1885,2072,2452,2584,2335,2622
2689140,Ypsilanti,Michigan,26161,513,19435,2,11460,220,Metropolitan Statistical Area,0,0,0,0,13129,11997,11961,12116,10893,7413,7283,7205,7028,7353,7356,7435,7928,7068
2689260,Zeeland,Michigan,26139,249,5504,2,24340,266,Metropolitan Statistical Area,0,0,0,0,8503,8503,9031,9482,9584,10602,10330,8285,8703,10271,11639,11544,12948,12742
2702872,Aurora,Minnesota,27137,179,1682,2,20260,0,Metropolitan Statistical Area,0,0,0,0,300,376,353,405,418,280,403,429,405,550,604,649,571,555
2706148,Biwabik,Minnesota,27137,179,969,2,20260,0,Metropolitan Statistical Area,0,0,0,0,325,344,356,342,483,420,526,494,308,501,346,343,467,411
2708524,Buhl,Minnesota,27137,179,1000,2,20260,0,Metropolitan Statistical Area,0,0,0,0,324,344,280,269,190,195,199,1494,248,271,145,141,292,308
2711386,Chisholm,Minnesota,27137,179,4976,2,20260,0,Metropolitan Statistical Area,0,0,0,0,1649,1616,1612,1500,1588,1652,1711,1709,1682,1791,1661,1655,1592,1716
2712160,Cloquet,Minnesota,27017,179,12124,2,20260,0,Metropolitan Statistical Area,0,0,0,0,7118,7616,7478,6614,6705,6786,5991,7088,6961,7368,7310,7717,8028,7708
2719142,Ely,Minnesota,27137,179,3460,2,20260,0,Metropolitan Statistical Area,0,0,0,0,1572,1392,1457,1367,1497,1436,1603,1542,1501,1685,1554,1635,1692,1662
2719934,Eveleth,Minnesota,27137,179,3718,2,20260,0,Metropolitan Statistical Area,0,0,0,0,1179,1241,1243,1326,1718,1258,1319,1274,1273,1250,1281,1350,1336,1405
2723714,Gilbert,Minnesota,27137,179,1799,2,20260,0,Metropolitan Statistical Area,0,0,0,0,214,232,250,152,167,270,298,173,138,150,261,216,241,234
2728790,Hibbing,Minnesota,27137,179,16361,2,20260,0,Metropolitan Statistical Area,0,0,0,0,7879,6422,6399,7437,8008,8469,7572,7511,8314,8958,7565,8049,7931,8229
2743954,Moose Lake,Minnesota,27017,179,2751,2,20260,0,Metropolitan Statistical Area,0,0,0,0,1769,1304,1482,1495,1400,1415,1417,1409,1395,1979,2003,2073,2026,2045
2744548,Mountain Iron,Minnesota,27137,179,2869,2,20260,0,Metropolitan Statistical Area,0,0,0,0,2664,2552,2620,2237,2241,835,864,824,832,1003,2685,2734,2910,3341
2752630,Proctor,Minnesota,27137,179,3057,2,20260,0,Metropolitan Statistical Area,0,0,0,0,829,898,904,842,1015,774,821,841,906,1147,937,923,911,1079
2767288,Virginia,Minnesota,27137,179,8712,2,20260,0,Metropolitan Statistical Area,0,0,0,0,5866,6447,6260,6387,7007,6852,6895,6934,7010,7029,7194,7120,6960,6447
3701720,Archdale,North Carolina,37151,248,11415,2,24660,268,Metropolitan Statistical Area,0,0,0,0,4932,4651,4894,5415,5386,4204,4606,4149,3908,4534,5233,5157,5316,5373
3702080,Asheboro,North Carolina,37151,248,25012,2,24660,268,Metropolitan Statistical Area,0,0,0,0,22193,21321,22782,23431,23849,20380,23434,21286,19996,20026,20452,20818,20399,20807
3706140,Black Mountain,North Carolina,37021,91,7848,2,11700,120,Metropolitan Statistical Area,0,0,0,0,3052,2885,2970,3320,3479,3842,3895,3726,3800,3927,4071,4290,4184,2973
3708960,Burgaw,North Carolina,37141,110,3872,2,48900,0,Metropolitan Statistical Area,1,2007,0,1,2569,2374,2532,2365,2483,2260,2518,2342,2391,2759,3005,3055,3224,3260
3710240,Canton,North Carolina,37087,91,4227,2,11700,120,Metropolitan Statistical Area,0,0,0,0,2976,3006,2650,3140,3157,3002,2757,2613,2386,2743,3155,2995,3017,2971
3710620,Carrboro,North Carolina,37135,87,19582,2,20500,450,Metropolitan Statistical Area,0,0,0,0,3591,3642,3425,3728,3438,3717,3513,3444,4686,5088,4387,4523,4587,4739
3711800,Chapel Hill,North Carolina,37135,87,57233,2,20500,450,Metropolitan Statistical Area,0,0,0,0,41392,42930,42778,44794,42742,47987,47712,47482,48515,48164,47072,47441,48539,48728
3714340,Conover,North Carolina,37035,246,8165,2,25860,280,Metropolitan Statistical Area,0,0,0,0,9769,9757,9970,9129,9222,7813,8726,7326,8140,8561,8408,9064,9109,9888
3725980,Gibsonville,North Carolina,37081,248,6410,2,24660,268,Metropolitan Statistical Area,0,0,0,0,556,572,547,538,586,553,578,585,520,649,692,937,692,707
3727420,Granite Falls,North Carolina,37027,246,4722,2,25860,280,Metropolitan Statistical Area,1,2008,0,1,2567,2410,2205,2332,2413,1551,3119,3044,3080,2602,2125,2076,1772,2148
3730720,Hendersonville,North Carolina,37089,91,13137,2,11700,120,Metropolitan Statistical Area,1,1986,1,0,12946,14370,13400,12287,13801,14165,13724,12785,12691,13609,13753,13775,13775,13431
3731060,Hickory,North Carolina,37035,246,40010,2,25860,280,Metropolitan Statistical Area,1,2006,1,0,48869,46241,46577,47071,47739,46723,44089,39695,37058,41341,43758,43709,43910,43939
3731620,Hillsborough,North Carolina,37135,87,6087,2,20500,450,Metropolitan Statistical Area,0,0,0,0,3697,3760,3707,4014,4218,3784,3448,3353,4124,4024,4359,4422,4795,5145
3734840,Jonesville,North Carolina,37197,112,2285,2,49180,268,Metropolitan Statistical Area,0,0,0,0,1326,1377,1590,1528,1423,1280,1409,1350,1493,1572,1812,1772,1735,1787
3735600,Kernersville,North Carolina,37067,112,23123,2,49180,268,Metropolitan Statistical Area,0,0,0,0,13385,13537,13397,13711,14489,14723,14459,12623,12741,13156,13122,13209,13778,15093
3737760,Lenoir,North Carolina,37027,246,18228,2,25860,280,Metropolitan Statistical Area,1,1984,1,0,22633,21189,20761,20011,18126,14031,15980,14411,13630,13965,13313,13453,13582,12036
3738060,Lexington,North Carolina,37057,248,18931,2,49180,268,Metropolitan Statistical Area,1,1993,1,0,15241,14563,13685,14217,14508,12591,12423,11818,11841,12276,13013,13030,12269,12690
3739280,Long View,North Carolina,37035,246,4871,2,25860,280,Metropolitan Statistical Area,0,0,0,0,2942,2725,2514,2408,2523,2873,3048,2866,3730,2451,3131,3133,3237,3286
3740560,Madison,North Carolina,37157,248,2246,2,24660,268,Metropolitan Statistical Area,0,0,0,0,4213,4485,3852,3972,3704,3209,2581,2281,2356,2279,2115,2298,2175,2120
3740660,Maiden,North Carolina,37035,246,3310,2,25860,280,Metropolitan Statistical Area,0,0,0,0,2944,2892,2813,2717,2166,2137,2063,1685,2119,1732,1888,2146,1971,2950
3741580,Marshall,North Carolina,37115,91,872,2,11700,120,Metropolitan Statistical Area,0,0,0,0,237,213,217,211,215,263,109,103,57,498,446,466,422,487
3742060,Mayodan,North Carolina,37157,248,2478,2,24660,268,Metropolitan Statistical Area,1,2013,0,1,1301,1176,1046,1039,1001,1096,697,726,829,945,561,620,783,1002
3743720,Mocksville,North Carolina,37059,112,5051,2,49180,268,Metropolitan Statistical Area,1,1991,1,0,6269,5846,4995,5510,5712,5497,5560,5060,4112,4791,5038,5479,5558,5857
3744400,Morganton,North Carolina,37023,246,16918,2,25860,280,Metropolitan Statistical Area,1,1982,1,0,18236,18081,18514,18643,18993,18692,17133,15953,15448,15140,15028,15777,16194,16000
3747000,Newton,North Carolina,37035,246,12968,2,25860,280,Metropolitan Statistical Area,1,1990,1,0,9960,9337,9594,9465,9765,10062,10095,9238,9184,9578,8798,8309,8234,8986
3754580,Raeford,North Carolina,37093,162,4611,2,22180,246,Metropolitan Statistical Area,0,0,0,0,2508,4470,4358,3634,4673,5122,5064,4754,5472,4134,5072,5105,5027,4445
3755040,Ramseur,North Carolina,37151,248,1692,2,24660,268,Metropolitan Statistical Area,0,0,0,0,1431,1659,1327,1364,908,1479,1210,1056,723,760,759,797,844,774
3755080,Randleman,North Carolina,37151,248,4113,2,24660,268,Metropolitan Statistical Area,0,0,0,0,3429,3131,3179,3341,3330,3385,3271,3404,2791,2548,2063,2018,2091,2049
3755900,Reidsville,North Carolina,37157,248,14520,2,24660,268,Metropolitan Statistical Area,1,1984,1,0,8103,7829,7926,7865,7875,7717,7697,7356,7137,6929,7896,8042,8634,7809
3758160,Roxboro,North Carolina,37145,87,8362,2,20500,450,Metropolitan Statistical Area,1,1995,1,0,8623,9019,8866,8814,8985,8594,7925,7549,7288,6495,6874,6784,6745,6570
3758160,Roxboro,North Carolina,37145,87,8362,2,20500,450,Metropolitan Statistical Area,1,2008,0,1,8623,9019,8866,8814,8985,8594,7925,7549,7288,6495,6874,6784,6745,6570
3761860,Siler City,North Carolina,37037,87,7887,2,20500,450,Metropolitan Statistical Area,0,0,0,0,5420,5329,5003,4179,4333,4857,4363,3663,3304,4115,3400,3327,3207,3662
3763400,Southport,North Carolina,37019,110,2833,2,34820,396,Metropolitan Statistical Area,1,1991,1,0,1726,1715,1598,1855,1976,2251,1846,1796,2566,1798,1646,1710,1738,1686
3766960,Taylorsville,North Carolina,37003,246,2098,2,25860,280,Metropolitan Statistical Area,0,0,0,0,2933,3035,3081,3080,2760,2874,3598,3361,2827,3438,3319,3383,4544,4190
3767420,Thomasville,North Carolina,37057,248,26757,2,49180,268,Metropolitan Statistical Area,0,0,0,0,14823,13336,13189,13322,12084,10742,11590,10355,9798,11052,11020,11284,11470,10592
3769520,Valdese,North Carolina,37023,246,4490,2,25860,280,Metropolitan Statistical Area,1,2013,0,1,4270,4130,4137,4003,4089,3201,3073,2597,2724,3066,3395,3256,3299,3220
3770780,Walnut Cove,North Carolina,37169,112,1425,2,49180,268,Metropolitan Statistical Area,1,2005,0,1,460,320,435,342,342,495,477,438,499,727,658,656,658,645
3771500,Waynesville,North Carolina,37087,91,9869,2,11700,120,Metropolitan Statistical Area,1,1986,1,0,5887,6204,5565,6178,5995,6522,6666,6182,5214,5618,5651,5720,5947,5754
3901420,Alliance,Ohio,39151,148,22322,2,15940,184,Metropolitan Statistical Area,0,0,0,0,11623,10684,10682,11474,11556,11414,10162,9925,10107,10610,11099,10694,10461,10283
3902344,Archbold,Ohio,39051,432,4346,2,45780,534,Metropolitan Statistical Area,0,0,0,0,8471,7975,7968,8401,8047,7533,7468,6010,5739,5599,5396,5518,5455,5527
3903828,Barberton,Ohio,39153,170,26550,2,10420,184,Metropolitan Statistical Area,0,0,0,0,11340,10286,10002,10144,9561,11127,9878,9301,9027,9686,10034,9695,9617,9344
3907972,Bowling Green,Ohio,39173,77,30028,2,45780,534,Metropolitan Statistical Area,0,0,0,0,16497,17106,17054,17279,18691,17957,16230,15468,15465,15562,16235,16545,16522,16719
3908084,Bradford,Ohio,39109,38,1842,2,19380,212,Metropolitan Statistical Area,0,0,0,0,280,284,304,316,341,331,349,338,361,470,199,186,261,223
3908504,Brewster,Ohio,39151,148,2112,2,15940,184,Metropolitan Statistical Area,0,0,0,0,908,932,957,1061,1085,1157,1098,1094,1321,1468,1601,1670,1675,873
3909358,Brookville,Ohio,39113,38,5884,2,19380,212,Metropolitan Statistical Area,0,0,0,0,3130,3018,2830,2660,2493,2695,2640,2425,2710,2680,3179,3234,3276,3163
3911066,Campbell,Ohio,39099,296,8235,2,49660,566,Metropolitan Statistical Area,0,0,0,0,1023,927,935,754,927,1021,1001,845,870,881,802,832,753,800
3911304,Canal Fulton,Ohio,39151,148,5479,2,15940,184,Metropolitan Statistical Area,0,0,0,0,2390,2310,2332,2270,2337,2353,2350,2233,2132,2272,2364,2267,2404,2406
3911360,Canfield,Ohio,39099,296,7515,2,49660,566,Metropolitan Statistical Area,0,0,0,0,2707,2663,2805,2266,2743,3363,3547,3203,2966,3092,3507,2845,2956,3096
3912000,Canton,Ohio,39151,148,73007,2,15940,184,Metropolitan Statistical Area,0,0,0,0,50255,47224,46424,44772,46613,46910,46896,42868,42662,43182,41297,44083,44104,43881
3912280,Carrollton,Ohio,39019,148,3241,2,15940,184,Metropolitan Statistical Area,0,0,0,0,2098,2194,2167,2155,2149,2120,2118,2139,2203,2243,2350,2532,2559,2385
3912784,Cedarville,Ohio,39057,38,4019,2,19380,212,Metropolitan Statistical Area,0,0,0,0,944,953,1043,1032,1034,1014,1013,993,1039,1084,1114,1058,1029,1044
3916378,Coal Grove,Ohio,39087,116,2165,2,26580,170,Metropolitan Statistical Area,0,0,0,0,590,566,617,652,663,695,690,737,727,709,658,619,641,592
3918812,Cortland,Ohio,39155,296,7104,2,49660,566,Metropolitan Statistical Area,0,0,0,0,1919,1860,1755,1749,1726,1772,1726,1572,1452,1548,1302,1296,1316,1315
3919050,Covington,Ohio,39109,38,2584,2,19380,212,Metropolitan Statistical Area,0,0,0,0,1263,1234,1280,1247,1163,1107,1018,998,993,969,963,970,1002,1033
3919778,Cuyahoga Falls,Ohio,39153,170,49652,2,10420,184,Metropolitan Statistical Area,0,0,0,0,21745,20229,19771,19353,19268,19478,19557,18536,18145,19717,20024,21417,21308,21854
3921616,Delta,Ohio,39051,432,3103,2,45780,534,Metropolitan Statistical Area,0,0,0,0,904,956,937,955,1006,1032,1010,953,904,810,836,782,910,872
3929442,Garrettsville,Ohio,39133,170,2325,2,10420,184,Metropolitan Statistical Area,0,0,0,0,1222,1251,1349,1282,1495,1571,1435,1240,1182,1189,1240,1309,1234,1258
3929932,Germantown,Ohio,39113,38,5547,2,19380,212,Metropolitan Statistical Area,0,0,0,0,983,959,890,894,911,826,967,1001,958,951,973,955,952,966
3930198,Girard,Ohio,39155,296,9958,2,49660,566,Metropolitan Statistical Area,0,0,0,0,3197,3073,3129,3144,2801,2871,2725,2408,2431,2701,2837,2777,2741,2779
3936582,Hubbard,Ohio,39155,296,7874,2,49660,566,Metropolitan Statistical Area,0,0,0,0,1818,1754,1693,1719,1818,1715,1649,1639,1422,1786,1656,1643,1623,1692
3936651,Hudson,Ohio,39153,170,22262,2,10420,184,Metropolitan Statistical Area,0,0,0,0,13205,12945,13413,13759,13972,13818,13577,12683,12717,11483,11897,11969,12327,12711
3937464,Ironton,Ohio,39087,116,11129,2,26580,170,Metropolitan Statistical Area,0,0,0,0,3250,3055,2978,2613,2957,2941,2979,2972,3909,3861,3419,3297,3627,3424
3938374,Jamestown,Ohio,39057,38,1993,2,19380,212,Metropolitan Statistical Area,0,0,0,0,837,899,814,741,743,724,726,625,595,528,633,602,632,635
3939872,Kent,Ohio,39133,170,28904,2,10420,184,Metropolitan Statistical Area,1,2007,1,0,10822,10869,10712,7201,7008,6934,6827,10377,10245,10784,10500,11128,11845,11984
3941454,Lakemore,Ohio,39153,170,3068,2,10420,184,Metropolitan Statistical Area,0,0,0,0,1053,1135,1156,1081,674,685,935,734,657,722,593,595,645,810
3945094,Louisville,Ohio,39151,148,9186,2,15940,184,Metropolitan Statistical Area,0,0,0,0,2752,2691,2709,2499,2378,2295,2341,2316,2339,2336,2322,2501,2591,2964
3945178,Lowellville,Ohio,39099,296,1155,2,49660,566,Metropolitan Statistical Area,0,0,0,0,255,233,242,187,243,281,267,235,317,306,483,482,486,520
3945934,McDonald,Ohio,39155,296,3263,2,49660,566,Metropolitan Statistical Area,0,0,0,0,281,269,257,267,309,322,306,318,499,448,446,424,400,377
3946998,Malvern,Ohio,39019,148,1189,2,15940,184,Metropolitan Statistical Area,0,0,0,0,511,518,472,442,460,446,446,403,424,398,399,388,367,363
3948244,Massillon,Ohio,39151,148,32149,2,15940,184,Metropolitan Statistical Area,0,0,0,0,15748,15739,15883,15754,14914,15683,15104,15038,15188,16866,16985,16701,16666,16069
3948342,Maumee,Ohio,39095,77,14286,2,45780,534,Metropolitan Statistical Area,0,0,0,0,20378,19996,19871,19303,19842,19640,20552,18295,19031,19735,19132,18902,22457,22110
3949434,Miamisburg,Ohio,39113,38,20181,2,19380,212,Metropolitan Statistical Area,0,0,0,0,10136,9434,9517,9625,9741,9376,9196,8808,7988,10398,9972,10047,10804,11724
3950834,Minerva,Ohio,39019,148,3720,2,15940,184,Metropolitan Statistical Area,0,0,0,0,3115,2659,2501,2663,2280,2828,3042,2702,2534,2029,2046,2398,2499,2661
3950834,Minerva,Ohio,39151,148,3720,2,15940,184,Metropolitan Statistical Area,0,0,0,0,3115,2659,2501,2663,2280,2828,3042,2702,2534,2029,2046,2398,2499,2661
3951058,Mogadore,Ohio,39153,170,3853,2,10420,184,Metropolitan Statistical Area,0,0,0,0,1356,1367,1421,1321,1384,1367,1224,1683,1626,1660,1754,2020,1756,1698
3953690,Navarre,Ohio,39151,148,1957,2,15940,184,Metropolitan Statistical Area,0,0,0,0,784,802,770,760,650,491,517,523,531,986,924,1011,1014,1016
3955650,Newton Falls,Ohio,39155,296,4795,2,49660,566,Metropolitan Statistical Area,0,0,0,0,1633,1654,1699,1707,1516,1405,1406,1328,1352,1427,1482,1409,1400,1402
3955916,Niles,Ohio,39155,296,19266,2,49660,566,Metropolitan Statistical Area,0,0,0,0,10728,10749,10684,11829,11751,10912,11019,10576,10290,10317,9663,9364,9459,9490
3956154,North Baltimore,Ohio,39173,77,3432,2,45780,534,Metropolitan Statistical Area,0,0,0,0,834,843,831,731,753,825,1012,773,1196,1234,1290,1278,1350,1388
3956294,North Canton,Ohio,39151,148,17488,2,15940,184,Metropolitan Statistical Area,0,0,0,0,9400,8761,7999,7993,7639,6917,7406,6938,7073,8223,7349,7542,8384,8153
3956448,Northfield,Ohio,39153,170,3677,2,10420,184,Metropolitan Statistical Area,0,0,0,0,856,895,962,997,1115,980,1166,1141,1214,1261,1166,1045,1865,1847
3957764,Oakwood,Ohio,39113,38,9202,2,19380,212,Metropolitan Statistical Area,0,0,0,0,2367,2021,1895,1809,1790,1902,1817,1807,1669,1571,1477,1471,1536,1536
3959010,Ottawa Hills,Ohio,39095,77,4517,2,45780,534,Metropolitan Statistical Area,0,0,0,0,316,302,268,271,290,265,280,294,278,251,246,294,287,294
3961504,Pemberville,Ohio,39173,77,1371,2,45780,534,Metropolitan Statistical Area,0,0,0,0,713,776,727,722,750,639,660,549,375,361,313,317,316,291
3962148,Perrysburg,Ohio,39173,77,20623,2,45780,534,Metropolitan Statistical Area,0,0,0,0,6806,7787,7823,8153,8387,9236,9136,8792,9196,9660,9915,10057,10934,11196
3962848,Piqua,Ohio,39109,38,20522,2,19380,212,Metropolitan Statistical Area,1,2000,1,0,10158,10039,9442,9636,9876,9991,9800,9259,9202,9082,9202,9193,9703,9746
3963954,Poland,Ohio,39099,296,2555,2,49660,566,Metropolitan Statistical Area,0,0,0,0,819,729,724,683,753,807,738,716,722,767,758,719,769,749
3965592,Ravenna,Ohio,39133,170,11724,2,10420,184,Metropolitan Statistical Area,0,0,0,0,9723,9555,9298,9308,8026,8308,7812,6743,8329,8897,8547,8243,8123,7944
3968686,Rossford,Ohio,39173,77,6293,2,45780,534,Metropolitan Statistical Area,0,0,0,0,2339,2040,2128,2147,2206,2112,2424,2531,2654,2872,2053,2330,2598,2479
3971220,Sebring,Ohio,39099,296,4420,2,49660,566,Metropolitan Statistical Area,0,0,0,0,1299,1382,1433,1390,1421,1369,1030,1283,1297,1663,1677,1715,1781,1933
3974944,Stow,Ohio,39153,170,34837,2,10420,184,Metropolitan Statistical Area,0,0,0,0,10412,10760,10381,11005,10940,11227,11450,11106,11206,11847,12113,11901,12388,12574
3975126,Struthers,Ohio,39099,296,10713,2,49660,566,Metropolitan Statistical Area,0,0,0,0,2820,2715,2689,2680,2564,2596,2506,2203,2233,2269,2389,2397,2439,2379
