fips,name,st,county,rucc,pop_2010,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
4858088,Pleak,Texas,48157,1,1044,0,0,0,0,0
4858280,Pleasanton,Texas,48013,1,8934,2074,1154,1036,0,0
4858400,Pleasant Valley,Texas,48485,3,336,0,0,0,0,0
4858448,Plum Grove,Texas,48291,1,600,0,0,0,0,0
4858532,Point,Texas,48379,8,820,0,0,0,0,0
4858556,Point Blank,Texas,48407,8,688,0,0,0,0,0
4858568,Point Comfort,Texas,48057,6,737,0,0,0,0,0
4858586,Point Venture,Texas,48453,1,800,0,0,0,0,0
4858664,Ponder,Texas,48121,1,1395,0,0,0,0,0
4858808,Port Aransas,Texas,48355,2,3480,495,0,0,0,0
4858820,Port Arthur,Texas,48245,2,53818,46140,50902,22251,7663,900
4858892,Port Isabel,Texas,48061,2,5006,1440,1177,0,0,0
4858904,Portland,Texas,48409,2,15099,0,0,0,0,0
4858916,Port Lavaca,Texas,48057,6,12248,2069,1367,1212,1699,0
4858940,Port Neches,Texas,48245,2,13040,2487,2327,0,0,0
4859012,Post,Texas,48169,6,5376,2046,1668,1436,0,0
4859066,Post Oak Bend City,Texas,48257,1,595,0,0,0,0,0
4859084,Poteet,Texas,48013,1,3260,2315,1231,0,0,0
4859096,Poth,Texas,48493,1,1908,509,0,0,0,0
4859132,Pottsboro,Texas,48181,3,2160,342,358,454,313,400
4859168,Powell,Texas,48349,4,136,0,0,0,0,0
4859192,Poynor,Texas,48213,4,305,0,0,0,0,0
4859336,Prairie View,Texas,48473,1,5576,0,0,0,0,0
4859384,Premont,Texas,48249,4,2653,1080,0,0,0,0
4859396,Presidio,Texas,48377,7,4426,0,1202,0,0,0
4859540,Primera,Texas,48061,2,4070,0,0,0,0,0
4859576,Princeton,Texas,48085,1,6807,564,459,500,0,0
4859636,Progreso,Texas,48215,2,5507,0,0,0,0,0
4859642,Progreso Lakes,Texas,48215,2,240,0,0,0,0,0
4859696,Prosper,Texas,48085,1,9423,271,287,343,0,0
4859726,Providence,Texas,48121,1,0,0,0,0,0,0
4859984,Putnam,Texas,48059,3,94,487,601,0,0,0
4859996,Pyote,Texas,48475,6,114,0,0,0,0,0
4860044,Quanah,Texas,48197,9,2641,3767,4464,3691,3127,1651
4860080,Queen City,Texas,48067,6,1476,0,321,398,388,0
4860140,Quinlan,Texas,48231,1,1394,677,512,580,537,362
4860164,Quintana,Texas,48039,1,56,0,0,0,0,301
4860176,Quitaque,Texas,48045,9,411,763,945,0,0,0
4860188,Quitman,Texas,48499,6,1809,0,0,0,0,0
4860356,Ralls,Texas,48107,2,1944,1512,1365,0,0,0
4860544,Rancho Viejo,Texas,48061,2,2437,0,0,0,0,0
4860554,Rancho Viejo,Texas,48427,4,2437,0,0,0,0,0
4860632,Ranger,Texas,48133,6,2468,4553,6208,16205,0,0
4860668,Rankin,Texas,48461,8,778,672,935,0,0,0
4860672,Ransom Canyon,Texas,48303,2,1096,0,0,0,0,0
4860752,Ravenna,Texas,48147,6,209,248,254,412,0,290
4860836,Raymondville,Texas,48489,6,11284,4050,2050,0,0,0
4861172,Red Lick,Texas,48037,3,1008,0,0,0,0,0
4861196,Red Oak,Texas,48139,1,10769,0,0,0,0,0
4861340,Redwater,Texas,48037,3,1057,0,0,0,0,0
4861436,Refugio,Texas,48391,6,2890,4077,2019,933,773,0
4861508,Reklaw,Texas,48073,6,379,0,0,0,0,0
4861568,Rendon,Texas,48439,1,12552,0,0,0,0,0
4861616,Retreat,Texas,48349,4,377,0,0,0,0,0
4861700,Rhome,Texas,48497,1,1522,340,0,0,0,0
4861736,Rice,Texas,48349,4,923,489,591,611,0,0
4861796,Richardson,Texas,48113,1,99223,720,629,0,0,0
4861820,Richland,Texas,48349,4,264,369,541,0,0,0
4861844,Richland Hills,Texas,48439,1,7801,0,0,0,0,0
4861880,Richland Springs,Texas,48411,7,338,541,492,0,0,0
4861892,Richmond,Texas,48157,1,11679,2026,1432,1273,1371,0
4861904,Richwood,Texas,48039,1,3510,0,0,0,0,0
4862108,Riesel,Texas,48309,2,1007,433,0,0,0,0
4862138,Rio Bravo,Texas,48479,2,4794,0,0,0,0,0
4862168,Rio Grande City,Texas,48427,4,13834,0,0,0,0,0
4862180,Rio Hondo,Texas,48061,2,2356,804,713,0,0,0
4862240,Rio Vista,Texas,48251,1,873,0,0,0,0,0
4862252,Rising Star,Texas,48133,6,835,1198,1160,906,640,0
4862384,River Oaks,Texas,48439,1,7427,0,0,0,0,0
4862408,Riverside,Texas,48471,4,510,0,0,0,0,0
4862504,Roanoke,Texas,48121,1,5962,485,0,0,0,0
4862528,Roaring Springs,Texas,48345,9,234,514,405,0,0,0
4862564,Robert Lee,Texas,48081,8,1049,662,490,0,0,0
4862588,Robinson,Texas,48309,2,10509,0,0,0,0,0
4862600,Robstown,Texas,48355,2,11487,6780,4183,948,0,0
4862612,Roby,Texas,48151,8,643,904,801,635,0,0
4862636,Rochester,Texas,48207,6,324,611,562,0,0,0
4862672,Rockdale,Texas,48331,6,5595,2136,2204,2323,2073,2515
4862804,Rockport,Texas,48007,2,8766,1729,1140,1545,1382,1153
4862816,Rocksprings,Texas,48137,9,1182,1339,998,0,0,0
4862828,Rockwall,Texas,48397,1,37490,1318,1074,1388,1136,1245
4862870,Rocky Mound,Texas,48063,6,75,0,0,0,0,0
4862924,Rogers,Texas,48027,2,1218,911,1032,1256,1275,664
4863008,Rollingwood,Texas,48453,1,1412,0,0,0,0,0
4863020,Roma,Texas,48427,4,9765,1414,0,0,0,0
4863044,Roman Forest,Texas,48339,1,1538,0,0,0,0,0
4863140,Ropesville,Texas,48219,6,434,0,0,0,0,0
4863176,Roscoe,Texas,48353,6,1322,1166,1250,1079,941,0
4863188,Rosebud,Texas,48145,2,1412,1842,1565,1516,1472,0
4863200,Rose City,Texas,48361,2,502,0,0,0,0,0
4863272,Rose Hill Acres,Texas,48199,2,441,0,0,0,0,0
4863284,Rosenberg,Texas,48157,1,30618,3457,1941,1279,1198,0
4863380,Ross,Texas,48309,2,283,0,0,0,0,0
4863404,Rosser,Texas,48257,1,332,0,0,0,0,0
4863464,Rotan,Texas,48151,8,1508,2029,1632,1000,1126,0
4863476,Round Mountain,Texas,48031,8,181,0,0,0,0,0
4863500,Round Rock,Texas,48491,1,99887,1240,1173,900,0,0
4863500,Round Rock,Texas,48491,1,99887,1240,1173,900,1245,1400
4863524,Round Top,Texas,48149,6,90,120,132,150,186,169
4863572,Rowlett,Texas,48113,1,56199,0,0,0,0,0
4863584,Roxton,Texas,48277,5,650,0,0,0,0,0
4863668,Royse City,Texas,48397,1,9349,1190,1128,1289,1210,503
4863752,Rule,Texas,48207,6,636,1195,1094,890,891,0
4863782,Runaway Bay,Texas,48497,1,1286,0,0,0,0,0
4863788,Runge,Texas,48255,6,1031,1001,1136,1070,0,0
4863848,Rusk,Texas,48073,6,5551,5699,3859,2348,1558,846
4864004,Sabinal,Texas,48463,6,1695,1768,1586,1458,1640,0
4864064,Sachse,Texas,48113,1,20329,0,0,0,0,0
4864088,Sadler,Texas,48181,3,343,0,0,0,0,0
4864112,Saginaw,Texas,48439,1,19806,0,0,0,0,0
4864172,St. Hedwig,Texas,48029,1,2094,0,0,0,0,0
4864184,St. Jo,Texas,48337,6,1043,1010,960,985,822,825
4864220,St. Paul,Texas,48085,1,1066,0,0,0,0,0
4864244,St. Paul,Texas,48409,2,1066,0,0,0,0,0
4864268,Salado,Texas,48027,2,2126,0,0,0,0,0
4864472,San Angelo,Texas,48451,3,93200,25802,25308,10050,10321,0
4865000,San Antonio,Texas,48029,1,1327407,253854,231542,161379,96614,53321
4865024,San Augustine,Texas,48405,9,2108,1516,1247,1268,1204,261
4865036,San Benito,Texas,48061,2,24250,9501,10753,5070,0,0
4865066,Sanctuary,Texas,48367,1,329,0,0,0,0,0
4865180,San Diego,Texas,48131,7,4488,2674,0,0,0,0
4865360,San Elizario,Texas,48141,2,13603,0,0,0,0,0
4865372,San Felipe,Texas,48015,1,747,305,313,451,206,241
4865384,Sanford,Texas,48233,6,164,0,0,0,0,0
4865408,Sanger,Texas,48121,1,6916,1000,1119,1204,0,0
4865516,San Juan,Texas,48215,2,33856,2264,1615,1203,0,0
4865532,San Juan,Texas,48427,4,33856,2264,1615,1203,0,0
4865552,San Leanna,Texas,48453,1,497,0,0,0,0,0
4865600,San Marcos,Texas,48209,1,44894,6006,5134,4527,4071,2292
4865612,San Patricio,Texas,48409,2,395,0,0,0,0,0
4865636,San Perlita,Texas,48489,6,573,0,0,0,0,0
4865648,San Saba,Texas,48411,7,3099,2927,2240,2011,0,0
4865660,Sansom Park,Texas,48439,1,4686,0,0,0,0,0
4865672,Santa Anna,Texas,48083,6,1099,1661,1883,1407,1453,0
4865678,Santa Anna,Texas,48427,4,1099,1661,1883,1407,1453,0
4865690,Santa Clara,Texas,48187,1,725,0,0,0,0,0
4865726,Santa Fe,Texas,48167,1,12222,0,0,0,0,0
4865768,Santa Rosa,Texas,48061,2,2873,224,737,0,0,0
4865774,Santa Rosa,Texas,48427,4,2873,224,737,0,0,0
4866008,Savoy,Texas,48147,6,831,298,284,378,328,343
4866128,Schertz,Texas,48187,1,31465,0,0,0,0,0
4866188,Schulenburg,Texas,48149,6,2852,1970,1604,1246,1091,1149
4866284,Scotland,Texas,48009,3,501,0,0,0,0,0
4866332,Scottsville,Texas,48203,4,376,0,0,0,0,0
4866368,Scurry,Texas,48257,1,681,0,0,0,0,0
4866392,Seabrook,Texas,48201,1,11952,0,0,0,0,0
4866416,Seadrift,Texas,48057,6,1364,437,413,321,0,0
4866428,Seagoville,Texas,48113,1,14835,760,604,0,0,0
4866440,Seagraves,Texas,48165,7,2417,3225,505,0,0,0
4866464,Sealy,Texas,48015,1,6019,0,0,0,0,0
4866644,Seguin,Texas,48187,1,25175,7006,5225,3631,3116,2421
4866704,Selma,Texas,48029,1,5540,0,0,0,0,0
4866764,Seminole,Texas,48165,7,6430,1761,0,0,0,0
4866884,Seven Oaks,Texas,48373,6,111,0,0,0,0,0
4866908,Seven Points,Texas,48213,4,1455,0,0,0,0,0
4866968,Seymour,Texas,48023,8,2740,3328,2626,2121,2029,0
4867100,Shady Shores,Texas,48121,1,2612,0,0,0,0,0
4867136,Shallowater,Texas,48303,2,2484,0,0,0,0,0
4867160,Shamrock,Texas,48483,9,1910,3123,3780,1227,0,0
4867268,Shavano Park,Texas,48029,1,3035,0,0,0,0,0
4867400,Shenandoah,Texas,48339,1,2134,0,0,0,0,0
4867424,Shepherd,Texas,48407,8,2319,0,0,0,0,0
4867496,Sherman,Texas,48181,3,38521,17156,15713,15031,12412,10243
4867640,Shiner,Texas,48285,6,2069,1520,1372,1300,1096,845
4867688,Shoreacres,Texas,48201,1,1493,0,0,0,0,0
4867778,Siesta Shores,Texas,48505,6,1382,0,0,0,0,0
4867832,Silsbee,Texas,48199,2,6611,2525,0,0,0,0
4867904,Silverton,Texas,48045,9,731,684,873,416,0,0
4867964,Simonton,Texas,48157,1,814,0,0,0,0,0
4868036,Sinton,Texas,48409,2,5665,377,1852,1058,0,0
4868036,Sinton,Texas,48409,2,5665,3770,1852,1058,0,0
4868120,Skellytown,Texas,48065,2,473,0,0,0,0,0
4868180,Slaton,Texas,48303,2,6121,3587,3876,1525,0,0
4868300,Smiley,Texas,48177,6,549,0,0,0,0,0
4868456,Smithville,Texas,48021,1,3817,3100,3296,3204,3167,2577
4868504,Smyer,Texas,48219,6,474,0,0,0,0,0
4868576,Snook,Texas,48051,3,511,0,0,0,0,0
4868624,Snyder,Texas,48415,7,11202,3815,3008,2179,2514,0
4868636,Socorro,Texas,48141,2,32013,0,0,0,1147,0
4868708,Somerset,Texas,48029,1,1631,0,0,0,0,0
4868720,Somerville,Texas,48051,3,1376,1621,2287,1879,0,0
4868756,Sonora,Texas,48435,7,3027,2528,1942,1009,0,0
4868828,Sour Lake,Texas,48199,2,1813,1504,0,0,0,0
4868828,Sour Lake,Texas,48199,2,0,0,0,3032,0,0
4869020,South Houston,Texas,48201,1,16983,982,612,0,0,0
4869032,Southlake,Texas,48439,1,26575,0,0,0,0,0
4869104,Southmayd,Texas,48181,3,992,0,0,0,0,0
4869120,South Mountain,Texas,48099,2,384,0,0,0,0,0
4869140,South Padre Island,Texas,48061,2,2816,0,0,0,0,0
4869272,Southside Place,Texas,48201,1,1715,0,0,0,0,0
4869476,Spearman,Texas,48195,7,3368,1105,1580,0,0,0
4869548,Splendora,Texas,48339,1,1615,0,0,0,0,0
4869560,Spofford,Texas,48271,7,95,0,0,0,0,0
4869596,Spring,Texas,48201,1,54298,0,0,0,0,0
4869596,Spring,Texas,48201,1,0,0,0,0,0,0
4869764,Springlake,Texas,48279,6,108,0,0,0,0,0
4869800,Springtown,Texas,48367,1,2658,0,0,0,0,0
4869830,Spring Valley Village,Texas,48201,1,3715,0,0,0,0,0
4869848,Spur,Texas,48125,8,1318,2136,1899,1100,0,0
4869908,Stafford,Texas,48157,1,17693,0,0,0,0,0
4869932,Stagecoach,Texas,48339,1,538,0,0,0,0,0
4869980,Stamford,Texas,48253,3,3124,4810,4095,3704,3902,0
4870040,Stanton,Texas,48317,3,2492,1245,1384,0,0,0
4870052,Staples,Texas,48187,1,267,0,0,0,0,0
4870052,Staples,Texas,48187,1,267,250,100,120,0,150
4870076,Star Harbor,Texas,48213,4,444,0,0,0,0,0
4870208,Stephenville,Texas,48143,4,17123,4768,3944,3891,2561,1902
4870232,Sterling City,Texas,48431,8,888,0,0,0,0,0
4870340,Stinnett,Texas,48233,6,1881,635,377,0,0,0
4870376,Stockdale,Texas,48493,1,1442,926,696,0,0,0
4870544,Stratford,Texas,48421,9,2017,877,873,472,520,0
4870580,Strawn,Texas,48363,6,653,1107,1429,2457,0,0
4870604,Streetman,Texas,48161,7,247,392,509,478,0,0
4870688,Study Butte,Texas,48043,7,233,0,0,0,0,0
4870772,Sudan,Texas,48279,6,958,974,1014,0,0,0
4870808,Sugar Land,Texas,48157,1,78817,0,0,0,0,0
4870808,Sugar Land,Texas,48157,1,78817,2200,0,0,0,0
4870868,Sullivan City,Texas,48215,2,4002,0,0,0,0,0
4870904,Sulphur Springs,Texas,48223,6,15449,6742,5417,5558,5151,3635
4871060,Sundown,Texas,48219,6,1397,0,0,0,0,0
4871156,Sunnyvale,Texas,48113,1,5130,0,0,0,0,0
4871180,Sunray,Texas,48341,7,1926,0,0,0,0,0
4871228,Sunrise Beach Village,Texas,48299,7,713,0,0,0,0,0
4871324,Sunset Valley,Texas,48453,1,749,0,0,0,0,0
4871356,Sun Valley,Texas,48277,5,69,0,0,0,0,0
4871384,Surfside Beach,Texas,48039,1,482,0,0,0,0,0
4871492,Sweeny,Texas,48039,1,3684,0,0,0,0,0
4871540,Sweetwater,Texas,48353,6,10906,10367,10848,4307,4176,670
4871684,Taft,Texas,48409,2,3048,2686,1792,0,0,0
4871708,Tahoka,Texas,48305,2,2673,2129,1620,786,0,0
4871732,Talco,Texas,48449,7,516,912,0,0,0,0
4871756,Talty,Texas,48257,1,1535,0,0,0,0,0
4871924,Tatum,Texas,48401,3,1385,427,0,0,0,0
4871948,Taylor,Texas,48491,1,15191,7875,7463,5965,5314,4211
4871960,Taylor Lake Village,Texas,48201,1,3544,0,0,0,0,0
4871966,Taylor Landing,Texas,48245,2,228,0,0,0,0,0
4872020,Teague,Texas,48161,7,3560,3157,3509,3306,3288,0
4872080,Tehuacana,Texas,48293,6,283,408,412,614,425,382
4872176,Temple,Texas,48027,2,66102,15344,15345,11033,10933,7065
4872188,Tenaha,Texas,48419,7,1160,608,591,577,491,0
4872284,Terrell,Texas,48257,1,15816,10481,8975,8349,7050,6330
4872296,Terrell Hills,Texas,48029,1,4878,1236,0,0,0,0
4872368,Texarkana,Texas,48037,3,36411,17019,16602,11480,9790,5256
4872392,Texas City,Texas,48167,1,45099,5748,3534,2509,0,0
4872464,Texhoma,Texas,48421,9,346,191,300,313,0,0
4872476,Texline,Texas,48111,7,507,385,711,762,0,0
4872530,The Colony,Texas,48121,1,36328,0,0,0,0,0
4872578,The Hills,Texas,48453,1,2472,0,0,0,0,0
4872656,The Woodlands,Texas,48339,1,93847,0,0,0,0,0
4872656,The Woodlands,Texas,48339,1,0,0,0,0,0,0
4872740,Thompsons,Texas,48157,1,246,0,0,0,0,0
4872776,Thorndale,Texas,48331,6,1336,898,1002,0,0,0
4872788,Thornton,Texas,48293,6,526,745,739,733,678,0
4872800,Thorntonville,Texas,48475,6,476,0,0,0,0,0
4872824,Thrall,Texas,48491,1,839,436,422,272,0,0
4872872,Three Rivers,Texas,48297,8,1848,1337,1275,0,0,0
4872896,Throckmorton,Texas,48447,9,828,1133,1135,686,0,0
4872989,Tiki Island,Texas,48167,1,968,0,0,0,0,0
4873030,Timbercreek Canyon,Texas,48381,2,418,0,0,0,0,0
4873076,Timpson,Texas,48419,7,1155,1494,1545,1526,1528,0
4873112,Tioga,Texas,48181,3,803,638,591,777,797,0
4873124,Tira,Texas,48223,6,297,0,0,0,0,0
4873196,Toco,Texas,48277,5,75,0,0,0,0,0
4873224,Todd Mission,Texas,48185,6,107,0,0,0,0,0
4873268,Tolar,Texas,48221,1,681,320,318,416,455,0
4873316,Tomball,Texas,48201,1,10753,668,0,0,0,0
4873328,Tom Bean,Texas,48181,3,1045,274,333,367,288,299
4873352,Tool,Texas,48213,4,2240,0,0,0,0,0
4873496,Toyah,Texas,48389,7,90,464,553,0,1052,0
4873580,Trent,Texas,48441,3,337,366,412,0,0,0
4873592,Trenton,Texas,48147,6,635,634,490,616,550,420
4873652,Trinidad,Texas,48213,4,886,0,0,0,0,0
4873664,Trinity,Texas,48455,7,2697,2217,2036,1363,0,0
4873710,Trophy Club,Texas,48121,1,8024,0,0,0,0,0
4873724,Troup,Texas,48423,3,1869,1526,1318,1258,1126,724
4873748,Troy,Texas,48027,2,1645,0,0,0,0,0
4873868,Tulia,Texas,48437,6,4967,2055,2202,1189,1216,0
4873964,Turkey,Texas,48191,9,421,930,975,0,0,0
4874048,Tuscola,Texas,48441,3,742,0,0,0,0,0
4874132,Tye,Texas,48441,3,1242,0,0,0,0,0
4874144,Tyler,Texas,48423,3,96900,28779,17113,12085,10400,8069
4874144,Tyler,Texas,48423,3,96900,28279,17113,12085,10400,8069
4874216,Uhland,Texas,48055,1,1014,0,0,0,0,0
4874216,Uhland,Texas,48209,1,1014,0,0,0,0,0
4874240,Uncertain,Texas,48203,4,94,0,0,0,0,0
4874312,Union Grove,Texas,48459,3,357,0,0,0,0,0
4874372,Union Valley,Texas,48231,1,307,0,0,0,0,0
4874408,Universal City,Texas,48029,1,18530,0,0,0,0,0
4874492,University Park,Texas,48113,1,23068,14458,4200,0,0,0
4874588,Uvalde,Texas,48463,6,15751,6679,5286,3885,3998,1889
4874648,Valentine,Texas,48243,9,134,499,0,0,0,0
4874732,Valley Mills,Texas,48035,6,1203,803,936,855,708,519
4874756,Valley View,Texas,48097,6,757,0,0,0,0,0
4874912,Van,Texas,48467,6,2632,0,0,0,0,0
4874924,Van Alstyne,Texas,48181,3,3046,1650,1453,1588,1441,1940
4875032,Van Horn,Texas,48109,9,2063,0,0,0,0,0
4875032,Van Horn,Texas,48109,9,2063,2070,1600,800,500,30
4875188,Vega,Texas,48359,2,884,515,519,0,0,0
4875236,Venus,Texas,48251,1,2960,321,570,842,495,0
4875308,Vernon,Texas,48487,6,11002,9277,9137,5142,3195,1993
4875428,Victoria,Texas,48469,3,62592,11566,7421,5957,3673,4010
4875476,Vidor,Texas,48361,2,10579,0,0,0,0,0
4875668,Vinton,Texas,48141,2,1971,0,0,0,0,0
4875752,Volente,Texas,48453,1,520,0,0,0,0,0
4875764,Von Ormy,Texas,48029,1,1085,0,0,0,0,0
4876000,Waco,Texas,48309,2,124805,55982,52848,38500,26425,20686
4876024,Waelder,Texas,48177,6,1065,1018,1048,894,0,0
4876096,Wake Village,Texas,48037,3,5492,0,0,0,0,0
4876228,Waller,Texas,48473,1,2326,0,0,0,0,0
4876240,Wallis,Texas,48015,1,1252,0,0,0,0,0
4876348,Walnut Springs,Texas,48035,6,827,723,765,1449,1340,0
4876576,Warren City,Texas,48183,3,298,0,0,0,0,0
4876636,Waskom,Texas,48203,4,2160,564,0,0,0,0
4876672,Watauga,Texas,48439,1,23497,0,0,0,0,0
4876816,Waxahachie,Texas,48139,1,29621,8655,8042,7958,6205,4215
4876864,Weatherford,Texas,48367,1,25250,5924,4912,6203,5074,4786
4876924,Webberville,Texas,48453,1,392,0,0,0,0,0
4876948,Webster,Texas,48201,1,10400,0,0,0,0,0
4877020,Weimar,Texas,48089,6,2151,1353,1256,1171,906,1337
4877044,Weinert,Texas,48207,6,172,0,0,0,779,0
4877056,Weir,Texas,48491,1,450,0,0,0,0,0
4877152,Wellington,Texas,48087,9,2189,3308,3570,1968,576,0
4877164,Wellman,Texas,48445,6,203,0,0,0,0,0
4877176,Wells,Texas,48073,6,790,696,475,0,0,0
4877196,Wells Branch,Texas,48453,1,12120,0,0,0,0,0
4877272,Weslaco,Texas,48215,2,35670,6883,4879,0,0,0
4877332,West,Texas,48309,2,2807,1979,1807,1629,1645,851
4877380,Westbrook,Texas,48335,7,253,0,512,0,0,0
4877416,West Columbia,Texas,48039,1,3905,1573,0,0,0,0
4877620,Westlake,Texas,48439,1,992,0,0,0,0,0
4877632,West Lake Hills,Texas,48453,1,3063,0,0,0,0,0
4877740,Weston,Texas,48085,1,563,0,0,0,0,0
4877746,Weston Lakes,Texas,48157,1,2482,0,0,0,0,0
4877752,West Orange,Texas,48361,2,3443,0,0,0,0,0
4877788,Westover Hills,Texas,48439,1,682,197,0,0,0,0
4877896,West Tawakoni,Texas,48231,1,1576,0,0,0,0,0
4877956,West University Place,Texas,48201,1,14787,9221,1322,0,0,0
4878076,Westworth Village,Texas,48439,1,2472,0,0,0,0,0
4878136,Wharton,Texas,48481,4,8832,4386,2691,2346,1505,0
4878208,Wheeler,Texas,48483,9,1592,848,931,0,0,0
4878316,White Deer,Texas,48065,2,1000,733,1010,0,0,0
4878328,Whiteface,Texas,48079,9,449,0,0,0,0,0
4878388,Whitehouse,Texas,48423,3,7660,0,0,0,0,0
4878436,White Oak,Texas,48183,3,6469,0,0,0,0,0
4878532,Whitesboro,Texas,48181,3,3793,1560,1535,1810,1219,1243
4878544,White Settlement,Texas,48439,1,16116,0,0,0,0,0
4878628,Whitewright,Texas,48181,3,1604,1537,1480,1666,1563,1804
4878664,Whitney,Texas,48217,6,2087,824,751,1011,766,0
4879000,Wichita Falls,Texas,48485,3,104553,45112,43690,40079,8200,2480
4879000,Wichita Falls,Texas,48485,3,104553,45112,43690,40079,8200,2500
4879036,Wickett,Texas,48475,6,498,0,0,0,0,0
4879408,Willis,Texas,48339,1,5662,904,0,0,0,0
4879492,Willow Park,Texas,48367,1,3982,0,0,0,0,0
4879564,Wills Point,Texas,48467,6,3524,1976,2023,1811,1398,1347
4879576,Wilmer,Texas,48113,1,3682,0,0,0,0,0
4879612,Wilson,Texas,48305,2,489,0,0,0,0,0
4879624,Wimberley,Texas,48209,1,2626,0,0,0,0,0
4879672,Windcrest,Texas,48029,1,5364,0,0,0,0,0
4879684,Windom,Texas,48147,6,199,290,317,389,0,0
4879696,Windthorst,Texas,48009,3,409,0,0,0,0,0
4879720,Winfield,Texas,48449,7,524,0,0,0,0,0
4879768,Wink,Texas,48495,6,940,1945,3963,0,0,0
4879816,Winnsboro,Texas,48499,6,3434,2092,1905,2184,1741,899
4879828,Winona,Texas,48423,3,576,0,0,0,0,0
4879876,Winters,Texas,48399,6,2562,2335,2423,1509,1347,0
4879919,Wixon Valley,Texas,48041,3,254,0,0,0,0,0
4879948,Wolfe City,Texas,48231,1,1412,1339,1405,1859,1402,1549
4879972,Wolfforth,Texas,48303,2,3670,0,0,0,0,0
4880044,Woodbranch,Texas,48339,1,1282,0,0,0,0,0
4880058,Woodcreek,Texas,48209,1,1457,0,0,0,0,0
4880144,Woodloch,Texas,48339,1,207,0,0,0,0,0
4880176,Woodsboro,Texas,48391,6,1512,1426,1286,0,0,0
4880188,Woodson,Texas,48447,9,264,0,0,0,0,0
4880212,Woodville,Texas,48457,6,2586,1521,969,0,0,0
4880224,Woodway,Texas,48309,2,8452,0,0,0,0,0
4880296,Wortham,Texas,48161,7,1073,1267,1404,1100,899,0
4880356,Wylie,Texas,48085,1,41427,914,771,945,620,773
4880440,Yantis,Texas,48499,6,388,0,0,0,0,0
4880560,Yoakum,Texas,48285,6,5815,4733,5656,6184,4657,3499
4880584,Yorktown,Texas,48123,6,2092,2081,1882,1723,1180,846
4880716,Zapata,Texas,48505,6,5089,0,0,0,0,0
4880728,Zavalla,Texas,48005,5,713,0,0,0,0,0
5100148,Abingdon,Virginia,51191,2,8191,3158,2877,2532,1757,1306
5100180,Accomac,Virginia,51001,8,519,0,0,0,0,0
5100724,Alberta,Virginia,51025,6,298,416,328,0,0,0
5101000,Alexandria,Virginia,51510,1,139966,33523,24149,18060,15329,14528
5101528,Altavista,Virginia,51031,2,3450,2919,2367,1206,0,0
5101672,Amherst,Virginia,51009,2,2231,930,876,559,618,0
5101912,Annandale,Virginia,51059,1,41008,0,0,0,0,0
5102040,Appalachia,Virginia,51195,7,1754,3010,3595,2036,1090,0
5102072,Appomattox,Virginia,51011,2,1733,992,704,0,0,0
5103000,Arlington,Virginia,51013,1,0,57000,0,0,0,4500
5103368,Ashland,Virginia,51085,1,7225,1718,1297,1290,1324,1147
5104088,Bailey's Crossroads,Virginia,51059,1,23643,0,0,0,0,0
5104088,Bailey's Crossroads,Virginia,51059,1,0,0,0,0,0,0
5105544,Bedford,Virginia,51515,2,6222,3973,3713,3243,2508,2416
5105912,Belle Haven,Virginia,51001,8,532,277,372,311,296,331
5105928,Belle Haven,Virginia,51059,1,532,277,372,311,296,331
5106968,Berryville,Virginia,51043,1,4185,1262,1094,1138,876,938
5107480,Big Stone Gap,Virginia,51195,7,5614,4331,3908,3009,2590,1617
5107784,Blacksburg,Virginia,51121,3,42620,2133,1406,1095,875,768
5107832,Blackstone,Virginia,51135,6,3621,2699,1772,1497,1486,585
5108120,Bloxom,Virginia,51001,8,387,0,0,0,0,0
5108152,Bluefield,Virginia,51185,5,5444,3921,3006,2752,1917,1554
5108472,Bon Air,Virginia,51041,1,16366,0,0,0,0,0
5108584,Boones Mill,Virginia,51067,2,239,377,352,0,0,0
5108888,Bowling Green,Virginia,51033,1,1111,541,422,463,433,458
5108984,Boyce,Virginia,51043,1,589,342,325,301,0,0
5109016,Boydton,Virginia,51117,7,431,424,492,457,421,527
5109032,Boykins,Virginia,51175,6,564,699,636,637,505,224
5109208,Branchville,Virginia,51175,6,114,153,161,148,239,0
5109656,Bridgewater,Virginia,51165,3,5644,993,951,914,859,384
5109816,Bristol,Virginia,51520,2,17835,9768,8840,6729,6247,4579
5110040,Broadway,Virginia,51165,3,3691,506,498,412,416,400
5110072,Brodnax,Virginia,51025,6,298,536,365,235,0,0
5110296,Brookneal,Virginia,51031,2,1112,736,692,583,504,0
5110744,Buchanan,Virginia,51023,2,1178,868,825,802,792,716
5111032,Buena Vista,Virginia,51530,6,6650,4335,4002,3911,3245,2388
5111464,Burke,Virginia,51059,1,41055,0,0,0,0,0
5111464,Burke,Virginia,51059,1,0,0,0,0,0,0
5111560,Burkeville,Virginia,51135,6,432,658,755,514,653,510
5112808,Cape Charles,Virginia,51131,8,1009,2299,2527,2517,1948,1040
5112904,Capron,Virginia,51175,6,166,291,337,0,0,0
5113720,Cave Spring,Virginia,51161,2,0,0,0,0,0,0
5113784,Cedar Bluff,Virginia,51185,5,1137,823,590,533,0,0
5114440,Centreville,Virginia,51059,1,71135,0,0,0,0,0
5114440,Centreville,Virginia,51059,1,0,0,0,0,0,0
