cty_fips,cal_yr,cty_unemp_rt,cty_pop,lag_unemp
36065,2001,4.6,234247,3.9
36067,2001,4,458576,3.5
36069,2001,4,100819,3.6
36071,2001,3.7,347674,3.4
36073,2001,5.1,43898,4.7
36075,2001,5.3,122269,4.8
36077,2001,4.2,61924,4.3
36079,2001,3.2,97055,2.9
36081,2001,5.3,2231316,5.3
36083,2001,3.8,152700,3.6
36085,2001,5.1,448961,5.1
36087,2001,3.5,290613,3.3
36089,2001,6.1,111497,5.7
36091,2001,3.3,203974,3.3
36093,2001,3.4,146334,3.5
36095,2001,4.2,31794,4.3
36097,2001,5.4,19175,4.5
36099,2001,4.3,34764,4.2
36101,2001,4.9,99216,4.1
36103,2001,3.8,1442488,3.5
36105,2001,4.5,74143,4.4
36107,2001,4.1,51712,3.5
36109,2001,3.4,97458,3.3
36111,2001,3.8,178440,3.6
36113,2001,4.4,63406,4.2
36115,2001,4,61142,3.7
36117,2001,4.6,93794,3.8
36119,2001,3.8,931577,3.4
36121,2001,4.9,43061,4.8
36123,2001,3.8,24725,3.7
37001,2001,5.5,133346,3.1
37003,2001,5.8,34187,2.7
37005,2001,8.5,10740,5.9
37007,2001,8.4,25553,5.2
37009,2001,7.9,24750,5
37011,2001,5.4,17706,4
37013,2001,8.5,45084,6
37015,2001,7.8,19829,7
37017,2001,8.6,32714,6
37019,2001,5.5,76005,4.5
37021,2001,4.2,209104,3.1
37023,2001,6.5,89525,3.5
37025,2001,4.8,136463,3
37027,2001,6.4,78375,2.9
37029,2001,3.9,7100,2.9
37031,2001,5.3,59790,4.1
37033,2001,6.6,23610,3.7
37035,2001,6.3,144865,2.7
37037,2001,4,51482,2.7
37039,2001,8.7,24629,6.3
37041,2001,5.4,14490,3.9
37043,2001,4.9,9086,4
37045,2001,9.1,96861,4.9
37047,2001,8.2,54806,7.6
37049,2001,5.6,93325,4.1
37051,2001,6,304316,4.4
37053,2001,3,18714,2.7
37055,2001,5.6,30826,4.3
37057,2001,6.1,149663,3.2
37059,2001,5.2,35905,4.1
37061,2001,6.1,50182,4.3
37063,2001,4.3,228978,2.9
37065,2001,8.2,55792,5.8
37067,2001,4.6,310807,3.2
37069,2001,4.9,48794,3.2
37071,2001,7.5,191424,5.4
37073,2001,4.3,10546,3.4
37075,2001,8.9,8054,6.5
37077,2001,6.3,50137,4.3
37079,2001,6.7,19241,4.6
37081,2001,5,428381,3.2
37083,2001,9.6,56788,6
37085,2001,6.1,93168,3.7
37087,2001,5.6,54802,3.8
37089,2001,4.3,91150,3
37091,2001,7.1,22812,5.1
37093,2001,6.6,34722,5.6
37095,2001,7.2,5735,5.6
37097,2001,5.7,127136,3.4
37099,2001,4.3,33885,3.9
37101,2001,4.2,127487,2.9
37103,2001,5.6,10215,4.5
37105,2001,6,49853,3.9
37107,2001,7.9,59421,5.2
37109,2001,6.6,65352,3.7
37111,2001,7.2,42796,4.2
37113,2001,4.6,30415,3.8
37115,2001,5.5,19848,3.7
37117,2001,6.9,25211,6.8
37119,2001,4.3,720171,2.9
37121,2001,9,15860,4.4
37123,2001,6.7,26952,3.9
37125,2001,4.8,76259,3.6
37127,2001,6.3,88242,4.5
37129,2001,4.9,164386,3.6
37131,2001,8.4,22063,5.4
37133,2001,5.4,151068,4.3
37135,2001,3.4,118684,2.5
37137,2001,5.5,12848,4
37139,2001,5,34787,3.7
37141,2001,5.6,41610,4.1
37143,2001,5.4,11533,3.9
37145,2001,6.8,36085,4.3
37147,2001,5.8,136605,4.1
37149,2001,4.2,18683,3.6
37151,2001,5.5,132092,3.4
37153,2001,8.2,46480,5.3
37155,2001,9.7,123913,6.6
37157,2001,6.8,92268,4.7
37159,2001,6.5,131852,4.4
37161,2001,7.4,63671,5.8
37163,2001,6.1,60526,3.5
37165,2001,9.2,35851,6.3
37167,2001,7.1,58674,3.8
37169,2001,5.2,44974,3.4
37171,2001,6.2,71782,4
37173,2001,7.9,13030,8.8
37175,2001,5,29619,3.2
37177,2001,8,4166,7.3
37179,2001,4,131661,2.7
37181,2001,9,43932,6.7
37183,2001,3.9,656819,2.4
37185,2001,8.5,20067,6
37187,2001,7,13589,5.3
37189,2001,3.6,43853,2.9
37191,2001,5.6,113934,3.9
37193,2001,6,66694,3.5
37195,2001,7.3,74232,5.5
37197,2001,5.1,36837,3.5
37199,2001,9.7,17789,3.6
38001,2001,2.7,2542,2.7
38003,2001,2.9,11446,3.2
38005,2001,5.9,6898,6
38007,2001,2.2,877,2.5
38009,2001,3.3,6995,3.8
38011,2001,2.2,3118,2.1
38013,2001,3.1,2183,2.9
38015,2001,2.4,70121,2.3
38017,2001,2.1,125520,2.1
38019,2001,3.2,4696,3.4
38021,2001,2.5,5683,2.1
38023,2001,2.8,2176,2.9
38025,2001,3.3,3582,3.2
38027,2001,4.2,2683,4.2
38029,2001,4.5,4208,4.2
38031,2001,2.9,3639,2.9
38033,2001,2.5,1862,3.1
38035,2001,2.8,65567,2.8
38037,2001,3.1,2783,3.1
38039,2001,2.4,2645,2.5
38041,2001,2.8,2658,3
38043,2001,5.2,2652,4.6
38045,2001,3.1,4642,2.8
38047,2001,2.9,2229,2.8
38049,2001,4.9,5854,4.9
38051,2001,2.9,3349,2.9
38053,2001,2.8,5647,3.1
38055,2001,4.9,9261,4.7
38057,2001,4.1,8542,4.4
38059,2001,3.2,25143,3
38061,2001,4.2,6625,4.7
38063,2001,3.7,3578,3.8
38065,2001,3.8,1989,4.2
38067,2001,4.3,8376,5.2
38069,2001,4.3,4610,3.4
38071,2001,3.2,11822,3.4
38073,2001,2.4,5855,2.4
38075,2001,2.4,2551,2.5
38077,2001,3,17624,2.8
38079,2001,8.4,13718,9.5
38081,2001,3.2,4320,2.4
38083,2001,5.4,1641,5.2
38085,2001,5,4036,5.6
38087,2001,2.3,749,2.6
38089,2001,2.7,22494,2.8
38091,2001,2,2186,2
38093,2001,2.6,21664,2.5
38095,2001,2.9,2774,2.8
38097,2001,3,8357,2.9
38099,2001,3.3,12150,3.6
38101,2001,3.2,58246,3.2
38103,2001,3.9,4886,4
38105,2001,2.4,19610,2.9
39001,2001,7.4,27522,7.4
39003,2001,5,108523,4.6
39005,2001,4.5,52560,4.2
39007,2001,6,102450,5.1
39009,2001,4.9,62997,5.5
39011,2001,4.3,46137,3.5
39013,2001,5.6,69901,6.4
39015,2001,5.9,42839,5.4
39017,2001,4,336679,3.8
39019,2001,4.8,28961,4.6
39021,2001,4.5,39047,3.8
39023,2001,5.1,143803,4.5
39025,2001,4,179845,3.8
39027,2001,3.7,40777,3.7
39029,2001,5.4,111370,5.1
39031,2001,5.4,36975,4.5
39033,2001,5.7,46533,4.5
39035,2001,3.6,1382520,2.8
39037,2001,4.3,53110,4.2
39039,2001,4.8,39456,3.9
39041,2001,2.8,118646,2.8
39043,2001,4.7,79308,4.5
39045,2001,3.5,126245,3.4
39047,2001,4.1,28310,4.1
39049,2001,3.4,1082938,3.3
39051,2001,4.5,42169,4.2
39053,2001,6.3,31017,7.3
39055,2001,2.8,91429,2.2
39057,2001,3.9,149643,3.9
39059,2001,5.6,40860,6.7
39061,2001,4,840335,3.9
39063,2001,3.7,71972,3.5
39065,2001,4.8,31753,4.3
39067,2001,4.9,15796,5.4
39069,2001,4.8,29055,4.5
39071,2001,5,41295,4.6
39073,2001,5.6,28452,6.5
39075,2001,2.9,39805,3
39077,2001,6,59620,5.7
39079,2001,6.6,32670,6.1
39081,2001,5.9,73043,6
39083,2001,4.2,55460,4.3
39085,2001,3.3,227648,2.4
39087,2001,6.3,61965,7.8
39089,2001,3.9,148226,3.8
39091,2001,3.8,45865,3.8
39093,2001,4,285827,2.9
39095,2001,5,454855,4.8
39097,2001,3.7,40256,3.6
39099,2001,5.8,255264,5.4
39101,2001,4.6,66156,4.4
39103,2001,3,154363,2.3
39105,2001,6.9,23119,7.6
39107,2001,4.5,40819,4.2
39109,2001,4.3,99300,3.7
39111,2001,6.3,15107,7.5
39113,2001,4.6,555536,4.2
39115,2001,8.3,14942,7
39117,2001,5,32438,4
39119,2001,5.7,84789,5.5
39121,2001,5.7,13857,6.7
39123,2001,5.6,41015,5.3
39125,2001,4.6,20183,4
39127,2001,5.7,34375,5.6
39129,2001,4.4,52344,4.2
39131,2001,7.5,27807,7.2
39133,2001,4.3,153554,4.1
39135,2001,4.4,42427,4
39137,2001,4,34746,3.5
39139,2001,5.2,128187,5.3
39141,2001,5.4,73840,5.3
39143,2001,4.6,61788,4.4
39145,2001,6.8,78784,7.6
39147,2001,5,58376,4.5
39149,2001,4.1,48662,4.1
39151,2001,4.3,377295,4.4
39153,2001,4.6,544554,4.4
39155,2001,6.2,223991,5.3
39157,2001,4.5,91319,4.4
39159,2001,3.1,42859,3.2
39161,2001,5.4,29430,4.4
39163,2001,7.5,12966,7.2
39165,2001,3.7,167851,3.5
39167,2001,4.8,62847,5.7
39169,2001,3.9,112161,3.5
39171,2001,5.1,39085,3.7
39173,2001,3.9,122013,3.7
39175,2001,4.2,22787,4.2
40001,2001,4.1,21101,3.5
40003,2001,3,5933,2.9
40005,2001,4.4,13816,3.6
40007,2001,2.6,5657,2.4
40009,2001,3.2,19937,3.1
40011,2001,4.3,11915,2.8
40013,2001,3.3,36577,2.9
40015,2001,4.5,29677,3.7
40017,2001,3.1,89931,2.3
40019,2001,3.8,45455,3.7
40021,2001,3.4,43066,3.1
40023,2001,5.2,15165,4.7
40025,2001,2.8,3009,2.2
40027,2001,3.1,213414,2.3
40029,2001,5.3,6010,4.2
40031,2001,3.9,113551,3.6
40033,2001,3.5,6404,3.2
40035,2001,3.9,14768,3.5
40037,2001,3.6,67768,3.2
40039,2001,3.1,25778,2.5
40041,2001,4,37606,3.6
40043,2001,2.8,4645,2.7
40045,2001,2.7,3923,2.6
40047,2001,3,57279,2.8
40049,2001,3.7,27034,3.4
40051,2001,3.3,45856,2.9
40053,2001,2.8,5047,2.5
40055,2001,4.3,5894,3.9
40057,2001,3.4,3153,2.7
40059,2001,2.9,3444,2.1
40061,2001,4.2,11790,4.4
40063,2001,5.5,13821,5.1
40065,2001,3.2,28036,3
40067,2001,4.2,6663,3.5
40069,2001,4.8,10505,3.6
40071,2001,4.1,47518,4.2
40073,2001,2.4,13910,2.2
40075,2001,3.3,10054,2.8
40077,2001,4.9,10637,4.7
40079,2001,5.2,48018,4.2
40081,2001,3.8,32295,2.9
40083,2001,2.9,34657,2.5
40085,2001,3.9,8749,3.5
40087,2001,3.6,27871,2.5
40089,2001,5.3,33944,4.7
40091,2001,5,19451,4.5
40093,2001,2.8,7575,2.3
40095,2001,4.1,13372,3.7
40097,2001,4.2,38554,3.3
40099,2001,4,12689,3.5
40101,2001,4.3,69428,3.8
40103,2001,3.9,11491,2.3
40105,2001,4.3,10593,3.4
40107,2001,4.2,11858,3.8
40109,2001,3.9,664836,2.8
40111,2001,4.7,39618,4.4
40113,2001,3.4,45227,3.1
40115,2001,5.6,33047,4.5
40117,2001,3.9,16779,3.7
40119,2001,2.8,70132,2.4
40121,2001,4.4,43447,4.4
40123,2001,3.9,34866,3.3
40125,2001,4.4,66222,3.2
40127,2001,6,11613,4.3
40129,2001,2.4,3334,2.4
40131,2001,3,73091,2.6
40133,2001,4.7,24719,4.2
40135,2001,4.9,39308,4.3
40137,2001,3.6,42796,3.3
40139,2001,2.7,19945,2.6
40141,2001,4.1,9203,3.2
40143,2001,3.3,566175,2.8
40145,2001,3,58944,2.5
40147,2001,3.1,48897,3
40149,2001,2.9,11362,2.6
40151,2001,2.7,8882,2.5
40153,2001,2.9,18365,2.9
41001,2001,8.5,16618,7.1
41003,2001,4.5,78491,3.8
41005,2001,5.2,343444,4
41007,2001,5.8,35509,5
41009,2001,7.7,44196,5.5
41011,2001,8.4,62190,7.3
41013,2001,8.5,19705,7.2
41015,2001,7.2,21250,7
41017,2001,6.5,120526,5.3
41019,2001,8.4,100562,7.3
41021,2001,6,1901,4.8
41023,2001,9.3,7498,9.6
41025,2001,12.4,7491,8.4
41027,2001,7.6,20397,6.6
41029,2001,6.6,183835,5.6
41031,2001,6.8,19653,5.3
41033,2001,8.4,76452,7
41035,2001,8.6,64139,7.3
41037,2001,9.3,7538,8.3
41039,2001,6.8,324855,5.4
41041,2001,7.2,43854,6.4
41043,2001,7.7,103544,6.6
41045,2001,8.3,31532,7.6
41047,2001,6.4,288136,5.5
41049,2001,7.7,11043,7.7
41051,2001,6.3,669690,4.6
41053,2001,5.7,63445,4.8
41055,2001,10.1,1848,6.2
41057,2001,6.2,24359,5.2
41059,2001,7,70682,6.1
41061,2001,6.3,24353,5.5
41063,2001,9.2,7112,7.5
41065,2001,8.7,23808,6.1
41067,2001,5.5,460622,3.9
41069,2001,8.2,1503,7.2
41071,2001,6.1,86156,4.9
42001,2001,3.9,92591,3.1
42003,2001,4.4,1272416,4
42005,2001,6.5,71956,5.7
42007,2001,5,179391,4.3
42009,2001,7.1,49778,5.5
42011,2001,4.8,377487,3.9
42013,2001,5.6,128471,4.6
42015,2001,5,62616,3.6
42017,2001,4,602883,3.4
42019,2001,4.6,175621,4.1
42021,2001,6.6,150902,6.1
42023,2001,8.6,5875,6.6
42025,2001,5.7,59318,5.1
42027,2001,3.8,137620,3.4
42029,2001,3.4,441024,3
42031,2001,5,41547,5
42033,2001,6.9,82987,5.6
42035,2001,6.4,37945,5.1
42037,2001,5.8,64298,5.2
42039,2001,6.3,90105,4.9
42041,2001,3.8,215087,3.1
42043,2001,4.3,252500,3.5
42045,2001,4.2,552041,3.7
42047,2001,7.2,34778,4.8
42049,2001,5.5,280647,4.5
42051,2001,6.2,146219,5.6
42053,2001,12.7,5355,7
42055,2001,4.6,130604,3.7
42057,2001,6,14201,3.8
42059,2001,5.7,40251,5.8
42061,2001,7.7,45594,6
42063,2001,5.3,89265,5.7
42065,2001,6.5,45644,5.2
42067,2001,4.7,22892,4.1
42069,2001,5.5,212692,4.5
42071,2001,3.4,475483,2.8
42073,2001,5.6,94085,4.9
42075,2001,3.6,120954,3.1
42077,2001,4.4,314823,3.6
42079,2001,5.6,316665,5.1
42081,2001,5.4,118930,4.3
42083,2001,5.6,45263,4.7
42085,2001,5.3,119861,4.9
42087,2001,6.3,46535,4.2
42089,2001,4.8,143775,4.1
42091,2001,3.7,759392,3.1
42093,2001,4.2,18294,3.5
42095,2001,4.4,269363,3.7
42097,2001,5.4,94176,4.5
42099,2001,4.4,43804,3.7
42101,2001,6.1,1505455,5.5
42103,2001,4.8,47594,3.8
42105,2001,4.9,18146,4.5
42107,2001,6.5,149175,5.8
42109,2001,4.2,37955,3.6
42111,2001,5.9,79523,5.2
42113,2001,5.4,6625,4.8
42115,2001,5.7,42483,3.9
42117,2001,6.3,41496,4.4
42119,2001,4.6,42098,3.8
42121,2001,5.3,57091,5
42123,2001,4.7,43562,3.7
42125,2001,5.1,203179,4.6
42127,2001,4.9,47994,4.5
42129,2001,5.1,368698,4.6
42131,2001,5.2,28119,4.8
42133,2001,4.3,385773,3.3
44001,2001,3.7,50942,3.6
44003,2001,4.2,168516,3.9
44005,2001,3.9,85754,3.7
44007,2001,5.1,626935,4.4
44009,2001,3.6,124995,3.3
45001,2001,6.6,26330,3.8
45003,2001,5,143676,3.9
45005,2001,6.1,11022,5.3
45007,2001,5.4,168881,3.2
45009,2001,6.6,16580,5.2
45011,2001,7,23406,5.1
45013,2001,3.9,125550,3.2
45015,2001,4.4,145153,3.3
45017,2001,5.9,15301,3.9
45019,2001,4.2,313065,3.4
45021,2001,7,53020,4.3
45023,2001,7.7,34064,5.3
45025,2001,7.5,43339,4.8
45027,2001,7.6,32887,5.6
45029,2001,5.1,38339,3.9
45031,2001,6.3,67863,5
45033,2001,9.2,30995,7
45035,2001,4.1,98683,3.1
45037,2001,4.8,24690,3.7
45039,2001,8.4,23614,5.1
45041,2001,5.5,126377,4.2
45043,2001,7.4,56800,5.6
45045,2001,3.8,385780,2.7
45047,2001,6.9,66544,4.4
45049,2001,6.2,21262,4.4
45051,2001,4.9,201982,3.7
45053,2001,4.4,21024,3.7
45055,2001,5.2,53474,3.9
45057,2001,5.5,62250,3.8
45059,2001,6.5,69407,3.4
45061,2001,7.1,19957,5.8
45063,2001,3.6,220099,2.8
45065,2001,9.7,10095,6.5
45067,2001,12.3,35119,9.6
45069,2001,9.6,28606,7
45071,2001,6.3,36053,4.3
45073,2001,5.4,67170,3.6
45075,2001,8.6,91536,6
45077,2001,5,111600,3.1
45079,2001,4.2,327446,3.4
45081,2001,5.2,19191,3.8
45083,2001,5.4,256469,3.7
45085,2001,6.6,104629,4.4
45087,2001,8.9,29813,5.3
45089,2001,10.2,36751,7.8
45091,2001,4.8,169103,3.3
46003,2001,2.7,2946,2.2
46005,2001,3.3,16952,2.4
46007,2001,4,3518,3.5
46009,2001,3.5,7169,2.6
46011,2001,2.7,28565,2
46013,2001,3,35303,2.3
46015,2001,2.6,5179,2.4
46017,2001,8.6,2004,9.2
46019,2001,3.2,9120,2.7
46021,2001,4.8,1766,5.3
46023,2001,3.2,9207,2.7
46025,2001,5,4144,3.6
46027,2001,2.8,13627,2.1
46029,2001,3.5,26033,2.4
46031,2001,6.1,4162,5.5
46033,2001,3.3,7368,2.9
46035,2001,2.5,18868,2.2
46037,2001,5.2,6090,4
46039,2001,4,4482,3.1
46041,2001,9.3,5907,9
46043,2001,2.6,3419,2.1
46045,2001,2.9,4299,2.3
46047,2001,3.9,7339,3.7
46049,2001,2.8,2547,2.4
46051,2001,3.7,7699,3
46053,2001,3.5,4632,3
46055,2001,2.2,2174,1.7
46057,2001,3.5,5551,2.5
46059,2001,2.6,3650,2
46061,2001,2.6,3263,2.1
46063,2001,2.6,1337,2.6
46065,2001,2.3,16351,1.9
46067,2001,3.2,7925,2.5
46069,2001,2.7,1607,2.5
46071,2001,4.6,2846,4.2
46073,2001,3,2225,2.3
46075,2001,2.1,1136,2.1
46077,2001,3.1,5635,2.5
46079,2001,2.9,11143,2.4
46081,2001,3.2,21738,2.8
46083,2001,2.2,26322,1.7
46085,2001,4.4,3879,4
46087,2001,3,5854,2.1
46089,2001,3.4,2826,2.8
46091,2001,5.4,4515,3.6
46093,2001,2.9,24371,2.3
46095,2001,4.1,2070,3.7
46097,2001,4.7,2769,2.6
46099,2001,2.5,150775,1.9
46101,2001,4.4,6581,3.7
46102,2001,7.9,NA,8.5
46103,2001,2.9,89953,2.3
46105,2001,2.9,3269,2.5
46107,2001,3.4,2592,2.7
46109,2001,4.7,10023,3.8
46111,2001,3,2553,2.4
46115,2001,3.6,7204,3
46117,2001,2.4,2745,1.8
46119,2001,2.4,1533,2.2
46121,2001,5.1,9157,4.4
46123,2001,3,6281,2.6
46125,2001,2.8,8742,2.2
46127,2001,3.1,12577,2.4
46129,2001,3.6,5812,3.3
46135,2001,3.2,21527,2.2
46137,2001,8,2514,7.6
47001,2001,4.6,71461,4.1
47003,2001,5.1,38414,4.5
47005,2001,7.1,16673,7.3
47007,2001,4.8,12468,4
47009,2001,4.2,107916,3.5
47011,2001,4.1,88934,3.5
47013,2001,6.1,39802,5.9
47015,2001,4,12990,3.5
47017,2001,7.3,29447,7.7
47019,2001,4.9,56770,4.7
47021,2001,3.3,36377,2.7
47023,2001,4.5,15856,4
47025,2001,5.3,30095,4.9
47027,2001,6.8,7921,6.4
47029,2001,7.4,33618,6.3
47031,2001,4.4,48594,3.9
47033,2001,5.6,14546,4.6
47035,2001,6.4,47849,4.9
47037,2001,3.5,574119,3.1
47039,2001,6.9,11691,5.3
47041,2001,5.2,17498,4.6
47043,2001,4.3,43987,3.5
47045,2001,6.5,37156,5.1
47047,2001,5.3,30139,4.4
47049,2001,8.6,16711,7.3
47051,2001,4.1,39577,3.8
47053,2001,7.6,47973,5.2
47055,2001,6.1,29613,4.3
47057,2001,5.8,20715,4.5
47059,2001,7.4,63622,5.7
47061,2001,5.6,14156,4.9
47063,2001,5.8,58710,3.9
47065,2001,3.6,310254,3.2
47067,2001,7,6814,5
47069,2001,6.9,28125,5
47071,2001,6.2,25737,5.3
47073,2001,5.2,54032,4.1
47075,2001,7.2,19822,5.5
47077,2001,6.7,25744,4.9
47079,2001,6,31214,4.8
47081,2001,5,22788,4
47083,2001,7,8051,5.8
47085,2001,6.3,18060,4.9
47087,2001,5.7,11208,6.2
47089,2001,5.2,45111,4.2
47091,2001,7.7,17709,6.6
47093,2001,3.2,385823,3
47095,2001,6.5,8009,6.1
47097,2001,7.8,27359,5.1
47099,2001,9.1,39994,9.1
47101,2001,6.6,11483,5.4
47103,2001,4.3,31515,3.5
47105,2001,4.1,40093,3.5
47107,2001,6.7,49711,4.4
47109,2001,5.8,24571,4.3
47111,2001,5.6,20830,3.7
47113,2001,5,92985,3.6
47115,2001,5.1,27807,4.4
47117,2001,5.2,27130,3.5
47119,2001,4.1,69789,3.5
47121,2001,6.6,11162,5.1
47123,2001,7.1,39371,5.3
47125,2001,4.4,136801,3.7
47127,2001,3.6,5778,3.1
47129,2001,6.1,20161,5
47131,2001,4.5,32370,4.2
47133,2001,6.1,20299,5.3
47135,2001,7,7478,5.1
47137,2001,8.8,4999,5
47139,2001,4.8,16361,4.4
47141,2001,4.6,63130,4.3
47143,2001,5.5,28601,4.6
47145,2001,4.6,52166,4.2
47147,2001,4.2,55861,3.5
47149,2001,3.6,189901,3
47151,2001,6.7,21481,5.1
47153,2001,4.7,11470,3.8
47155,2001,5.4,73563,4.9
47157,2001,4.3,899345,3.8
47159,2001,4.8,17962,4.2
47161,2001,5.3,12548,4.8
47163,2001,4.2,152718,3.6
47165,2001,4.4,133681,3.2
47167,2001,4.6,52696,3.6
47169,2001,5.5,7350,3.4
47171,2001,6,17642,6.7
47173,2001,4.2,18322,3.8
47175,2001,6.2,5475,4.6
47177,2001,6.5,38566,4
47179,2001,4.7,107775,3.9
47181,2001,9.1,17075,8.1
47183,2001,5.8,34491,4.9
47185,2001,5.8,23468,4.5
47187,2001,2.8,132536,2.5
47189,2001,3.7,91020,3.1
48001,2001,5.9,54263,6
48003,2001,4.2,12856,4.9
48005,2001,5.4,80273,4.8
48007,2001,6.4,22287,5.9
48009,2001,3.2,8849,3.2
48011,2001,3.3,2128,3.1
48013,2001,4.6,39828,4.1
48015,2001,3.9,24341,3.9
48017,2001,4.7,6636,4.5
48019,2001,4,18125,3.6
48021,2001,4.6,61106,3.4
48023,2001,4.9,3930,4.6
48025,2001,6,31695,5.8
48027,2001,4.8,244299,4.1
48029,2001,4.6,1419020,4
48031,2001,3.7,8776,3.1
48033,2001,3.2,677,6.4
48035,2001,5,17338,4.1
48037,2001,5.1,88942,4.9
48039,2001,5,248280,4.9
48041,2001,3.8,155533,3.7
48043,2001,4,8836,3.9
48045,2001,4,1764,3.6
48047,2001,5.9,7669,6.7
48049,2001,4.7,37599,4.4
48051,2001,3.9,16650,4
48053,2001,4.2,35741,3.5
48055,2001,5,33654,4
48057,2001,6.9,20762,4.6
48059,2001,4.3,12703,3.8
48061,2001,7.8,342368,6.9
48063,2001,5.4,11399,5.1
48065,2001,3.5,6385,3.2
48067,2001,6.4,30134,5.8
48069,2001,4,8155,3.6
48071,2001,4.5,26811,4.2
48073,2001,5,47007,4.6
48075,2001,4.9,7531,4.7
48077,2001,3.4,11131,3.5
48079,2001,5.5,3674,5.8
48081,2001,4.5,3810,4.2
48083,2001,4.9,9103,4.7
48085,2001,4.1,534642,2.8
48087,2001,3.7,3086,3.7
48089,2001,4.2,20125,3.7
48091,2001,4.3,80630,3.5
48093,2001,4,13710,3.9
48095,2001,5.1,3921,5.6
48097,2001,4.8,36844,3.6
48099,2001,6,74083,5.3
48101,2001,4.8,1774,4.3
48103,2001,4.9,3893,5.3
48105,2001,3.5,3844,3.7
48107,2001,4.9,6955,4.5
48109,2001,4.7,2865,5.6
48111,2001,3.1,6210,3.3
48113,2001,5.3,2249418,3.8
48115,2001,5.3,14863,5.2
48117,2001,4.5,18391,4.8
48119,2001,5.3,5295,5
48121,2001,3.5,463688,2.8
48123,2001,4.5,20066,4.3
48125,2001,4.9,2653,5.1
48127,2001,7.7,10030,8.6
48129,2001,4.3,3829,4.1
48131,2001,6.4,12830,7
48133,2001,4.9,18061,4.7
48135,2001,4.9,120802,5.3
48137,2001,4.5,2070,4.3
48139,2001,4.3,115286,3.5
48141,2001,7.2,689163,6.7
48143,2001,3.8,33045,3.6
48145,2001,5.5,18280,5.4
48147,2001,6.5,31400,4.8
48149,2001,3.6,22397,3.4
48151,2001,3.9,4257,3.8
48153,2001,5.5,7452,4.8
48155,2001,3.8,1606,3.8
48157,2001,3.9,375708,3.5
48159,2001,4.2,9521,4.2
48161,2001,4.4,18127,5
48163,2001,6.5,16315,6
48165,2001,4.5,14451,4.3
48167,2001,5.2,254521,4.8
48169,2001,3.7,5275,4.3
48171,2001,3.4,21104,3.8
48173,2001,3,1351,3
48175,2001,4.2,7020,3.8
48177,2001,3.6,18714,3.4
48179,2001,4.4,22171,5
48181,2001,5.3,112330,4
48183,2001,5.4,111791,5.4
48185,2001,5.5,24219,5.3
48187,2001,3.8,92626,3.4
48189,2001,4.6,35876,4.5
48191,2001,5.3,3750,5.2
48193,2001,3.8,8169,3.7
48195,2001,2.9,5299,2.9
48197,2001,3.8,4609,3.6
48199,2001,6.2,48463,5.5
48201,2001,4.7,3471291,4.3
48203,2001,5.4,62256,4.9
48205,2001,3.2,5601,3.1
48207,2001,3.9,6034,4.2
48209,2001,3.9,104739,3.2
48211,2001,2.7,3327,2.9
48213,2001,4.6,73762,4.2
48215,2001,9.5,590067,9.1
48217,2001,5.6,32766,4.5
48219,2001,3.9,22662,4
48221,2001,4.6,42425,3.9
48223,2001,4.5,32203,4
48225,2001,5.2,23122,5.1
48227,2001,5,33279,5
48229,2001,5.3,3405,4.5
48231,2001,4.9,78431,4.2
48233,2001,4.2,23247,4.7
48235,2001,3.2,1673,3.2
48237,2001,4.3,8710,4.2
48239,2001,4.4,14187,3.7
48241,2001,8.5,35722,7.1
48243,2001,3.7,2234,3.8
48245,2001,7.1,250137,6.4
48247,2001,4.8,5194,5.9
48249,2001,5.5,39701,5.9
48251,2001,4.4,130795,3.7
48253,2001,5.1,20294,5.1
48255,2001,5.5,15340,5.3
48257,2001,5.1,75223,4
48259,2001,3.8,24433,3.3
48261,2001,3.4,421,3.4
48263,2001,3.2,808,3.8
48265,2001,4.3,44331,3.8
48267,2001,3.2,4494,3.5
48269,2001,2.9,313,3.3
48271,2001,6.8,3419,7.4
48273,2001,5,31315,5
48275,2001,4.3,4070,4.6
48277,2001,6.2,48522,4.9
48279,2001,5.3,14566,4.9
48281,2001,4.3,18027,3.8
48283,2001,6.8,5934,7
48285,2001,3.3,18958,3.1
48287,2001,4.1,16008,3.5
48289,2001,5.1,15452,5.1
48291,2001,6.1,71679,5.8
48293,2001,4.7,22159,4.7
48295,2001,3.3,2948,3.4
48297,2001,4.5,12071,4.5
48299,2001,4.7,17499,4.2
48301,2001,6.3,66,8.2
48303,2001,3.6,246616,3.5
48305,2001,4.8,6444,4
48307,2001,5.8,8034,5.2
48309,2001,4.7,215099,4.1
48311,2001,3.9,819,4
48313,2001,5.2,13680,4.8
48315,2001,6.5,11077,6.3
48317,2001,4,4697,3.9
48319,2001,2.9,3743,2.9
48321,2001,7.6,37804,6.6
48323,2001,17.5,47594,14.8
48325,2001,4.5,40053,3.9
48327,2001,4.5,2321,3.5
48329,2001,3.7,116180,4.1
48331,2001,4.5,24445,3.7
48333,2001,3.6,4983,3.5
48335,2001,5.7,9576,5.5
48337,2001,4.6,19196,4.7
48339,2001,3.9,311437,3.6
48341,2001,3.3,20281,3.2
48343,2001,6.9,13179,6.3
48345,2001,3.5,1340,3.4
48347,2001,4.7,59541,4.3
48349,2001,5.4,45577,4.9
48351,2001,9.9,15023,7.9
48353,2001,5.1,15503,4.8
