city_fips,st,place,p1980,p1990,p2000,p2010
3439990,New Jersey,Leonardo CDP,,3788,2823,2757
3440020,New Jersey,Leonia borough,8027,8365,8914,8937
3440290,New Jersey,Lincoln Park borough,8806,10978,10930,10521
3440320,New Jersey,Lincroft CDP,,6193,6255,6135
3440350,New Jersey,Linden city,37836,36701,39394,40499
3440440,New Jersey,Lindenwold borough,18196,18734,17414,17613
3440530,New Jersey,Linwood city,6144,6866,7172,7092
3440650,New Jersey,Little Falls CDP,11496,11294,10855,
3440680,New Jersey,Little Ferry borough,9399,9989,10800,10626
3440770,New Jersey,Little Silver borough,5548,5721,6170,5950
3440920,New Jersey,Livingston CDP,28040,26609,27391,
3441010,New Jersey,Loch Arbour village,369,380,280,194
3441100,New Jersey,Lodi borough,23956,22355,23971,24136
3441310,New Jersey,Long Branch city,29819,28658,31340,30719
3441400,New Jersey,Long Valley CDP,1682,1744,1818,1879
3441370,New Jersey,Longport borough,1249,1224,1054,895
3441495,New Jersey,Lopatcong Overlook CDP,,,,734
3442120,New Jersey,Lyndhurst CDP,20326,18262,19383,
3442510,New Jersey,Madison borough,15357,15850,16530,15845
3442540,New Jersey,Madison Park CDP,7447,7490,6929,7144
3442630,New Jersey,Magnolia borough,4881,4861,4409,4341
3442930,New Jersey,Manahawkin CDP,1469,1594,2004,2303
3443050,New Jersey,Manasquan borough,5354,5369,6310,5897
3443380,New Jersey,Mantoloking borough,433,334,423,296
3443620,New Jersey,Manville borough,11278,10567,10343,10344
3443770,New Jersey,Maple Shade CDP,20525,19211,,
3443830,New Jersey,Maplewood CDP,22950,21756,23868,
3443890,New Jersey,Margate City city,9179,8431,8193,6354
3443980,New Jersey,Marksboro CDP,,,,82
3444100,New Jersey,Marlton CDP,9411,10228,10260,10133
3444430,New Jersey,Martinsville CDP,,,,11980
3444520,New Jersey,Matawan borough,8837,9270,8910,8810
3444820,New Jersey,Mays Landing CDP,2054,2090,2321,2135
3444880,New Jersey,Maywood borough,9895,9473,9523,9555
3442390,New Jersey,McGuire AFB CDP,7853,7580,6478,3710
3445210,New Jersey,Medford Lakes borough,4958,4462,4173,4146
3445330,New Jersey,Mendham borough,4899,4890,5097,4981
3445480,New Jersey,Mercerville CDP,,,,13230
3445495,New Jersey,Mercerville-Hamilton Square CDP,25446,26873,26419,
3445510,New Jersey,Merchantville borough,3972,4095,3801,3821
3445690,New Jersey,Metuchen borough,13762,12804,12840,13574
3445870,New Jersey,Middlebush CDP,,,,2326
3445900,New Jersey,Middlesex borough,13480,13055,13717,13635
3402708,New Jersey,Middletown,61615,,,
3446110,New Jersey,Midland Park borough,7381,7047,6947,7128
3446260,New Jersey,Milford borough,1368,1273,1195,1233
3446410,New Jersey,Millburn CDP,19543,18630,19765,
3446590,New Jersey,Millstone borough,530,450,410,418
3446620,New Jersey,Milltown borough,7136,6968,7000,6893
3446680,New Jersey,Millville city,24815,25992,26847,28400
3447130,New Jersey,Monmouth Beach borough,3318,3303,3595,3279
3447190,New Jersey,Monmouth Junction CDP,2579,1570,2721,2887
3447490,New Jersey,Montclair CDP,38321,37729,38977,
3447610,New Jersey,Montvale borough,7318,6946,7034,7844
3447700,New Jersey,Moonachie borough,2706,2817,2754,2708
3447895,New Jersey,Moorestown-Lenola CDP,13695,13242,13860,14217
3448030,New Jersey,Morganville CDP,,,11255,5040
3448210,New Jersey,Morris Plains borough,5305,5219,5236,5532
3448300,New Jersey,Morristown town,16614,16189,18544,18411
3448690,New Jersey,Mount Arlington borough,4251,3630,4663,5050
3448750,New Jersey,Mount Ephraim borough,4863,4517,4495,4676
3448840,New Jersey,Mount Hermon CDP,,,,141
3448870,New Jersey,Mount Holly CDP,10818,10639,,
3448450,New Jersey,Mountain Lake CDP,,,,575
3448480,New Jersey,Mountain Lakes borough,4153,3847,4256,4160
3448510,New Jersey,Mountainside borough,7118,6657,6602,6685
3449440,New Jersey,Mullica Hill CDP,1050,1117,1658,3982
3449560,New Jersey,Mystic Island CDP,4929,7400,8694,8493
3449680,New Jersey,National Park borough,3552,3413,3205,3036
3449740,New Jersey,Navesink CDP,,,1962,2020
3449920,New Jersey,Neptune City borough,5276,4997,5218,4869
3402887,New Jersey,Neptune Township,28366,,,
3450130,New Jersey,Netcong borough,3557,3311,2580,3232
3451210,New Jersey,New Brunswick city,41442,41711,48573,55181
3451360,New Jersey,New Egypt CDP,2111,2327,2519,2512
3451660,New Jersey,New Milford borough,16876,15990,16400,16341
3451810,New Jersey,New Providence borough,12426,11439,11907,12171
3402930,New Jersey,New Shrewsbury,,,,
3452050,New Jersey,New Village CDP,,,,421
3451000,New Jersey,Newark city,329248,275221,273546,277140
3451390,New Jersey,Newfield borough,1563,1592,1616,1553
3451930,New Jersey,Newton town,7748,7521,8244,7997
3452320,New Jersey,North Arlington borough,16587,13790,15181,15392
3452410,New Jersey,North Beach Haven CDP,2652,2413,2427,2235
3452440,New Jersey,North Bergen CDP,47019,48414,,
3452605,New Jersey,North Brunswick Township CDP,,31287,36287,
3452620,New Jersey,North Caldwell borough,5832,6706,7375,6183
3452650,New Jersey,North Cape May CDP,4029,3574,3618,3226
3453040,New Jersey,North Haledon borough,8177,7987,7920,8417
3453205,New Jersey,North Middletown CDP,,3160,3165,3295
3453280,New Jersey,North Plainfield borough,19108,18820,21103,21936
3453490,New Jersey,North Wildwood city,4714,5017,4935,4041
3452950,New Jersey,Northfield city,7795,7305,7725,8624
3453430,New Jersey,Northvale borough,5046,4563,4460,4640
3453610,New Jersey,Norwood borough,4413,4858,5751,5711
3453670,New Jersey,Nutley CDP,28998,27099,27362,
3454060,New Jersey,Oak Valley CDP,,4055,3747,3483
3453790,New Jersey,Oakhurst CDP,,4130,4152,3995
3453850,New Jersey,Oakland borough,13443,11997,12466,12754
3453880,New Jersey,Oaklyn borough,4223,4430,4188,4038
3454315,New Jersey,Ocean Acres CDP,4850,5587,13155,16142
3403019,New Jersey,Ocean Beach,1629,,,
3454360,New Jersey,Ocean City city,13949,15512,15378,11701
3454450,New Jersey,Ocean Gate borough,1385,2078,2076,2011
3454480,New Jersey,Ocean Grove CDP,,4818,4256,3342
3403042,New Jersey,Ocean Township,23570,,,
3454570,New Jersey,Oceanport borough,5888,6146,5807,5832
3454660,New Jersey,Ogdensburg borough,2737,2722,2638,2410
3454690,New Jersey,Old Bridge CDP,21815,22151,22833,23753
3454870,New Jersey,Old Tappan borough,4168,4254,5482,5750
3454960,New Jersey,Olivet CDP,,1315,1420,1408
3454990,New Jersey,Oradell borough,8658,8024,8047,7978
3455020,New Jersey,Orange CDP,31136,29925,32868,
3455500,New Jersey,Oxford CDP,1587,1767,2283,1090
3455770,New Jersey,Palisades Park borough,13732,14536,17073,19622
3455800,New Jersey,Palmyra borough,7085,7056,7091,7398
3455895,New Jersey,Panther Valley CDP,,,,3327
3455950,New Jersey,Paramus borough,26474,25067,25737,26342
3456130,New Jersey,Park Ridge borough,8515,8102,8708,8645
3456475,New Jersey,Parsippany-Troy Hills Township CDP,49868,48478,,
3456550,New Jersey,Passaic city,52463,58041,67861,69781
3457000,New Jersey,Paterson city,137970,140891,149222,146199
3457150,New Jersey,Paulsboro borough,6944,6577,6160,6097
3457300,New Jersey,Peapack and Gladstone borough,2038,2111,2433,2582
3457360,New Jersey,Pedricktown CDP,,,,524
3457480,New Jersey,Pemberton borough,1198,1367,1210,1409
3457540,New Jersey,Pemberton Heights CDP,3150,2941,2512,2423
3457600,New Jersey,Pennington borough,2109,2537,2696,2585
3457750,New Jersey,Penns Grove borough,5760,5228,4886,5147
3457690,New Jersey,Pennsauken CDP,33775,34733,35737,
3457840,New Jersey,Pennsville CDP,12467,12218,11657,11888
3458125,New Jersey,Pequannock Township CDP,13776,12844,,
3458200,New Jersey,Perth Amboy city,38951,41967,47303,50814
3458350,New Jersey,Phillipsburg town,16647,15757,15166,14950
3458590,New Jersey,Pine Beach borough,1796,1954,1950,2127
3458770,New Jersey,Pine Hill borough,8684,9854,10880,10233
3458830,New Jersey,Pine Lake Park CDP,,,,8707
3458852,New Jersey,Pine Ridge at Crestwood CDP,,2372,2025,2369
3458920,New Jersey,Pine Valley borough,23,19,20,12
3403190,New Jersey,Piscataway,42223,,,
3459070,New Jersey,Pitman borough,9744,9365,9331,9011
3459190,New Jersey,Plainfield city,45555,46567,47829,49808
3459285,New Jersey,Plainsboro Center CDP,,,2209,2712
3459500,New Jersey,Pleasant Plains CDP,,2577,,922
3459640,New Jersey,Pleasantville city,13435,16027,19012,20249
3459910,New Jersey,Point Pleasant Beach borough,5415,5112,5314,4665
3459880,New Jersey,Point Pleasant borough,17747,18177,19306,18392
3460030,New Jersey,Pomona CDP,2358,2624,4019,7124
3460090,New Jersey,Pompton Lakes borough,10660,10539,10640,11097
3460210,New Jersey,Port Colden CDP,,,,122
3460360,New Jersey,Port Monmouth CDP,,3558,3742,3818
3460450,New Jersey,Port Murray CDP,,,,129
3460510,New Jersey,Port Norris CDP,1730,1701,1507,1377
3460540,New Jersey,Port Reading CDP,,3977,3829,3728
3460600,New Jersey,Port Republic city,837,992,1037,1115
3460840,New Jersey,Presidential Lakes Estates CDP,2607,2450,2332,2365
3460900,New Jersey,Princeton borough,12035,12016,14203,12307
3460960,New Jersey,Princeton Junction CDP,2419,2362,2382,2465
3460975,New Jersey,Princeton Meadows CDP,,,13436,13834
3460990,New Jersey,Princeton North CDP,4814,4386,4528,
3461170,New Jersey,Prospect Park borough,5142,5053,5779,5865
3461440,New Jersey,Quinton CDP,,,,588
3461530,New Jersey,Rahway city,26723,25325,26500,27346
3461650,New Jersey,Ramblewood CDP,6475,6181,6003,5907
3461680,New Jersey,Ramsey borough,12899,13228,14351,14473
3461725,New Jersey,Ramtown CDP,,,5932,6242
3461980,New Jersey,Raritan borough,6128,5798,6338,6881
3462430,New Jersey,Red Bank borough,12031,10636,11844,12206
3462820,New Jersey,Richwood CDP,,,,3459
3462910,New Jersey,Ridgefield borough,10294,9996,10830,11032
3462940,New Jersey,Ridgefield Park village,12738,12454,12873,12729
3463000,New Jersey,Ridgewood village,25208,24152,24936,24958
3463150,New Jersey,Ringwood borough,12625,12623,12396,12228
3463180,New Jersey,Rio Grande CDP,2016,2505,2444,2670
3463360,New Jersey,River Edge borough,11111,10603,10946,11340
3463720,New Jersey,River Vale CDP,9489,9410,9449,
3463300,New Jersey,Riverdale borough,2530,2370,2498,3559
3463540,New Jersey,Riverside CDP,7941,7974,,
3463660,New Jersey,Riverton borough,3068,2775,2759,2779
3463840,New Jersey,Robbinsville CDP,,,,3041
3463900,New Jersey,Robertsville CDP,8461,9841,,11297
3464020,New Jersey,Rochelle Park CDP,5603,5587,5528,
3464050,New Jersey,Rockaway borough,6852,6243,6473,6438
3464170,New Jersey,Rockleigh borough,192,270,391,531
3464320,New Jersey,Rocky Hill borough,717,693,662,682
3464350,New Jersey,Roebling CDP,,,,3715
3464410,New Jersey,Roosevelt borough,835,884,933,882
3464590,New Jersey,Roseland borough,5330,4847,5298,5819
3464620,New Jersey,Roselle borough,20641,20314,21274,21085
3464650,New Jersey,Roselle Park borough,13377,12805,13281,13297
3464740,New Jersey,Rosenhayn CDP,,1053,1099,1098
3464860,New Jersey,Ross Corner CDP,,,,13
3464865,New Jersey,Rossmoor CDP,,3231,3129,2666
3465130,New Jersey,Rumson borough,7623,6701,7137,7122
3465160,New Jersey,Runnemede borough,9461,9042,8533,8468
3465280,New Jersey,Rutherford borough,19068,17790,18110,18061
3465370,New Jersey,Saddle Brook CDP,14084,13296,13155,
3465400,New Jersey,Saddle River borough,2763,2950,3201,3152
3465490,New Jersey,Salem city,6959,6883,5857,5146
3465790,New Jersey,Sayreville borough,29969,34986,40377,42704
3466090,New Jersey,Scotch Plains CDP,20774,21160,22732,
3466240,New Jersey,Sea Bright borough,1812,1693,1818,1412
3466330,New Jersey,Sea Girt borough,2650,2099,2148,1828
3466390,New Jersey,Sea Isle City city,2644,2692,2835,2114
3466300,New Jersey,Seabrook Farms CDP,1411,1457,1719,1484
3466450,New Jersey,Seaside Heights borough,1802,2366,3155,2887
3466480,New Jersey,Seaside Park borough,1795,1871,2263,1579
3466570,New Jersey,Secaucus town,13719,14061,15931,16264
3466720,New Jersey,Sewaren CDP,,2569,2780,2756
3466840,New Jersey,Shark River Hills CDP,,4228,3878,3697
3467020,New Jersey,Shiloh borough,604,408,534,516
3467110,New Jersey,Ship Bottom borough,1427,1352,1384,1156
3403535,New Jersey,Shore Hills (U),,,,
3467320,New Jersey,Short Hills CDP,,,,13165
3467350,New Jersey,Shrewsbury borough,2962,3096,3590,3809
3467590,New Jersey,Silver Lake CDP (Essex County),,,,4243
3467650,New Jersey,Silver Lake CDP (Warren County),,,,368
3467665,New Jersey,Silver Ridge CDP,,1138,1211,1133
3467710,New Jersey,Silverton CDP,7236,9175,,
3467770,New Jersey,Singac CDP,,,,3618
3467820,New Jersey,Six Mile Run CDP,,,,3184
3467860,New Jersey,Skillman CDP,,,,242
3468190,New Jersey,Smithville CDP,,,,7242
3468304,New Jersey,Society Hill CDP,,3577,3804,3829
3468340,New Jersey,Somerdale borough,5900,5440,5192,5151
3468430,New Jersey,Somers Point city,10330,11216,11614,10795
3468370,New Jersey,Somerset CDP,21731,22070,23040,22083
3468460,New Jersey,Somerville borough,11973,11632,12423,12098
3468550,New Jersey,South Amboy city,8322,7863,7913,8631
3468670,New Jersey,South Belmar borough,1566,1482,1806,
3468730,New Jersey,South Bound Brook borough,4331,4185,4492,4563
3469255,New Jersey,South Orange CDP,15864,16390,16964,
3469390,New Jersey,South Plainfield borough,20521,20489,21810,23385
3469420,New Jersey,South River borough,14361,13692,15322,16008
3469510,New Jersey,South Toms River borough,3954,3869,3634,3684
3469810,New Jersey,Spotswood borough,7840,7983,7880,8257
3470110,New Jersey,Spring Lake borough,4215,3499,3567,2993
3470140,New Jersey,Spring Lake Heights borough,5424,5341,5227,4713
3469900,New Jersey,Springdale CDP,,,14409,14518
3470050,New Jersey,Springfield CDP,13955,13420,14429,
3470380,New Jersey,Stanhope borough,3638,3393,3584,3610
3470800,New Jersey,Stewartsville CDP,,,,349
3470980,New Jersey,Stockton borough,643,629,560,538
3471010,New Jersey,Stone Harbor borough,1187,1025,1128,866
3471220,New Jersey,Stratford borough,8005,7614,7271,7040
3471250,New Jersey,Strathmere CDP,,,175,158
3471280,New Jersey,Strathmore CDP,,7060,6740,7258
3471370,New Jersey,Succasunna CDP,,,,9152
3471385,New Jersey,Succasunna-Kenvil CDP,10931,11781,12569,
3471430,New Jersey,Summit city,21071,19757,21131,21457
3471640,New Jersey,Surf City borough,1571,1375,1442,1205
3471670,New Jersey,Sussex borough,2418,2201,2145,2130
3471850,New Jersey,Swedesboro borough,2031,2024,2055,2584
3472240,New Jersey,Tavistock borough,9,35,24,5
3472390,New Jersey,Teaneck CDP,39007,37825,39260,
3472435,New Jersey,Ten Mile Run CDP,,,,1959
3472420,New Jersey,Tenafly borough,13552,13326,13806,14488
3472480,New Jersey,Teterboro borough,19,22,18,67
3473020,New Jersey,Tinton Falls borough,7740,12361,15053,17892
3473110,New Jersey,Toms River CDP,7465,7524,86327,88791
3473140,New Jersey,Totowa borough,11448,10177,9892,10804
3474000,New Jersey,Trenton city,92124,88675,85403,84913
3474210,New Jersey,Tuckerton borough,2472,3048,3517,3347
3474270,New Jersey,Turnersville CDP,,3843,3867,3742
3474330,New Jersey,Twin Rivers CDP,7742,7715,7422,7443
3474540,New Jersey,Union Beach borough,6354,6156,6649,6245
3474510,New Jersey,Union CDP,50184,50024,54405,
3474630,New Jersey,Union City city,55593,58012,67088,66455
3403820,New Jersey,Upper Greenwood Lake,2734,,,
3475020,New Jersey,Upper Montclair CDP,,,,11565
3475120,New Jersey,Upper Pohatcong CDP,,,,1781
3475140,New Jersey,Upper Saddle River borough,7958,7198,7741,8208
3475145,New Jersey,Upper Stewartsville CDP,,,,212
3475620,New Jersey,Ventnor City city,11704,11005,12910,10650
3475745,New Jersey,Vernon Center CDP,,,,1713
3475750,New Jersey,Vernon Valley CDP,1169,1696,1737,1626
3475800,New Jersey,Verona CDP,14166,13597,13533,
3475890,New Jersey,Victory Gardens borough,1043,1314,1546,1520
3475920,New Jersey,Victory Lakes CDP,,2160,2118,2111
3475950,New Jersey,Vienna CDP,,,,981
3476010,New Jersey,Villas CDP,5909,8136,9064,9483
3476070,New Jersey,Vineland city,53753,54780,56271,60724
3476107,New Jersey,Vista Center CDP,,,541,2095
3476250,New Jersey,Voorhees CDP,,,,976
3476400,New Jersey,Waldwick borough,10802,9757,9622,9625
3476490,New Jersey,Wallington borough,10741,10828,11583,11335
3476700,New Jersey,Wanamassa CDP,,4530,4551,4532
3476730,New Jersey,Wanaque borough,10025,9711,10266,11116
3476820,New Jersey,Waretown CDP,1175,1283,1582,1569
3477270,New Jersey,Washington borough,6429,6474,6712,6461
3477510,New Jersey,Washington Township CDP,9550,9245,8938,
3477600,New Jersey,Watchung borough,5290,5110,5613,5801
3477870,New Jersey,Wayne CDP,46474,47025,54069,
3477960,New Jersey,Weehawken CDP,13168,12385,,
3478110,New Jersey,Wenonah borough,2303,2331,2317,2278
3478350,New Jersey,West Belmar CDP,,2498,2606,2493
3478500,New Jersey,West Caldwell CDP,11407,10422,11233,
3478530,New Jersey,West Cape May borough,1091,1026,1095,1024
3479100,New Jersey,West Freehold CDP,9929,11166,12498,13613
3479310,New Jersey,West Long Branch borough,7380,7690,8258,8097
3479430,New Jersey,West Milford CDP,,25430,26410,
3479610,New Jersey,West New York town,39194,38125,45768,49708
3479790,New Jersey,West Orange CDP,39510,39103,44943,
3479820,New Jersey,West Paterson borough,11293,10982,10987,
3480210,New Jersey,West Wildwood borough,360,453,448,603
3479040,New Jersey,Westfield town,30447,28870,29644,30316
3479715,New Jersey,Weston CDP,,,,1235
3480120,New Jersey,Westville borough,4786,4573,4500,4288
3480270,New Jersey,Westwood borough,10714,10446,10999,10908
3480390,New Jersey,Wharton borough,5485,5405,6298,6522
3480630,New Jersey,White Horse CDP,10098,9397,9373,9494
3404073,New Jersey,White Horse-Yardville (U),,,,
3480720,New Jersey,White House Station CDP,,1287,1951,2089
3480750,New Jersey,White Meadow Lake CDP,8429,8002,9052,8836
3480840,New Jersey,Whitesboro CDP,1583,2080,1836,2205
3481042,New Jersey,Whittingham CDP,,,2483,2476
3481170,New Jersey,Wildwood city,4913,4484,5436,5325
3481200,New Jersey,Wildwood Crest borough,4149,3631,3980,3270
3481380,New Jersey,Williamstown CDP,5768,10891,11812,15567
3481470,New Jersey,Willingboro CDP,39912,36291,,
3404099,New Jersey,Winfield,1785,,,
3482570,New Jersey,Wood-Ridge borough,7929,7506,7644,7626
3481890,New Jersey,Woodbine borough,2809,2678,2716,2472
3481950,New Jersey,Woodbridge CDP,90074,17434,18309,19265
3482120,New Jersey,Woodbury city,10353,10904,10307,10174
3482180,New Jersey,Woodbury Heights borough,3460,3392,2988,3055
3482300,New Jersey,Woodcliff Lake borough,5644,5303,5745,5730
3482423,New Jersey,Woodland Park borough,,,,11819
3482450,New Jersey,Woodlynne borough,2578,2547,2796,2978
3482720,New Jersey,Woodstown borough,3250,3154,3136,3505
3482960,New Jersey,Wrightstown borough,3031,3843,748,802
3483080,New Jersey,Wyckoff CDP,15500,15372,16508,
3483170,New Jersey,Yardville CDP,,,,7186
3483185,New Jersey,Yardville-Groveville CDP,9414,9248,9208,
3483245,New Jersey,Yorketown CDP,5330,6313,6712,6535
3483290,New Jersey,Zarephath CDP,,,,37
3500240,New Mexico,Abeytas CDP,,,,56
3500310,New Mexico,Abiquiu CDP,,,,231
3500765,New Mexico,Acomita Lake CDP,,273,312,416
3500940,New Mexico,Adelino CDP,,,,823
3501220,New Mexico,Agua Fria CDP,,3717,2051,2800
3501640,New Mexico,Alamillo CDP,,,,102
3501710,New Mexico,Alamo CDP,,,1183,1085
3501780,New Mexico,Alamogordo city,24024,27596,35582,30403
3502000,New Mexico,Albuquerque city,331767,384736,448607,545852
3502070,New Mexico,Alcalde CDP,,308,377,285
3502210,New Mexico,Algodones CDP,,,688,814
3503400,New Mexico,Angel Fire village,,93,1048,1216
3503750,New Mexico,Animas CDP,,,,237
3503820,New Mexico,Anthony city,3285,5160,7904,9360
3503890,New Mexico,Anton Chico CDP,,,,188
3503970,New Mexico,Anzac Village CDP,,,,54
3504030,New Mexico,Apache Creek CDP,,,,67
3504450,New Mexico,Aragon CDP,,,,94
3504660,New Mexico,Arenas Valley CDP,,,,1522
3504870,New Mexico,Arrey CDP,,,,232
3505010,New Mexico,Arroyo Hondo CDP,,,,474
3505150,New Mexico,Arroyo Seco CDP,,,,1785
3505220,New Mexico,Artesia city,10385,10610,10692,11301
3505430,New Mexico,Atoka CDP,,,,1077
3505780,New Mexico,Aztec city,5512,5479,6378,6763
3506270,New Mexico,Bayard city,3036,2598,2534,2328
3506425,New Mexico,Beclabito CDP,,,339,317
3506480,New Mexico,Belen city,5617,6547,6901,7269
3506760,New Mexico,Bent CDP,,,,119
3506830,New Mexico,Berino CDP,,,,1441
3506970,New Mexico,Bernalillo town,3012,5960,6611,8320
3507145,New Mexico,Bibo CDP,,,,140
3507670,New Mexico,Black Rock CDP,,858,1252,1323
3507810,New Mexico,Blanco CDP,,,,388
3507880,New Mexico,Bloomfield city,4881,5214,6417,8112
3508185,New Mexico,Bluewater Acres CDP,,,,206
3508190,New Mexico,Bluewater Village CDP,,,,628
3508440,New Mexico,Boles Acres CDP,,1409,1172,1638
3508580,New Mexico,Bosque Farms village,3353,3791,3931,3904
3508860,New Mexico,Brazos CDP,,,,44
3509035,New Mexico,Brimhall Nizhoni CDP,,,373,199
3509630,New Mexico,Buckhorn CDP,,,,200
3510050,New Mexico,Caballo CDP,,,,112
3510470,New Mexico,Cañada de los Alamos CDP,,,358,434
3510610,New Mexico,Canjilon CDP,,,,256
3510750,New Mexico,Cannon AFB CDP,3798,3312,2557,2245
3510770,New Mexico,Cañon CDP,,,,327
3511310,New Mexico,Cañones CDP,,,,118
3511520,New Mexico,Canova CDP,,,,118
3511800,New Mexico,Capitan village,762,842,1443,1489
3512010,New Mexico,Capulin CDP,,,,66
3512150,New Mexico,Carlsbad city,25496,24952,25625,26138
3512220,New Mexico,Carlsbad North CDP,1271,1167,1245,
3512430,New Mexico,Carnuel CDP,,,872,1232
3512500,New Mexico,Carrizozo town,1222,1075,1036,996
3512786,New Mexico,Casa Colorada CDP,,,56,272
3512850,New Mexico,Causey village,81,57,52,104
3513200,New Mexico,Cedar Crest CDP,,,1060,958
3513270,New Mexico,Cedar Grove CDP,,,599,747
3513340,New Mexico,Cedar Hill CDP,,,,847
3513450,New Mexico,Cedro CDP,,,,430
3513550,New Mexico,Central village,1968,1835,,
3513970,New Mexico,Chama village,1090,1048,1199,1022
3514040,New Mexico,Chamberino CDP,,,,919
3514110,New Mexico,Chamisal CDP,,272,301,310
3514180,New Mexico,Chamita CDP,,,,870
3514200,New Mexico,Chamizal CDP,,,,101
3514250,New Mexico,Chaparral CDP,,2962,6117,14631
3514670,New Mexico,Chical CDP,,,,107
3514810,New Mexico,Chili CDP,,,,654
3514880,New Mexico,Chilili CDP,,,113,137
3514950,New Mexico,Chimayo CDP,1993,2789,2924,3177
3515300,New Mexico,Chupadero CDP,,,318,362
3515370,New Mexico,Church Rock CDP,,,1077,1128
3515440,New Mexico,Cimarron village,888,774,917,1021
3515560,New Mexico,City of the Sun CDP,,,,31
3515720,New Mexico,Clayton town,2968,2484,2524,2980
3515860,New Mexico,Cliff CDP,,,,293
3516280,New Mexico,Cloudcroft village,521,636,749,674
3516420,New Mexico,Clovis city,31194,30954,32667,37775
3516490,New Mexico,Cobre CDP,,,,39
3516560,New Mexico,Cochiti CDP,,434,507,528
3516585,New Mexico,Cochiti Lake CDP,,,,569
3517050,New Mexico,Columbus village,414,641,1765,1664
3517260,New Mexico,Conchas Dam CDP,,,,186
3517610,New Mexico,Cordova CDP,,,,414
3517680,New Mexico,Corona village,236,215,165,172
3517960,New Mexico,Corrales village,2791,5453,7334,8329
3518240,New Mexico,Costilla CDP,,,,205
3518310,New Mexico,Cotton City CDP,,,,388
3518660,New Mexico,Coyote CDP,,,,128
3518940,New Mexico,Crownpoint CDP,1134,2108,2630,2278
3519010,New Mexico,Cruzville CDP,,,,72
3519080,New Mexico,Crystal CDP,,,347,311
3519110,New Mexico,Cuartelez CDP,,,452,469
3519150,New Mexico,Cuba village,609,760,590,731
3519220,New Mexico,Cubero CDP,,,,289
3519500,New Mexico,Cundiyo CDP,,,95,72
3519640,New Mexico,Cuyamungue CDP,,329,421,479
3519645,New Mexico,Cuyamungue Grant CDP,,,,226
3519920,New Mexico,Datil CDP,,,,54
3520270,New Mexico,Deming city,9964,10970,14116,14855
3520480,New Mexico,Des Moines village,178,168,177,143
3520620,New Mexico,Dexter town,882,898,1235,1266
3520830,New Mexico,Dixon CDP,,,,926
3521110,New Mexico,Doña Ana CDP,,1202,1379,1211
3521180,New Mexico,Dora village,168,167,130,133
3521390,New Mexico,Dulce CDP,1648,2438,2623,2743
3521810,New Mexico,Duran CDP,,,,35
3522020,New Mexico,Eagle Nest village,202,189,306,290
3522230,New Mexico,East Pecos CDP,,,,757
3522370,New Mexico,Edgewood CDP,,3324,,
3522380,New Mexico,Edgewood town,,,1893,3735
3522390,New Mexico,Edith Endave CDP,,,,211
3522580,New Mexico,El Cerro CDP,,,,2953
3522582,New Mexico,El Cerro Mission CDP,,,,4657
3522584,New Mexico,El Cerro-Monterey Park CDP,,,5483,
3522650,New Mexico,El Duende CDP,,,,707
3523840,New Mexico,El Rancho CDP,,,817,1199
3524120,New Mexico,El Rito CDP,,,,808
3524347,New Mexico,El Valle de Arroyo Seco CDP,,,1149,1440
3522625,New Mexico,Eldorado at Santa Fe CDP,,2260,5799,6130
3522720,New Mexico,Elephant Butte city,,,1390,1431
3523000,New Mexico,Elida town,202,201,183,197
3524540,New Mexico,Encinal CDP,,,200,210
3524610,New Mexico,Encino village,155,131,94,82
3524960,New Mexico,Ensenada CDP,,,,107
3525100,New Mexico,Escondida CDP,,,,47
3525135,New Mexico,Escudilla Bonita CDP,,,,119
3525170,New Mexico,Española city,6803,8389,9688,10224
3525380,New Mexico,Estancia town,830,792,1584,1655
3525450,New Mexico,Eunice city,2970,2676,2562,2922
3525590,New Mexico,Fairacres CDP,,,,824
3525800,New Mexico,Farmington city,31222,33997,37844,45877
3525870,New Mexico,Faywood CDP,,,,33
3526010,New Mexico,Fence Lake CDP,,,,42
3526360,New Mexico,Flora Vista CDP,,1021,1383,2191
3526570,New Mexico,Floyd village,146,117,78,133
3526780,New Mexico,Folsom village,73,71,75,56
3527340,New Mexico,Fort Sumner village,1421,1269,1249,1031
3527970,New Mexico,Galisteo CDP,,,265,253
3528180,New Mexico,Gallina CDP,,,,286
3528460,New Mexico,Gallup city,18161,19154,20209,21678
3528670,New Mexico,Garfield CDP,,,,137
3529160,New Mexico,Gila CDP,,,,314
3529540,New Mexico,Glen Acres CDP,,,,208
3529790,New Mexico,Glenwood CDP,,,,143
3529860,New Mexico,Glorieta CDP,,,859,430
3530000,New Mexico,Golden CDP,,,,37
3530210,New Mexico,Grady village,122,110,98,107
3530490,New Mexico,Grants city,11439,8626,8806,9182
3530770,New Mexico,Grenville village,39,24,25,38
3531190,New Mexico,Hachita CDP,,,,49
3531330,New Mexico,Hagerman town,936,961,1168,1257
3531540,New Mexico,Hanover CDP,,,,167
3531680,New Mexico,Happy Valley CDP,,,,519
3531820,New Mexico,Hatch village,1028,1136,1673,1648
3532100,New Mexico,Hernandez CDP,,,,946
3532160,New Mexico,High Rolls CDP,,,,834
3532148,New Mexico,Highland Meadows CDP,,,,624
3532380,New Mexico,Hillsboro CDP,,,,124
3532520,New Mexico,Hobbs city,29153,29115,28657,34122
