city_fips,st,place,p1980,p1990,p2000,p2010
3532940,New Mexico,Holloman AFB CDP,7245,5891,2076,3054
3533130,New Mexico,Homestead CDP,,,,47
3533290,New Mexico,Hope village,111,101,107,105
3533640,New Mexico,Hot Springs Landing CDP,,,,110
3533710,New Mexico,House village,117,85,72,68
3533762,New Mexico,Huerfano CDP,,,104,
3533850,New Mexico,Hurley town,1616,1534,1464,1297
3534430,New Mexico,Indian Hills CDP,,,,892
3534655,New Mexico,Isleta Pueblo CDP,1246,1703,,
3534760,New Mexico,Isleta Village Proper CDP,,,496,491
3534900,New Mexico,Jacona CDP,,,,412
3534925,New Mexico,Jaconita CDP,,375,343,332
3535040,New Mexico,Jal city,2675,2156,1996,2047
3535110,New Mexico,Jarales CDP,,,1434,2475
3535250,New Mexico,Jemez Pueblo CDP,1503,1301,1953,1788
3535320,New Mexico,Jemez Springs village,316,413,375,250
3535595,New Mexico,Keeler Farm CDP,,,,1305
3536090,New Mexico,Kingston CDP,,,,32
3536230,New Mexico,Kirtland CDP,2358,3552,6190,7875
3536720,New Mexico,La Cienega CDP,,1066,3007,3819
3536880,New Mexico,La Cueva CDP,,,,168
3537407,New Mexico,La Hacienda CDP,,,,725
3537420,New Mexico,La Huerta CDP,,,,1246
3537490,New Mexico,La Jara CDP,,,209,207
3537700,New Mexico,La Joya CDP,,,,82
3538330,New Mexico,La Luz CDP,1194,1625,1615,1697
3538470,New Mexico,La Madera CDP,,,,154
3538680,New Mexico,La Mesa CDP,,,,728
3538820,New Mexico,La Mesilla CDP,,,,1772
3539030,New Mexico,La Plata CDP,,,,612
3539170,New Mexico,La Puebla CDP,,,1296,1186
3540220,New Mexico,La Union CDP,,,,1106
3540360,New Mexico,La Villita CDP,,,,957
3537070,New Mexico,Laguna CDP,,434,423,1241
3537840,New Mexico,Lake Arthur town,327,336,432,436
3537860,New Mexico,Lake Roberts CDP,,,,53
3537862,New Mexico,Lake Roberts Heights CDP,,,,32
3537875,New Mexico,Lake Sumner CDP,,,86,143
3537910,New Mexico,Lake Valley CDP,,,,64
3538890,New Mexico,Lamy CDP,,,137,218
3539380,New Mexico,Las Cruces city,45086,62126,74267,97618
3539430,New Mexico,Las Maravillas CDP,,,,1628
3539450,New Mexico,Las Nutrias CDP,,,,149
3539520,New Mexico,Las Palomas CDP,,,,173
3500230,New Mexico,Las Vegas,,,,
3539940,New Mexico,Las Vegas city,14322,14753,14565,13753
3540525,New Mexico,Lee Acres CDP,,,,5858
3540570,New Mexico,Lemitar CDP,,,,330
3541420,New Mexico,Livingston Wheeler CDP,,,,609
3541620,New Mexico,Llano del Medio CDP,,,,118
3541970,New Mexico,Loco Hills CDP,,,,126
3542040,New Mexico,Logan village,735,870,1094,1042
3542180,New Mexico,Lordsburg city,3195,2951,3379,2797
3542320,New Mexico,Los Alamos CDP,11039,11455,11909,12019
3542600,New Mexico,Los Cerrillos CDP,,,229,321
3542740,New Mexico,Los Chaves CDP,,3872,5033,5446
3543300,New Mexico,Los Luceros CDP,,,,906
3543370,New Mexico,Los Lunas village,3525,6013,10034,14835
3543510,New Mexico,Los Ojos CDP,,,,125
3543930,New Mexico,Los Ranchos de Albuquerque village,2702,3955,5092,6024
3544145,New Mexico,Los Trujillos-Gabaldon CDP,,1841,2166,
3544420,New Mexico,Loving village,1355,1243,1326,1413
3544490,New Mexico,Lovington city,9727,9322,9471,11009
3544595,New Mexico,Lower Frisco CDP,,,,31
3545190,New Mexico,Luis Lopez CDP,,,,107
3545260,New Mexico,Lumberton CDP,,,,73
3545330,New Mexico,Luna CDP,,,,158
3545400,New Mexico,Lyden CDP,,,,245
3546100,New Mexico,Madrid CDP,,,149,204
3546170,New Mexico,Madrone CDP,,,,707
3546310,New Mexico,Magdalena village,1022,861,913,938
3546380,New Mexico,Malaga CDP,,,,147
3546730,New Mexico,Manzano CDP,,,54,29
3546770,New Mexico,Manzano Springs CDP,,,,137
3547080,New Mexico,Maxwell village,316,247,274,254
3547150,New Mexico,Mayhill CDP,,,,75
3545690,New Mexico,McCartys Village CDP,,,,48
3546030,New Mexico,McIntosh CDP,,,,1484
3547220,New Mexico,Meadow Lake CDP,,1590,4491,4708
3500267,New Mexico,Meadow Vista,3377,,,
3547570,New Mexico,Melrose village,649,662,736,651
3547920,New Mexico,Mescalero CDP,1259,1159,1233,1338
3548060,New Mexico,Mesilla town,2029,1975,2180,2196
3548200,New Mexico,Mesita CDP,,627,776,804
3548270,New Mexico,Mesquite CDP,,,948,1112
3548340,New Mexico,Mexican Springs CDP,,242,,
3548425,New Mexico,Middle Frisco CDP,,,,77
3548480,New Mexico,Midway CDP,,,,971
3548620,New Mexico,Milan village,3747,1911,1891,3245
3548830,New Mexico,Mimbres CDP,,,,667
3549515,New Mexico,Monterey Park CDP,,,,1567
3549950,New Mexico,Monument CDP,,,,206
3550020,New Mexico,Moquino CDP,,,,37
3550090,New Mexico,Mora CDP,,,,656
3550160,New Mexico,Moriarty city,1276,1399,1765,1910
3550195,New Mexico,Morningside CDP,,,,367
3550300,New Mexico,Mosquero village,197,164,120,93
3550515,New Mexico,Mountain View CDP,,,,122
3550370,New Mexico,Mountainair town,1170,926,1116,928
3550720,New Mexico,Nadine CDP,,,,376
3550790,New Mexico,Nageezi CDP,,,296,286
3550860,New Mexico,Nakaibito CDP,,,455,466
3550930,New Mexico,Nambe CDP,1017,1246,,1818
3551035,New Mexico,Napi Headquarters CDP,,,706,727
3551140,New Mexico,Nara Visa CDP,,,,95
3551280,New Mexico,Naschitti CDP,,323,360,301
3551420,New Mexico,Navajo CDP,,1985,2097,1645
3551490,New Mexico,Navajo Dam CDP,,,,281
3551715,New Mexico,Nenahnezad CDP,,,726,688
3551770,New Mexico,Newcomb CDP,,388,387,339
3551840,New Mexico,Newkirk CDP,,,,7
3552190,New Mexico,Nogal CDP,,,,96
3552300,New Mexico,North Acomita Village CDP,,314,288,303
3552500,New Mexico,North Hobbs CDP,,,,5391
3552540,New Mexico,North Hurley CDP,,,,300
3552560,New Mexico,North Light Plant CDP,,,,414
3552680,New Mexico,North San Ysidro CDP,,,,159
3552750,New Mexico,North Valley CDP,13006,12507,11923,11333
3553010,New Mexico,Oasis CDP,,,,149
3553150,New Mexico,Ohkay Owingeh CDP,,,,1143
3553485,New Mexico,Ojo Amarillo CDP,,955,829,766
3554430,New Mexico,Organ CDP,,,,323
3554500,New Mexico,Orogrande CDP,,,,52
3554710,New Mexico,Paguate CDP,,492,474,421
3554940,New Mexico,Pajarito Mesa CDP,,,,579
3555270,New Mexico,Paradise Hills CDP,5096,5513,,4256
3555340,New Mexico,Paraje CDP,,622,669,777
3555550,New Mexico,Pastura CDP,,,,23
3555595,New Mexico,Peak Place CDP,,,,377
3555605,New Mexico,Pecan Park CDP,,,,75
3555620,New Mexico,Pecos village,885,1012,1441,1392
3555830,New Mexico,Peña Blanca CDP,,300,661,709
3555900,New Mexico,Peñasco CDP,,648,572,589
3556180,New Mexico,Peralta town,,3182,3750,3660
3556810,New Mexico,Picuris Pueblo CDP,,,86,68
3556950,New Mexico,Pie Town CDP,,,,186
3557190,New Mexico,Pinehill CDP,,,116,88
3557440,New Mexico,Pinon CDP,,,,25
3557510,New Mexico,Pinos Altos CDP,,,,198
3557990,New Mexico,Placitas CDP (Doña Ana County),,,,576
3558070,New Mexico,Placitas CDP (Sandoval County),,1611,3452,4977
3558210,New Mexico,Playas CDP,,,,74
3558420,New Mexico,Pleasanton CDP,,,,106
3558630,New Mexico,Pojoaque CDP,,1037,1261,1907
3558910,New Mexico,Polvadera CDP,,,,269
3558980,New Mexico,Ponderosa CDP,,,310,387
3559120,New Mexico,Ponderosa Pine CDP,,,,1195
3559260,New Mexico,Portales city,9940,10690,11131,12280
3559750,New Mexico,Pueblito CDP,,,,91
3559820,New Mexico,Pueblitos CDP,,,,794
3559860,New Mexico,Pueblo CDP,,,,125
3559950,New Mexico,Pueblo of Sandia Village CDP,,,344,369
3560000,New Mexico,Pueblo Pintado CDP,,,247,192
3560170,New Mexico,Puerto de Luna CDP,,,,141
3560205,New Mexico,Pulpotio Bareas CDP,,,,120
3560730,New Mexico,Quemado CDP,,,,228
3560870,New Mexico,Questa village,1202,1707,1864,1770
3561010,New Mexico,Radium Springs CDP,,,1518,1699
3561220,New Mexico,Ramah CDP,,,407,370
3561675,New Mexico,Rancho Grande CDP,,,,142
3561710,New Mexico,Ranchos de Taos CDP,1411,1779,2390,2518
3562060,New Mexico,Raton city,8225,7372,7282,6885
3562200,New Mexico,Red River town,332,387,484,477
3562340,New Mexico,Regina CDP,,,99,105
3562620,New Mexico,Reserve village,439,319,387,289
3562760,New Mexico,Ribera CDP,,,,416
3562900,New Mexico,Rincon CDP,,,220,271
3563110,New Mexico,Rio Chiquito CDP,,,103,
3563145,New Mexico,Rio Communities CDP,2089,3233,4213,4723
3563156,New Mexico,Rio Communities North CDP,,,1588,
3563168,New Mexico,Rio en Medio CDP,,,131,143
3563250,New Mexico,Rio Lucio CDP,,,379,389
3563460,New Mexico,Rio Rancho city,9985,32505,51765,87521
3563660,New Mexico,Rivers CDP,,,,28
3564230,New Mexico,Rock Springs CDP,,,558,567
3564370,New Mexico,Rodeo CDP,,,,101
3564440,New Mexico,Rodey CDP,,,,388
3564900,New Mexico,Rosedale CDP,,,,394
3564930,New Mexico,Roswell city,39676,44654,45293,48366
3565000,New Mexico,Rowe CDP,,,,415
3565070,New Mexico,Roy village,381,362,304,234
3565280,New Mexico,Ruidoso Downs city,949,920,1824,2815
3565210,New Mexico,Ruidoso village,4260,4600,7698,8029
3565560,New Mexico,Sacramento CDP,,,,58
3565840,New Mexico,Salem CDP,,,795,942
3565910,New Mexico,San Acacia CDP,,,,44
3500347,New Mexico,San Andres-Alameda Estates,2024,,,
3566120,New Mexico,San Antonio CDP,,,,165
3566330,New Mexico,San Antonito CDP (Bernalillo County),,,,985
3566400,New Mexico,San Antonito CDP (Socorro County),,,,94
3566540,New Mexico,San Cristobal CDP,,,,273
3567450,New Mexico,San Felipe Pueblo CDP,1465,1557,2080,2404
3567520,New Mexico,San Fidel CDP,,,,138
3568010,New Mexico,San Ildefonso Pueblo CDP,,447,458,524
3568150,New Mexico,San Jon village,341,277,306,216
3568430,New Mexico,San Jose CDP (Rio Arriba County),,,,695
3568500,New Mexico,San Jose CDP (San Miguel County),,,,137
3568705,New Mexico,San Juan CDP,,465,592,
3568920,New Mexico,San Lorenzo CDP,,,,97
3569060,New Mexico,San Luis CDP,,,,59
3569270,New Mexico,San Mateo CDP,,,,161
3569410,New Mexico,San Miguel CDP,,,,1153
3569645,New Mexico,San Pablo CDP,,,,806
3569825,New Mexico,San Pedro CDP,,,,184
3569875,New Mexico,San Rafael CDP,,,,933
3571015,New Mexico,San Ysidro CDP,,,,2090
3571020,New Mexico,San Ysidro village,199,233,238,193
3566720,New Mexico,Sandia CDP,5288,6742,,
3566765,New Mexico,Sandia Heights CDP,,3519,,3193
3566890,New Mexico,Sandia Knolls CDP,,,,1208
3566960,New Mexico,Sandia Park CDP,,,,237
3569620,New Mexico,Sanostee CDP,,626,429,371
3570250,New Mexico,Santa Ana Pueblo CDP,,476,479,610
3570390,New Mexico,Santa Clara Pueblo CDP,,1156,980,1018
3570270,New Mexico,Santa Clara village,,,1944,1686
3570460,New Mexico,Santa Cruz CDP,,2504,423,368
3570500,New Mexico,Santa Fe city,48953,55859,62203,67947
3570670,New Mexico,Santa Rosa city,2469,2263,2744,2848
3570700,New Mexico,Santa Teresa CDP,,,2607,4258
3570810,New Mexico,Santo Domingo Pueblo CDP,2082,2866,2550,2456
3571145,New Mexico,Sausal CDP,,,,1056
3571440,New Mexico,Seama CDP,,403,333,465
3571510,New Mexico,Seboyeta CDP,,,,179
3571700,New Mexico,Sedillo CDP,,,,802
3571790,New Mexico,Sena CDP,,,,129
3572600,New Mexico,Sheep Springs CDP,,,237,245
3572770,New Mexico,Shiprock CDP,7237,7687,8156,8295
3573260,New Mexico,Silver City town,9887,10683,10545,10315
3573440,New Mexico,Skyline-Ganipa CDP,,946,1035,1224
3573540,New Mexico,Socorro city,7173,8159,8877,9051
3573680,New Mexico,Soham CDP,,,,210
3573890,New Mexico,Sombrillo CDP,,,493,351
3573925,New Mexico,South Acomita Village CDP,,,,105
3574520,New Mexico,South Valley CDP,38916,35701,39060,40976
3574660,New Mexico,Spencerville CDP,,,,1258
3574800,New Mexico,Springer town,1657,1262,1285,1047
3575640,New Mexico,Sunland Park city,,8179,13309,14106
3575710,New Mexico,Sunshine CDP,,,,420
3576060,New Mexico,Tajique CDP,,,148,130
3576130,New Mexico,Talpa CDP,,,,778
3576410,New Mexico,Taos Pueblo CDP,,1187,1264,1135
3576480,New Mexico,Taos Ski Valley village,,,56,69
3576200,New Mexico,Taos town,3369,4065,4700,5716
3576620,New Mexico,Tatum town,896,768,683,798
3576760,New Mexico,Tecolote CDP,,,,298
3576830,New Mexico,Tecolotito CDP,,,,232
3577040,New Mexico,Tesuque CDP,1014,1490,909,925
3577100,New Mexico,Tesuque Pueblo CDP,,,,233
3577250,New Mexico,Texico city,958,966,1065,1130
3577530,New Mexico,Thoreau CDP,1099,,1863,1865
3577670,New Mexico,Tierra Amarilla CDP,,,,382
3577880,New Mexico,Tijeras village,311,340,474,541
3577950,New Mexico,Timberon CDP,,,309,348
3578440,New Mexico,Tohatchi CDP,1011,661,1037,808
3578650,New Mexico,Tome CDP,,,,1867
3578685,New Mexico,Tome-Adelino CDP,,1695,2211,
3579070,New Mexico,Torreon CDP (Sandoval County),,,297,326
3579140,New Mexico,Torreon CDP (Torrance County),,,244,237
3579680,New Mexico,Trout Valley CDP,,,,16
3579700,New Mexico,Truchas CDP,,,,560
3579840,New Mexico,Truth or Consequences city,5219,6221,7289,6475
3579885,New Mexico,Tse Bonito CDP,,,261,299
3579910,New Mexico,Tucumcari city,6765,6831,5989,5363
3579980,New Mexico,Tularosa village,2536,2615,2864,2842
3580470,New Mexico,Twin Forks CDP,,,,196
3580540,New Mexico,Twin Lakes CDP,,,1069,1052
3580820,New Mexico,Tyrone CDP,,,,637
3581030,New Mexico,University Park CDP,4353,4520,2732,4192
3500432,New Mexico,University Park-Tortugas (U),,,,
3581177,New Mexico,Upper Fruitland CDP,,,1664,1662
3581450,New Mexico,Ute Park CDP,,,,71
3581520,New Mexico,Vadito CDP,,283,242,270
3581590,New Mexico,Vado CDP,,,3003,3194
3581800,New Mexico,Valencia CDP,,3917,4500,2192
3582570,New Mexico,Vaughn town,737,633,539,446
3582640,New Mexico,Veguita CDP,,,,232
3582710,New Mexico,Velarde CDP,,,,502
3582800,New Mexico,Ventura CDP,,,,468
3583130,New Mexico,Villanueva CDP,,,,229
3583200,New Mexico,Virden village,246,108,143,152
3583340,New Mexico,Wagon Mound village,416,319,369,314
3583760,New Mexico,Waterflow CDP,,,,1670
3583830,New Mexico,Watrous CDP,,,,135
3583970,New Mexico,Weed CDP,,,,63
3584200,New Mexico,West Hammond CDP,,,,2790
3584740,New Mexico,White Rock CDP,6560,6192,6045,5725
3584845,New Mexico,White Sands CDP,3120,2616,1323,1651
3584975,New Mexico,White Signal CDP,,,,181
3584950,New Mexico,Whites City CDP,,,,7
3585160,New Mexico,Willard village,166,183,240,253
3585300,New Mexico,Williamsburg village,433,456,527,449
3585485,New Mexico,Windmill CDP,,,,43
3585720,New Mexico,Winston CDP,,,,61
3585860,New Mexico,Yah-ta-hey CDP,,,580,590
3586175,New Mexico,Young Place CDP,,,,187
3586210,New Mexico,Youngsville CDP,,,,56
3586420,New Mexico,Zia Pueblo CDP,,637,646,737
3586595,New Mexico,Zuni Pueblo CDP,5551,5857,6367,6302
3600155,New York,Accord CDP,,,622,562
3600232,New York,Adams Center CDP,1519,1675,1500,1568
3600199,New York,Adams village,1701,1753,1624,1775
3600276,New York,Addison village,2028,1842,1797,1763
3600342,New York,Afton village,982,838,836,822
3600408,New York,Airmont village,,7835,7799,8628
3600441,New York,Akron village,2971,2906,3085,2868
3601000,New York,Albany city,101727,101082,95658,97856
3601011,New York,Albertson CDP,5561,5166,5200,5182
3601033,New York,Albion village,4897,5863,7438,6056
3601088,New York,Alden village,2488,2457,2666,2605
3601154,New York,Alexander village,483,445,481,509
3601187,New York,Alexandria Bay village,1265,1194,1088,1078
3601198,New York,Alfred village,4967,4559,3954,4174
3601286,New York,Allegany village,2078,1980,1883,1816
3601440,New York,Almond village,568,458,461,466
3601517,New York,Altamont village,1292,1519,1737,1720
3601550,New York,Altmar village,347,336,351,407
3601572,New York,Altona CDP,,1003,1056,730
3601594,New York,Amagansett CDP,2188,,1067,1165
3601682,New York,Amenia CDP,1183,1057,1115,955
3601737,New York,Ames village,224,166,173,145
3602044,New York,Amityville village,9076,9286,9441,9523
3602066,New York,Amsterdam city,21872,20714,18355,18620
3602121,New York,Andes CDP,372,292,289,252
3602143,New York,Andover village,1120,1125,1073,1042
3602176,New York,Angelica village,982,963,903,869
3602220,New York,Angola on the Lake CDP,1907,1719,1771,1675
3602198,New York,Angola village,2292,2231,2266,2127
3602286,New York,Antwerp village,749,739,716,686
3602308,New York,Apalachin CDP,1227,1208,1126,1131
3602374,New York,Aquebogue CDP,,2060,2254,2438
3602407,New York,Arcade village,2052,2081,2026,2071
3602506,New York,Ardsley village,4183,4272,4269,4452
3602550,New York,Argyle village,320,295,289,306
3602583,New York,Arkport village,811,770,832,844
3602616,New York,Arlington CDP,11305,11948,12481,4061
3602649,New York,Armonk CDP,2238,2745,3461,4330
3602737,New York,Asharoken village,635,807,625,654
3602902,New York,Athens village,1738,1708,1695,1668
3602968,New York,Atlantic Beach village,1775,1933,1986,1891
3603001,New York,Attica village,2659,2630,2597,2547
3603254,New York,Au Sable Forks CDP,,,670,559
3603078,New York,Auburn city,32548,31258,28574,27687
3603188,New York,Aurora village,926,687,720,724
3603320,New York,Averill Park CDP,1337,1656,1517,1693
3603331,New York,Avoca village,1144,1033,1008,946
3603353,New York,Avon village,3006,2995,2977,3394
3603408,New York,Babylon village,12388,12249,12615,12166
3604033,New York,Bainbridge village,1603,1550,1365,1355
3604055,New York,Baiting Hollow CDP,,,1449,1642
3604143,New York,Baldwin CDP,31630,22719,23455,24033
3604154,New York,Baldwin Harbor CDP,,7899,8147,8102
3604198,New York,Baldwinsville village,6446,6591,7053,7378
3604253,New York,Ballston Spa village,4711,4937,5556,5409
3604286,New York,Balmville CDP,2919,2963,3339,3178
3604396,New York,Bardonia CDP,,4487,4367,4108
3604440,New York,Barker village,535,569,577,533
3604528,New York,Barneveld village,396,272,332,284
3604550,New York,Barnum Island CDP,,2624,2487,2414
3604715,New York,Batavia city,16703,16310,16256,15465
3604759,New York,Bath village,6042,5801,5641,5786
3604803,New York,Baxter Estates village,911,961,1006,999
3604891,New York,Bay Park CDP,,,2300,2212
3604935,New York,Bay Shore CDP,10784,21279,23852,26337
3600253,New York,Bayberry-Lynelle Meadows,14813,,,
3604913,New York,Bayport CDP,9282,7702,8662,8896
3605034,New York,Bayville village,7034,7193,7135,6669
3605039,New York,Baywood CDP,,7351,7571,7350
3605100,New York,Beacon city,12937,13243,13808,15541
3605188,New York,Beaver Dam Lake CDP,,,2779,2242
3605204,New York,Beaverdam Lake-Salisbury Mills CDP,1324,2354,,
3605309,New York,Bedford CDP,1633,1828,1724,1834
3605342,New York,Bedford Hills CDP,,,,3001
3605562,New York,Belfast CDP,,,,837
3605672,New York,Belle Terre village,826,839,832,792
3605661,New York,Bellerose Terrace CDP,,,2157,2198
3605639,New York,Bellerose village,1187,1101,1173,1193
3605683,New York,Belleville CDP,,,,226
3605738,New York,Bellmore CDP,18106,16438,16441,16218
3605771,New York,Bellport village,2809,2572,2363,2084
3605815,New York,Belmont village,1024,1006,952,969
3605848,New York,Bemus Point village,444,383,340,364
3606046,New York,Bergen village,976,1103,1240,1176
3600316,New York,Berkshire,1095,,,
3606387,New York,Bethpage CDP,16840,15761,16543,16429
3606480,New York,Big Flats Airport CDP,,2248,2184,
3606464,New York,Big Flats CDP,2892,2658,2482,5277
3606574,New York,Billington Heights CDP,1782,1729,1691,1685
3606607,New York,Binghamton city,55860,53008,47380,47376
3606644,New York,Binghamton University CDP,,,,6177
3606794,New York,Black River village,1384,1349,1285,1348
3606849,New York,Blasdell village,3288,2900,2718,2553
