name,st,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
Greendale,Wisconsin,14046,14405,15128,16928,15089,6843,2752,2527,0,0,0,0
Greenfield,Wisconsin,36720,35476,33403,31353,24424,17636,0,0,0,0,0,0
Greenwood,Wisconsin,1026,1079,969,1124,1036,1041,956,776,651,761,665,708
Gresham,Wisconsin,586,575,515,534,448,458,427,295,310,309,350,0
Hales Corners,Wisconsin,7692,7765,7623,7110,7771,5549,0,0,0,0,0,0
Hammond,Wisconsin,1922,1153,1097,991,768,645,554,467,395,368,408,404
Hancock,Wisconsin,417,463,382,419,404,367,449,481,420,443,510,0
Harrison,Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0
Hartford,Wisconsin,14223,10905,8188,7159,6499,5627,4549,3910,3754,4515,2982,1632
Hartland,Wisconsin,9110,7905,6906,5559,2763,2088,1190,998,945,800,728,629
Hatley,Wisconsin,574,476,295,300,315,306,299,270,251,290,0,0
Haugen,Wisconsin,287,287,305,251,246,265,246,268,249,426,0,0
Hawkins,Wisconsin,305,317,375,407,385,402,414,496,372,0,0,0
Hayward,Wisconsin,2318,2129,1897,1698,1457,1540,1577,1571,1207,1302,0,0
Hazel Green,Wisconsin,1256,1183,1171,1282,982,807,635,582,601,647,621,442
Hewitt,Wisconsin,828,670,595,470,0,0,0,0,0,0,0,0
Highland,Wisconsin,842,855,799,860,785,741,785,902,739,1024,1096,913
Hilbert,Wisconsin,1132,1089,1211,1176,896,736,648,607,519,614,572,497
Hillsboro,Wisconsin,1417,1302,1288,1263,1231,1366,1341,1146,972,950,804,785
Hixton,Wisconsin,433,446,345,364,300,310,315,301,270,0,0,0
Hobart,Wisconsin,6182,0,0,0,0,0,0,0,0,0,0,0
Hollandale,Wisconsin,288,283,256,271,256,275,281,290,241,236,265,0
Holmen,Wisconsin,9005,6200,3220,2411,1081,635,584,0,0,0,0,0
Horicon,Wisconsin,3655,3775,3873,3584,3356,2996,2664,2253,2214,2134,1881,1376
Hortonville,Wisconsin,2711,2357,2029,2016,1524,1366,1081,968,906,960,863,913
Howard,Wisconsin,17399,13546,9874,8240,4911,3485,0,0,0,0,0,0
Howards Grove,Wisconsin,3188,2792,2329,1838,998,0,0,0,0,0,0,0
Hudson,Wisconsin,12719,8775,6378,5434,5049,4325,3435,2987,2725,3014,2810,3259
Hurley,Wisconsin,1547,1818,1782,2015,2418,2763,3034,3375,3264,3188,0,0
Hustisford,Wisconsin,1123,1135,979,874,789,708,622,564,537,595,615,540
Hustler,Wisconsin,194,113,156,170,190,177,194,167,161,163,0,0
Independence,Wisconsin,1336,1244,1041,1180,1036,954,1088,1036,866,805,664,630
Ingram,Wisconsin,78,76,91,61,109,99,146,174,153,124,360,0
Iola,Wisconsin,1301,1298,1125,957,900,831,867,746,763,843,850,558
Iron Ridge,Wisconsin,929,998,887,766,480,419,341,273,260,287,0,0
Ironton,Wisconsin,253,250,200,206,195,167,176,213,184,199,0,0
Jackson,Wisconsin,6753,4938,2486,1817,561,458,361,302,227,230,0,0
Janesville,Wisconsin,63575,59498,52133,51071,46426,35164,24899,22992,21628,18293,13894,13185
Jefferson,Wisconsin,7973,7338,6078,5647,5429,4548,3625,3059,2639,2572,2582,2584
Johnson Creek,Wisconsin,2738,1581,1259,1136,790,686,575,511,457,493,425,0
Junction City,Wisconsin,439,440,502,523,396,381,330,308,275,275,0,0
Juneau,Wisconsin,2814,2485,2157,2045,2043,1718,1444,1301,1154,1159,1003,891
Kaukauna,Wisconsin,15462,12983,11982,11310,11308,10096,8337,7382,6581,5951,4717,5115
Kekoskee,Wisconsin,161,169,188,224,233,247,0,0,0,0,0,0
Kellnersville,Wisconsin,332,374,350,369,0,0,0,0,0,0,0,0
Kendall,Wisconsin,472,469,453,486,468,528,558,478,517,506,477,460
Kennan,Wisconsin,135,171,169,194,167,162,194,256,194,319,184,0
Kenosha,Wisconsin,99218,90352,80352,77685,78805,67899,54368,48765,50262,40472,21371,11606
Kewaskum,Wisconsin,4004,3274,2515,2394,1926,1572,1183,880,799,707,625,679
Kewaunee,Wisconsin,2952,2806,2750,2801,2901,2772,2583,2533,2409,1865,1839,1773
Kiel,Wisconsin,3738,3450,2910,3083,2848,2524,2129,1898,1803,1599,1244,924
Kimberly,Wisconsin,6468,6146,5406,5881,6131,5322,3179,2618,2256,1382,600,0
Kingston,Wisconsin,326,288,346,328,343,343,334,295,270,0,0,0
Knapp,Wisconsin,463,421,419,419,369,374,424,436,424,478,413,0
Kohler,Wisconsin,2120,1926,1817,1651,1738,1524,1716,1789,1748,403,0,0
Kronenwetter,Wisconsin,7210,0,0,0,0,0,0,0,0,0,0,0
La Crosse,Wisconsin,51320,51818,51003,48347,50286,47575,47535,42707,39614,30421,30417,28895
La Farge,Wisconsin,746,775,766,746,748,833,905,921,756,788,654,488
La Valle,Wisconsin,367,326,446,412,411,417,448,408,415,447,421,386
Lac La Belle,Wisconsin,290,329,258,289,227,276,174,66,0,0,0,0
Ladysmith,Wisconsin,3414,3932,3938,3826,3674,3584,3924,3671,3493,3581,2352,0
Lake Delton,Wisconsin,2914,1982,1470,1158,1059,714,0,0,0,0,0,0
Lake Geneva,Wisconsin,7651,7148,5979,5612,4890,4929,4300,3238,3073,2632,3079,2585
Lake Hallie,Wisconsin,6448,0,0,0,0,0,0,0,0,0,0,0
Lake Mills,Wisconsin,5708,4843,4143,3670,3556,2951,2516,2219,2007,1754,1672,1387
Lake Nebagamon,Wisconsin,1069,1015,900,780,523,346,340,357,367,458,483,0
Lancaster,Wisconsin,3868,4070,4192,4076,3756,3703,3266,2963,2432,2485,2329,2403
Lannon,Wisconsin,1107,1009,924,987,1056,1084,438,378,434,0,0,0
Lena,Wisconsin,564,510,590,585,569,506,526,469,413,0,0,0
Lime Ridge,Wisconsin,162,169,152,191,203,152,183,197,230,256,0,0
Linden,Wisconsin,549,615,429,395,408,418,463,461,498,490,580,543
Little Chute,Wisconsin,10449,10476,9207,7907,5522,5099,4152,3360,2833,2017,1354,944
Livingston,Wisconsin,664,597,576,642,503,488,452,520,470,545,0,0
Lodi,Wisconsin,3050,2882,2093,1959,1831,1620,1416,1116,1065,1077,1044,1068
Loganville,Wisconsin,300,276,228,239,199,220,250,236,228,265,0,0
Lohrville,Wisconsin,402,408,368,336,213,225,206,191,262,245,0,0
Lomira,Wisconsin,2430,2233,1542,1446,1084,807,746,659,603,554,529,492
Lone Rock,Wisconsin,888,929,641,577,506,563,570,502,424,453,497,512
Lowell,Wisconsin,340,366,300,326,322,341,319,282,288,293,318,333
Loyal,Wisconsin,1261,1308,1244,1252,1126,1146,1104,921,862,735,677,645
Lublin,Wisconsin,118,110,129,142,143,160,161,148,159,209,0,0
Luck,Wisconsin,1119,1210,1022,997,848,853,803,617,560,479,383,0
Luxemburg,Wisconsin,2515,1935,1151,1040,853,730,519,468,475,457,402,0
Lyndon Station,Wisconsin,500,458,474,375,533,335,377,354,276,292,275,0
Lynxville,Wisconsin,132,176,153,174,149,183,217,233,230,253,274,322
Madison,Wisconsin,233209,208054,191262,170616,171809,126706,96056,67447,57899,38378,25531,19164
Maiden Rock,Wisconsin,119,121,146,172,172,189,269,291,311,293,337,304
Manawa,Wisconsin,1371,1330,1169,1205,1105,1037,990,791,711,727,820,744
Manitowoc,Wisconsin,33736,34053,32520,32547,33430,32275,27598,24404,22963,17563,13027,11786
Maple Bluff,Wisconsin,1313,1358,1352,1351,1974,1565,1361,862,0,0,0,0
Marathon City,Wisconsin,1524,1640,1606,1552,1214,1022,853,823,808,670,656,528
Maribel,Wisconsin,351,264,372,363,316,0,0,0,0,0,0,0
Marinette,Wisconsin,10968,11749,11843,11965,12696,13329,14178,14183,13734,13610,14610,16195
Marion,Wisconsin,1260,1297,1242,1348,1218,1200,1118,1034,992,875,798,602
Markesan,Wisconsin,1476,1396,1496,1446,1285,1060,1010,912,872,959,802,706
Marquette,Wisconsin,150,169,182,204,161,162,0,0,0,0,0,0
Marshall,Wisconsin,3862,3432,2329,2363,1043,736,541,447,441,497,459,0
Marshfield,Wisconsin,19118,18800,19291,18290,15619,14153,12394,10359,8778,7394,5783,5240
Mason,Wisconsin,93,72,102,102,119,100,140,152,153,0,0,0
Mattoon,Wisconsin,438,466,431,382,377,435,510,524,508,666,868,0
Mauston,Wisconsin,4423,3740,3439,3284,3466,3531,3171,2621,2107,1966,1701,1718
Mayville,Wisconsin,5154,4902,4374,4333,4139,3607,3010,2754,2521,3011,2282,1815
Mazomanie,Wisconsin,1652,1485,1377,1248,1217,1069,962,851,747,756,917,902
McFarland,Wisconsin,7808,6416,5232,3783,2386,1272,593,463,313,0,0,0
Medford,Wisconsin,4326,4350,4283,4035,3454,3260,2799,2361,1918,1881,1846,1758
Mellen,Wisconsin,731,845,935,1046,1168,1182,1306,1598,1629,1981,1833,0
Melrose,Wisconsin,503,529,551,507,505,516,497,462,480,445,0,0
Melvina,Wisconsin,104,93,115,117,116,111,121,135,143,0,0,0
Menasha,Wisconsin,17353,16331,14711,14728,14836,14647,12385,10481,9062,7214,6081,5589
Menomonee Falls,Wisconsin,35626,32647,26840,27845,31697,18276,2469,1469,1291,1019,919,687
Menomonie,Wisconsin,16264,14937,13547,12769,11112,8624,8245,6582,5595,5104,5036,5655
Mequon,Wisconsin,23132,21823,18885,16193,12150,8543,0,0,0,0,0,0
Merrill,Wisconsin,9661,10146,9860,9578,9502,9451,8951,8711,8458,8068,8689,8537
Merrillan,Wisconsin,542,585,553,587,612,591,579,591,554,628,625,739
Merrimac,Wisconsin,420,416,392,365,376,297,317,234,250,270,312,350
Merton,Wisconsin,3346,1926,1199,1045,646,407,343,254,232,0,0,0
Middleton,Wisconsin,17442,15770,13289,11851,8246,4410,2110,1358,983,791,679,0
Milladore,Wisconsin,276,268,314,250,229,239,247,226,0,0,0,0
Milltown,Wisconsin,917,888,786,732,634,608,580,469,450,440,250,0
Milton,Wisconsin,5546,5132,4434,4092,3699,1671,1549,1266,1128,834,833,0
Milwaukee,Wisconsin,594833,596974,628088,636297,717372,741324,637392,587472,578249,457147,373857,285315
Mineral Point,Wisconsin,2487,2617,2428,2259,2305,2385,2284,2275,2274,2569,2925,2991
Minong,Wisconsin,527,531,521,557,420,348,357,308,292,230,0,0
Mishicot,Wisconsin,1442,1422,1296,1503,938,762,0,0,0,0,0,0
Mondovi,Wisconsin,2777,2634,2491,2545,2338,2320,2285,2077,1623,1554,1325,1208
Monona,Wisconsin,7533,8018,8637,8809,10420,8178,2544,1323,0,0,0,0
Monroe,Wisconsin,10827,10843,10241,10027,8654,8050,7037,6182,5015,4788,4410,3927
Montello,Wisconsin,1495,1397,1329,1273,1082,1021,1069,1138,1245,1112,1104,0
Montfort,Wisconsin,718,663,676,616,518,538,576,615,554,598,558,627
Monticello,Wisconsin,1217,1146,1140,1021,870,789,792,716,644,677,671,559
Montreal,Wisconsin,807,838,838,887,877,1361,1439,1700,1819,1890,0,0
Mosinee,Wisconsin,3988,4063,3820,3015,2395,2067,1453,1361,1229,1161,482,657
Mount Calvary,Wisconsin,762,956,558,585,942,0,0,0,0,0,0,0
Mount Hope,Wisconsin,225,186,173,197,176,218,232,256,256,215,0,0
Mount Horeb,Wisconsin,7009,5860,4182,3251,2402,1991,1716,1610,1425,1350,1048,864
Mount Pleasant,Wisconsin,26197,0,0,0,0,0,0,0,0,0,0,0
Mount Sterling,Wisconsin,211,215,217,223,181,161,205,264,0,0,0,0
Mukwonago,Wisconsin,7355,6162,4457,4014,2367,1877,1207,855,846,697,615,0
Muscoda,Wisconsin,1299,1453,1287,1331,1099,927,1046,902,900,903,798,743
Muskego,Wisconsin,24135,21397,16813,15277,11573,8888,0,0,0,0,0,0
Nashotah,Wisconsin,1395,1266,567,513,410,321,0,0,0,0,0,0
Necedah,Wisconsin,916,888,743,773,740,691,862,838,761,852,1054,1209
Neenah,Wisconsin,25501,24507,23219,22432,22902,18057,12437,10645,9151,7171,5734,5954
Neillsville,Wisconsin,2463,2731,2680,2780,2750,2728,2663,2562,2118,2160,1957,2104
Nekoosa,Wisconsin,2580,2590,2557,2519,2409,2515,2352,2212,2005,1639,1570,745
Nelson,Wisconsin,374,395,388,389,0,0,0,0,0,0,0,0
Nelsonville,Wisconsin,155,191,171,199,152,170,188,180,198,187,0,0
Neosho,Wisconsin,574,593,658,575,400,345,287,255,262,296,304,0
Neshkoro,Wisconsin,434,453,384,386,385,368,361,301,342,396,379,0
New Auburn,Wisconsin,548,562,485,466,368,383,371,398,376,386,364,0
New Berlin,Wisconsin,39584,38220,33592,30529,26910,15788,0,0,0,0,0,0
New Glarus,Wisconsin,2172,2111,1899,1763,1454,1468,1224,1068,1010,981,708,0
New Holstein,Wisconsin,3236,3301,3342,3412,3012,2401,1831,1502,1274,1373,839,0
New Lisbon,Wisconsin,2554,1436,1491,1390,1361,1337,1482,1215,1076,994,1074,1014
New London,Wisconsin,7295,7085,6658,6210,5801,5288,4922,4825,4661,4667,3383,2742
New Richmond,Wisconsin,8375,6310,5106,4306,3707,3316,2886,2388,2112,2248,1988,1631
Newburg,Wisconsin,1254,1119,875,783,0,0,0,0,0,0,0,0
Niagara,Wisconsin,1624,1880,1999,2079,2347,2098,2022,2266,2033,1946,0,0
Nichols,Wisconsin,273,307,254,267,207,0,0,0,0,0,0,0
North Bay,Wisconsin,241,260,246,219,263,264,0,0,0,0,0,0
North Fond du Lac,Wisconsin,5014,4557,4292,3844,3286,2549,2291,2083,2244,2150,1960,0
North Freedom,Wisconsin,701,649,591,616,596,579,611,547,554,621,647,485
North Hudson,Wisconsin,3768,3463,3101,2218,1547,1019,787,595,625,586,0,0
North Prairie,Wisconsin,2141,1571,1322,938,669,489,424,375,292,263,0,0
Norwalk,Wisconsin,638,653,564,517,432,484,519,551,565,531,502,357
Oak Creek,Wisconsin,34451,28456,19513,16932,13928,9372,0,0,0,0,0,0
Oakdale,Wisconsin,297,297,162,0,0,0,0,0,0,0,0,0
Oakfield,Wisconsin,1075,1012,1003,990,918,772,697,655,577,556,522,0
Oconomowoc,Wisconsin,15759,12382,10993,9909,8741,6682,5345,4562,4190,3301,3054,2880
Oconomowoc Lake,Wisconsin,595,564,493,524,599,414,0,0,0,0,0,0
Oconto,Wisconsin,4513,4708,4474,4505,4667,4805,5055,5362,5030,4920,5629,5646
Oconto Falls,Wisconsin,2891,2843,2584,2500,2517,2331,2050,1888,1921,1914,1427,0
Ogdensburg,Wisconsin,185,224,220,214,206,181,221,207,176,237,0,0
Oliver,Wisconsin,399,358,265,253,210,222,210,201,167,153,0,0
Omro,Wisconsin,3517,3177,2836,2763,2341,1991,1470,1401,1255,1042,1285,1358
Onalaska,Wisconsin,17736,14839,11284,9249,4909,3161,2561,1742,1408,1066,1146,1368
Ontario,Wisconsin,554,476,407,398,392,448,527,533,330,311,304,389
Oostburg,Wisconsin,2887,2660,1931,1647,1309,1065,895,742,671,497,380,0
Oregon,Wisconsin,9231,7514,4519,3876,2553,1701,1341,1005,857,871,712,697
Orfordville,Wisconsin,1442,1272,1219,1143,888,665,543,510,502,496,449,0
Osceola,Wisconsin,2568,2421,2075,1581,1152,942,700,642,607,674,634,466
Oshkosh,Wisconsin,66083,62916,55006,49620,53082,45110,41084,39089,40108,33162,33062,28284
Osseo,Wisconsin,1701,1669,1551,1474,1356,1144,1126,1105,933,802,548,472
Owen,Wisconsin,940,936,895,998,1031,1098,1034,1083,1102,1083,745,0
Oxford,Wisconsin,607,536,499,432,453,548,509,404,397,416,0,0
Paddock Lake,Wisconsin,2992,3012,2662,2207,1470,0,0,0,0,0,0,0
Palmyra,Wisconsin,1781,1766,1539,1515,1341,1000,862,711,642,685,649,716
Pardeeville,Wisconsin,2115,1982,1630,1594,1507,1331,1112,1001,873,878,987,788
Park Falls,Wisconsin,2462,2793,3104,3192,2953,2919,2924,3252,3036,2676,1972,0
Park Ridge,Wisconsin,491,488,546,643,817,504,314,210,0,0,0,0
Patch Grove,Wisconsin,198,166,202,259,187,208,203,195,243,0,0,0
Pepin,Wisconsin,837,878,873,890,747,825,840,754,603,555,397,407
Peshtigo,Wisconsin,3502,3357,3154,2807,2836,2504,2279,1947,1579,1440,1975,0
Pewaukee,Wisconsin,13195,11783,0,0,0,0,0,0,0,0,0,0
Pewaukee,Wisconsin,8166,8170,4941,4637,3271,2484,1792,1352,1067,800,749,714
Phillips,Wisconsin,1478,1675,1592,1522,1511,1524,1775,1915,1901,1973,1948,1820
Pigeon Falls,Wisconsin,411,388,289,338,198,207,0,0,0,0,0,0
Pittsville,Wisconsin,874,866,838,810,708,661,636,556,508,504,450,634
Plain,Wisconsin,773,792,691,676,688,677,512,405,331,324,0,0
Plainfield,Wisconsin,862,899,839,813,642,660,680,571,537,580,723,728
Platteville,Wisconsin,11224,9989,9708,9580,9599,6957,5751,4762,4047,4353,4452,3340
Pleasant Prairie,Wisconsin,19719,16136,11961,0,0,0,0,0,0,0,0,0
Plover,Wisconsin,12123,10520,8176,5310,0,0,0,0,0,0,0,0
Plum City,Wisconsin,599,574,534,505,451,384,355,368,320,327,305,0
Plymouth,Wisconsin,8445,7781,6769,6027,5810,5128,4543,4170,3882,3415,3094,2257
Poplar,Wisconsin,603,552,516,569,455,475,489,462,449,357,0,0
Port Edwards,Wisconsin,1818,1944,1848,2077,2126,1849,1336,1192,988,755,758,0
Port Washington,Wisconsin,11250,10467,9338,8612,8752,5984,4755,4046,3693,3340,3792,3010
Portage,Wisconsin,10324,9728,8640,7896,7821,7822,7334,7016,6308,5582,5440,5459
Potosi,Wisconsin,688,711,654,736,713,589,556,506,447,501,464,434
Potter,Wisconsin,253,223,252,0,0,0,0,0,0,0,0,0
Pound,Wisconsin,377,355,434,407,284,273,354,310,246,228,0,0
Poynette,Wisconsin,2528,2266,1662,1447,1118,1090,969,870,672,724,656,533
Prairie du Chien,Wisconsin,5911,6018,5659,5859,5540,5649,5392,4622,3943,3537,3149,3232
Prairie du Sac,Wisconsin,3972,3231,2380,2145,1902,1676,1402,1001,949,866,699,656
Prairie Farm,Wisconsin,473,508,494,387,426,350,343,335,301,299,368,0
Prentice,Wisconsin,660,626,571,605,519,427,477,452,437,588,606,939
Prescott,Wisconsin,4258,3764,3243,2654,2331,1536,1005,857,755,892,936,1002
Princeton,Wisconsin,1214,1504,1458,1479,1446,1509,1371,1247,1183,1275,1269,1202
Pulaski,Wisconsin,3539,3060,2200,1875,1717,1540,1210,979,839,718,436,0
Racine,Wisconsin,78860,81855,84298,85725,95162,89144,71193,67195,67542,58593,38002,29102
Radisson,Wisconsin,241,222,237,280,206,179,0,0,0,0,0,0
Randolph,Wisconsin,1811,1869,1729,1691,1582,1507,1350,1146,1161,1183,937,738
Random Lake,Wisconsin,1594,1551,1439,1287,1068,858,679,613,576,479,408,0
Readstown,Wisconsin,415,395,420,396,395,469,541,584,544,546,515,403
Redgranite,Wisconsin,2149,1040,1009,976,645,588,648,857,977,1012,1521,0
Reedsburg,Wisconsin,9200,7827,5834,5038,4585,4371,4072,3608,2967,2997,2615,2225
Reedsville,Wisconsin,1206,1187,1182,1134,994,830,691,729,617,571,550,428
Reeseville,Wisconsin,708,703,673,649,566,491,470,407,422,423,352,393
Rewey,Wisconsin,292,311,220,233,232,219,252,267,249,324,329,0
Rhinelander,Wisconsin,7798,7735,7427,7873,8218,8790,8774,8501,8019,6654,5637,4998
Rib Lake,Wisconsin,910,878,887,945,782,794,853,1042,1180,1020,1018,0
Rice Lake,Wisconsin,8438,8320,7998,7691,7278,7303,6898,5719,5177,4457,3968,3002
Richfield,Wisconsin,11300,0,0,0,0,0,0,0,0,0,0,0
Richland Center,Wisconsin,5184,5114,5018,4997,5086,4746,4608,4364,3632,3409,2652,2321
Ridgeland,Wisconsin,273,265,246,300,266,288,273,242,197,0,0,0
Ridgeway,Wisconsin,653,689,577,503,463,455,410,431,365,428,437,0
Rio,Wisconsin,1059,938,768,785,792,788,741,696,641,620,704,479
Ripon,Wisconsin,7733,6828,7241,7111,7053,6163,5619,4566,3984,3929,3739,3818
River Falls,Wisconsin,15000,12560,10610,9019,7238,4857,3877,2806,2363,2273,1991,2008
River Hills,Wisconsin,1597,1631,1612,1642,1561,1257,567,541,0,0,0,0
Roberts,Wisconsin,1651,969,1043,833,484,308,290,0,0,0,0,0
Rochester,Wisconsin,3682,1149,978,746,436,413,333,288,246,220,0,0
Rock Springs,Wisconsin,362,425,432,426,432,463,442,395,470,542,444,430
Rockdale,Wisconsin,214,214,235,200,172,191,161,136,135,139,0,0
Rockland,Wisconsin,594,628,509,383,278,257,216,171,190,164,0,0
Rosendale,Wisconsin,1063,923,777,725,464,415,388,317,305,305,0,0
Rosholt,Wisconsin,506,518,512,520,466,497,508,523,515,448,383,0
Rothschild,Wisconsin,5269,4970,3310,3338,3141,2550,1425,812,499,413,0,0
Rudolph,Wisconsin,439,423,451,392,349,0,0,0,0,0,0,0
Sauk City,Wisconsin,3410,3109,3019,2703,2385,2095,1755,1325,1137,1162,867,810
Saukville,Wisconsin,4451,4068,3695,3494,1389,1038,699,431,399,330,0,0
Scandinavia,Wisconsin,363,349,298,292,268,266,286,295,350,373,355,320
Schofield,Wisconsin,2169,2117,2415,2226,2577,3038,1948,1536,1287,1049,889,0
Seymour,Wisconsin,3451,3335,2782,2530,2194,2045,1760,1365,1201,1280,1109,1026
Sharon,Wisconsin,1605,1549,1250,1280,1216,1167,1013,812,733,908,879,945
Shawano,Wisconsin,9305,8298,7598,7013,6488,6013,5894,5565,4188,3544,2923,1863
Sheboygan,Wisconsin,49288,50792,49676,48085,48484,45747,42365,40638,39251,30955,26398,22962
Sheboygan Falls,Wisconsin,7775,6772,5823,5253,4771,4061,3599,3395,2934,2002,1630,1301
Sheldon,Wisconsin,237,256,268,292,218,240,271,199,161,123,0,0
Shell Lake,Wisconsin,1347,1309,1161,1135,928,1016,954,872,826,920,902,0
Sherwood,Wisconsin,2713,1550,837,372,350,0,0,0,0,0,0,0
Shiocton,Wisconsin,921,954,913,805,830,685,673,592,506,501,536,0
Shorewood Hills,Wisconsin,1565,1732,1680,1837,2206,2320,1594,1064,347,0,0,0
Shorewood,Wisconsin,13162,13763,14116,14327,15576,15990,16199,15184,13479,2650,707,0
Shullsburg,Wisconsin,1226,1246,1236,1484,1376,1324,1306,1197,1041,1158,1068,1250
Silver Lake,Wisconsin,2411,2341,1801,1598,1210,1077,603,365,356,0,0,0
Siren,Wisconsin,806,988,863,896,639,679,613,0,0,0,0,0
Sister Bay,Wisconsin,876,886,675,564,483,520,429,309,238,190,0,0
Slinger,Wisconsin,5068,3901,2340,1612,1216,1141,919,775,769,730,538,549
Soldiers Grove,Wisconsin,592,653,564,622,514,663,781,77,710,653,667,680
Solon Springs,Wisconsin,600,576,575,590,598,530,480,392,282,0,0,0
Somerset,Wisconsin,2635,1556,1065,860,778,729,531,476,480,406,0,0
South Milwaukee,Wisconsin,21156,21256,20958,21069,23297,20307,12855,11134,10706,7598,6092,3392
South Wayne,Wisconsin,489,484,478,495,436,354,328,331,316,290,0,0
Sparta,Wisconsin,9522,8648,7788,6934,6258,6080,5893,5820,4949,4466,3973,3555
Spencer,Wisconsin,1925,1932,1757,1754,1181,897,757,506,456,482,362,0
Spooner,Wisconsin,2682,2653,2464,2365,2444,2398,2597,2639,2426,2293,1453,0
Spring Green,Wisconsin,1628,1444,1283,1265,1199,1146,1064,868,779,690,730,621
Spring Valley,Wisconsin,1352,1189,1051,982,995,977,975,973,896,939,972,1021
St. Cloud,Wisconsin,477,497,494,560,550,530,408,353,365,367,309,0
St. Croix Falls,Wisconsin,2133,2033,1640,1497,1425,1249,1065,1007,952,825,569,622
St. Francis,Wisconsin,9365,8662,9245,10095,10489,10065,0,0,0,0,0,0
St. Nazianz,Wisconsin,783,749,693,738,718,669,0,0,0,0,0,0
Stanley,Wisconsin,3608,1898,2011,2095,2049,2014,2014,2021,1988,2577,2675,2387
Star Prairie,Wisconsin,561,574,507,420,362,331,288,250,250,265,253,0
Stetsonville,Wisconsin,541,563,511,487,305,319,334,0,0,0,0,0
Steuben,Wisconsin,131,177,161,175,179,193,264,321,262,305,237,0
Stevens Point,Wisconsin,26717,24551,23006,22970,23479,17837,16564,15777,13623,11371,8692,9524
Stockbridge,Wisconsin,636,649,579,567,582,476,409,386,377,387,328,0
Stockholm,Wisconsin,66,97,89,104,99,106,124,179,205,207,204,0
Stoddard,Wisconsin,774,815,775,762,750,552,459,368,316,305,343,0
Stoughton,Wisconsin,12611,12354,8786,7589,6096,5555,4833,4743,4497,5101,4761,3431
Stratford,Wisconsin,1578,1523,1515,1385,1239,1106,962,879,960,1014,763,0
Strum,Wisconsin,1114,1001,949,944,738,663,542,0,0,0,0,0
Sturgeon Bay,Wisconsin,9144,9437,9176,8847,6776,7353,7054,5439,4983,4553,4262,3372
Sturtevant,Wisconsin,6970,5287,3803,4130,3376,1488,1176,803,746,564,525,0
Suamico,Wisconsin,11346,0,0,0,0,0,0,0,0,0,0,0
Sullivan,Wisconsin,669,688,432,434,467,418,349,286,323,320,0,0
Summit,Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0
Sun Prairie,Wisconsin,29364,20369,15333,12931,9935,4008,2263,1625,1337,1236,1119,938
Superior,Wisconsin,27244,27368,27134,29571,32237,33563,35525,35136,36113,39671,40384,31091
Superior,Wisconsin,664,500,481,580,476,374,339,0,0,0,0,0
Suring,Wisconsin,544,605,626,581,499,513,546,437,421,294,0,0
Sussex,Wisconsin,10518,8828,5039,3482,2758,1087,679,548,496,0,0,0
Taylor,Wisconsin,476,513,419,411,322,334,350,314,339,313,0,0
Tennyson,Wisconsin,355,370,378,476,402,314,211,0,0,0,0,0
Theresa,Wisconsin,1262,1252,771,766,611,576,461,418,427,381,345,355
Thiensville,Wisconsin,3235,3254,3301,3341,3182,2507,897,500,500,334,0,0
Thorp,Wisconsin,1621,1536,1657,1635,1469,1496,1383,1052,892,796,741,838
Tigerton,Wisconsin,741,764,815,865,742,781,827,794,831,748,728,723
Tomah,Wisconsin,9093,8419,7570,7204,5647,5321,4760,3817,3354,3257,3419,2840
Tomahawk,Wisconsin,3397,3770,3328,3527,3419,3348,3534,3365,2919,2898,2907,2291
Tony,Wisconsin,113,105,114,146,144,162,182,186,160,216,0,0
Trempealeau,Wisconsin,1529,1319,1039,956,743,704,645,527,541,536,535,609
Turtle Lake,Wisconsin,1050,1065,817,762,637,691,696,616,598,679,442,326
Twin Lakes,Wisconsin,5989,5124,3989,3474,2276,1497,637,409,0,0,0,0
Two Rivers,Wisconsin,11712,12639,13030,13354,13732,12393,10243,10302,10083,7305,4850,3784
Union Center,Wisconsin,200,214,197,216,205,252,261,190,157,170,0,0
Union Grove,Wisconsin,4915,4322,3669,3517,2703,1970,1358,971,755,729,616,520
Unity,Wisconsin,343,368,452,418,363,386,355,286,319,405,363,0
Valders,Wisconsin,962,948,905,984,821,622,560,580,504,0,0,0
Verona,Wisconsin,10619,7052,5374,3336,2334,1471,748,535,455,0,0,0
Vesper,Wisconsin,584,541,598,554,355,351,342,0,0,0,0,0
Viola,Wisconsin,699,667,644,696,659,721,785,825,699,858,671,432
Viroqua,Wisconsin,4362,4335,3922,3716,3739,3926,3795,3549,2792,2574,2059,1950
Waldo,Wisconsin,503,450,442,416,408,403,367,324,315,0,0,0
Wales,Wisconsin,2549,2523,2471,1992,691,356,237,170,132,0,0,0
Walworth,Wisconsin,2816,2304,1614,1607,1637,1494,1137,875,920,757,755,0
Warrens,Wisconsin,363,286,343,300,0,0,0,0,0,0,0,0
Washburn,Wisconsin,2117,2280,2285,2080,1957,1896,2070,2363,2238,3707,3830,0
Waterford,Wisconsin,5368,4048,2431,2051,1922,1500,1100,786,739,668,581,0
