name,st,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
Manton,Michigan,1287,1221,1161,1212,1107,1050,1085,1006,1008,793,1069,895
Maple Rapids,Michigan,672,643,680,683,683,683,645,580,476,466,529,579
Marcellus,Michigan,1198,1162,1193,1134,1139,1073,1014,992,944,966,1047,1025
Marine City,Michigan,4248,4652,4556,4414,4567,4404,4270,3633,3462,3731,3770,3829
Marion,Michigan,872,836,807,816,891,898,879,710,607,708,767,741
Marlette,Michigan,1875,2104,1924,1761,1706,1640,1489,1161,990,969,1062,996
Marquette,Michigan,21355,19661,21977,23288,21967,19824,17202,15928,14789,12718,11503,10058
Marshall,Michigan,7088,7459,6891,7201,7253,6736,5777,5253,5019,4270,4236,4370
Martin,Michigan,410,435,462,447,502,483,407,0,0,0,0,0
Marysville,Michigan,9959,9684,8515,7345,5610,4065,2534,1777,1405,941,0,0
Mason,Michigan,8252,6714,6768,6019,5468,4522,3514,2867,2575,1879,1742,1828
Mattawan,Michigan,1997,2536,2456,2143,1569,0,0,0,0,0,0,0
Maybee,Michigan,562,505,500,490,485,459,428,390,346,290,310,0
Mayville,Michigan,950,1055,1010,958,872,896,888,736,654,652,687,825
Mecosta,Michigan,457,440,393,428,396,303,305,254,262,297,352,416
Melvin,Michigan,180,160,148,171,202,196,204,152,168,169,242,0
Melvindale,Michigan,10715,10735,11216,12322,13862,13089,9483,4764,4053,0,0,0
Memphis,Michigan,1183,1129,1221,1171,1121,996,80,630,574,452,557,586
Mendon,Michigan,870,917,920,951,949,867,844,667,692,625,768,777
Menominee,Michigan,8599,9131,9398,10099,10748,11289,11151,10230,10320,8907,10507,12818
Merrill,Michigan,778,782,755,851,961,963,809,711,616,636,505,459
Mesick,Michigan,394,447,406,374,376,304,359,327,303,318,510,0
Metamora,Michigan,565,507,447,552,468,452,390,281,293,271,276,313
Michiana,Michigan,182,200,164,333,233,135,102,0,0,0,0,0
Middleville,Michigan,3319,2721,1966,1797,1865,1196,1047,833,804,833,804,829
Midland,Michigan,41863,41685,38053,37269,35176,27779,14285,10329,8038,5483,2527,2363
Milan,Michigan,5836,4775,4040,4182,3997,3616,2768,2340,1947,1557,1355,1141
Milford,Michigan,6175,6272,5511,5041,4699,4323,1924,1637,1364,1088,973,1108
Millersburg,Michigan,206,263,250,231,200,280,281,306,297,243,519,0
Millington,Michigan,1072,1137,1114,1237,1099,1159,1043,813,678,689,623,638
Minden City,Michigan,197,242,233,284,327,369,359,321,277,283,332,408
Monroe,Michigan,20733,22076,22902,23531,23894,22968,21467,18478,18110,11573,6893,5043
Montague,Michigan,2361,2407,2276,2332,2396,2366,1530,1099,887,845,942,998
Montgomery,Michigan,342,386,388,408,404,362,397,313,277,354,362,0
Montrose,Michigan,1657,1619,1811,1706,1789,1466,937,675,621,522,443,348
Morenci,Michigan,2220,2398,2342,2110,2132,2053,1983,1845,1773,1697,1515,1334
Morley,Michigan,493,495,528,507,481,445,413,366,322,336,337,334
Morrice,Michigan,927,882,630,733,734,530,501,462,370,372,470,476
Mount Clemens,Michigan,16314,17312,18405,18991,20476,21016,17027,14389,13497,9488,7707,6576
Mount Morris,Michigan,3086,3194,3292,3246,3778,3484,2890,2237,1982,1174,513,416
Mount Pleasant,Michigan,26016,25946,23285,23746,20524,14875,11393,8413,5211,4819,3972,3662
Muir,Michigan,604,634,667,698,617,610,466,447,448,363,463,506
Mulliken,Michigan,553,557,590,550,454,484,411,338,309,290,312,0
Munising,Michigan,2355,2539,2783,3083,3677,4228,4339,4409,3956,5037,2952,2014
Muskegon,Michigan,38401,40105,40283,40823,44631,46485,48429,47697,41390,36570,24062,20818
Muskegon Heights,Michigan,10856,12049,13176,14611,17304,19552,18828,16047,15584,9514,1690,1012
Nashville,Michigan,1628,1684,1654,1628,1558,1525,1374,1279,1249,1376,1346,1164
Negaunee,Michigan,4568,4576,4741,5189,5248,6126,6472,6813,6552,7419,8460,6935
Newaygo,Michigan,1976,1670,1336,1271,1381,1447,1385,1282,1227,1160,1207,1172
New Baltimore,Michigan,12084,7405,5798,5439,4132,3159,2043,1434,1148,974,920,922
Newberry,Michigan,1519,2686,1873,2120,2334,2612,2802,2732,2465,2172,1182,1015
New Buffalo,Michigan,1883,2200,2317,2821,2784,2128,1565,1190,1051,496,528,629
New Era,Michigan,451,461,520,534,466,403,247,0,0,0,0,0
New Haven,Michigan,4642,3071,2331,1871,1855,1198,1082,904,774,535,478,489
New Lothrop,Michigan,581,603,596,646,596,510,459,0,0,0,0,0
Niles,Michigan,11600,12204,12458,13115,12988,13842,13145,11328,11326,7311,5156,4287
North Adams,Michigan,477,514,512,565,574,494,499,496,457,414,440,422
North Branch,Michigan,1033,1027,1023,896,932,901,832,724,658,645,717,654
North Muskegon,Michigan,3786,4031,3919,4024,4243,3855,2424,1694,1370,630,352,513
Northport,Michigan,526,648,605,611,594,530,582,606,577,507,524,0
Northville,Michigan,5970,6459,6226,5698,5400,3967,3240,3032,2566,1738,1665,1755
Norton Shores,Michigan,23994,22527,21755,22025,22271,0,0,0,0,0,0,0
Norway,Michigan,2845,2959,2910,2919,3033,3171,3258,3728,4016,4533,4974,4170
Novi,Michigan,55224,47386,32998,22525,9668,6390,0,0,0,0,0,0
Oakley,Michigan,290,339,362,412,418,417,333,270,218,201,237,231
Oak Park,Michigan,29319,29793,30462,31537,36762,36632,5267,1169,1079,0,0,0
Olivet,Michigan,1605,1758,1604,1604,1629,1185,887,604,566,500,627,800
Omer,Michigan,313,337,385,403,366,322,321,295,216,266,367,0
Onaway,Michigan,880,993,1039,1084,1262,1388,1421,1449,1492,2789,2702,1204
Onekama,Michigan,411,647,515,582,638,469,435,340,325,252,324,274
Onsted,Michigan,917,813,801,670,555,526,486,414,375,323,398,0
Ontonagon,Michigan,1494,1769,2040,2182,2432,2358,2307,2290,1937,1406,1964,1267
Orchard Lake Village,Michigan,2375,2215,2286,1798,1487,1127,696,295,178,0,0,0
Ortonville,Michigan,1442,1535,1252,1190,983,771,702,622,553,445,377,0
Otisville,Michigan,864,882,724,682,724,701,592,534,450,364,312,291
Otsego,Michigan,3956,3933,3937,3802,3957,4142,3990,3428,3245,3168,2812,2073
Otter Lake,Michigan,389,437,474,456,551,562,523,515,336,325,273,212
Ovid,Michigan,1603,1514,1442,1712,1650,1505,1410,1248,1131,1067,1078,1293
Owendale,Michigan,241,296,285,308,312,298,307,296,246,274,285,0
Owosso,Michigan,15194,15713,16322,16455,17179,17006,15948,14424,14496,12575,9639,8696
Oxford,Michigan,3436,3540,2929,2746,2536,2357,2305,2144,2052,1668,1191,1172
Parchment,Michigan,1804,1936,1958,1817,2027,1565,1179,934,0,0,0,0
Parma,Michigan,769,907,809,873,880,770,680,575,613,564,509,420
Paw Paw,Michigan,3534,3363,3169,3211,3160,2970,2382,1910,1684,1556,1643,1465
Peck,Michigan,632,599,558,606,580,548,471,381,372,341,274,0
Pellston,Michigan,822,771,583,565,469,429,442,562,810,915,1089,0
Pentwater,Michigan,857,958,1050,1165,993,1030,1097,820,772,956,1129,1061
Perrinton,Michigan,406,439,393,448,489,424,383,385,373,419,288,330
Perry,Michigan,2188,2065,2163,2051,1531,1370,1203,879,835,734,720,641
Petersburg,Michigan,1146,1157,1201,1222,1227,1018,1001,789,705,514,490,468
Petoskey,Michigan,5670,6080,6056,6097,6342,6138,6468,6019,5740,5064,4778,5285
Pewamo,Michigan,469,560,520,488,498,415,432,415,392,316,289,446
Pierson,Michigan,172,185,207,216,193,219,169,147,144,164,183,215
Pigeon,Michigan,1208,1207,1207,1247,1174,1191,1015,949,836,780,687,0
Pinckney,Michigan,2427,2141,1603,1390,921,732,695,456,433,384,477,500
Pinconning,Michigan,1307,1386,1291,1430,1320,1329,1223,1027,826,769,677,729
Plainwell,Michigan,3804,3933,4057,3751,3195,3125,2767,2424,2279,2049,1493,1318
Pleasant Ridge,Michigan,2526,2594,2775,3217,3989,3807,3594,3391,2885,472,0,0
Plymouth,Michigan,9132,9022,9560,9986,11758,8766,6637,5360,4484,2857,1671,1474
Pontiac,Michigan,59515,66337,71166,76715,85279,82233,73681,66626,64928,34273,14532,9769
Portage,Michigan,46292,44897,41042,38157,33590,0,0,0,0,0,0,0
Port Austin,Michigan,664,737,815,839,883,706,724,517,503,410,533,507
Port Hope,Michigan,267,310,313,369,377,349,353,313,298,353,344,319
Port Huron,Michigan,30184,32338,33694,33981,35794,36084,35725,32759,31361,25944,18863,19158
Portland,Michigan,3883,3789,3889,3963,3817,3330,2807,2247,1902,1899,1832,1874
Port Sanilac,Michigan,623,658,656,598,493,361,247,204,147,135,216,314
Posen,Michigan,234,292,263,270,339,341,274,239,219,190,263,0
Potterville,Michigan,2617,2168,1523,1502,1280,1028,624,547,492,330,430,495
Powers,Michigan,422,430,271,490,560,415,510,258,360,249,0,0
Prescott,Michigan,266,286,314,332,306,308,281,0,0,0,0,0
Quincy,Michigan,1652,1701,1680,1569,1540,1602,1527,1333,1265,1251,1347,1563
Ravenna,Michigan,1219,1206,919,951,1048,801,551,451,343,0,0,0
Reading,Michigan,1078,1134,1127,1203,1125,1128,1125,1059,954,1036,1102,1096
Reed City,Michigan,2425,2430,2379,2221,2286,2184,2241,1845,1792,1803,1690,2051
Reese,Michigan,1454,1375,1414,1645,1050,711,632,569,490,459,465,416
Richland,Michigan,751,593,465,486,728,511,389,327,304,283,278,312
Richmond,Michigan,5735,4897,4141,3536,3234,2667,2025,1722,1493,1303,1277,1133
River Rouge,Michigan,7903,9917,11314,12912,15947,18147,20549,17008,17314,9822,4163,1748
Riverview,Michigan,12486,13272,13894,14569,11342,7237,1432,804,743,0,0,0
Rochester,Michigan,12711,10467,7130,7203,7054,5431,4279,3759,3554,2549,1516,1535
Rochester Hills,Michigan,70995,68825,61766,0,0,0,0,0,0,0,0,0
Rockford,Michigan,5719,4626,3750,3324,2428,2074,1937,1773,1613,1148,843,711
Rockwood,Michigan,3289,3442,3141,3346,3225,2026,1044,1147,953,0,0,0
Rogers City,Michigan,2827,3322,3642,3923,4275,4722,3873,3072,3278,2109,705,544
Romeo,Michigan,3596,3721,3520,3509,4012,3327,2985,2627,2283,2102,1787,1580
Romulus,Michigan,23989,22979,22897,24857,0,0,0,0,755,0,0,0
Roosevelt Park,Michigan,3831,3890,3885,4015,4176,2578,1254,0,0,0,0,0
Roscommon,Michigan,1075,1133,858,834,810,867,877,619,412,357,425,465
Rosebush,Michigan,368,379,333,336,439,0,0,0,0,0,0,0
Rose City,Michigan,653,721,686,661,530,435,446,355,338,331,542,0
Roseville,Michigan,47299,48129,51412,54311,60529,50195,15816,9023,6836,0,0,0
Rothbury,Michigan,432,416,407,522,394,0,0,0,0,0,0,0
Royal Oak,Michigan,57236,60062,65410,70893,86238,80612,46898,25087,22904,6007,1071,468
Saginaw,Michigan,51508,61799,69512,77508,91849,98265,92918,82794,80715,61903,50510,42345
St. Charles,Michigan,2054,2215,2144,2276,2046,1959,1469,1300,1463,1469,1451,1317
St. Clair,Michigan,5485,5802,5116,4780,4770,4538,4098,3471,3389,3204,2633,2543
St. Clair Shores,Michigan,59715,63096,68107,76210,88093,76657,19823,10405,6745,0,0,0
St. Ignace,Michigan,2452,2678,2568,2632,2892,3334,2946,2669,2109,1852,2118,2271
St. Johns,Michigan,7865,7485,7284,7376,6672,5629,4954,4422,3929,3925,3154,3388
St. Joseph,Michigan,8365,8789,9214,9622,11042,11755,10223,8963,8349,7251,5936,5155
St. Louis,Michigan,7482,4494,3828,4107,4101,3808,3347,3039,2494,3036,1940,1989
Saline,Michigan,8810,8034,6660,6483,4811,2334,1533,1227,1009,830,816,584
Sand Lake,Michigan,500,492,456,388,380,394,394,365,358,366,370,326
Sandusky,Michigan,2679,2745,2403,2216,2071,2066,1819,1512,1305,1228,993,578
Sanford,Michigan,859,943,889,864,818,0,0,0,0,0,0,0
Saranac,Michigan,1325,1326,1461,1421,1223,1081,885,849,729,750,845,768
Saugatuck,Michigan,925,1065,954,1079,1022,927,770,628,696,526,621,707
Sault Ste. Marie,Michigan,14144,16542,14689,14448,15136,18722,17912,15847,13755,12096,12615,10538
Schoolcraft,Michigan,1525,1587,1517,1359,1277,1205,1078,823,833,731,816,859
Scottville,Michigan,1214,1266,1287,1241,1202,1245,1142,1162,1002,1045,891,554
Sebewaing,Michigan,1759,1974,1923,2046,2053,2026,1911,1598,1441,1446,1347,1243
Shelby,Michigan,2065,1914,1871,1624,1703,1603,1500,1367,1152,1288,1260,1081
Shepherd,Michigan,1515,1536,1413,1534,1416,1293,899,852,839,823,835,635
Sheridan,Michigan,649,705,730,664,653,606,535,542,530,489,436,437
Sherwood,Michigan,309,324,320,353,400,356,362,281,282,250,346,366
Shoreham,Michigan,862,860,737,742,666,443,391,225,0,0,0,0
Southfield,Michigan,71739,78296,75728,75568,69285,31501,0,0,0,0,0,0
Southgate,Michigan,30047,30136,30771,32058,33909,29404,0,0,0,0,0,0
South Haven,Michigan,4403,5021,5563,5943,6471,6149,5629,4745,4804,3829,3577,4009
South Lyon,Michigan,11327,10036,5857,5214,2675,1753,1312,1017,844,615,615,657
South Range,Michigan,758,727,745,861,898,760,712,918,1120,1435,1097,0
South Rockwood,Michigan,1675,1284,1221,1353,1477,1337,0,0,0,0,0,0
Sparta,Michigan,4140,4159,3968,3373,3094,2749,2327,1945,1939,1502,1203,1126
Springfield,Michigan,5260,5189,5582,5917,3994,4605,0,0,0,0,0,0
Spring Lake,Michigan,2323,2514,2537,2731,3034,2063,1824,1329,1271,978,802,696
Springport,Michigan,800,704,707,675,723,693,598,502,562,535,584,559
Standish,Michigan,1509,1581,1377,1264,1184,1214,1186,981,803,795,828,829
Stanton,Michigan,1417,1504,1504,1315,1089,1139,1123,98,955,862,1012,1234
Stanwood,Michigan,211,204,174,209,241,205,189,182,160,278,185,0
Stephenson,Michigan,862,875,904,967,800,820,791,612,447,550,527,395
Sterling,Michigan,530,533,520,457,507,470,444,350,279,0,0,0
Sterling Heights,Michigan,129699,124471,117810,108999,61365,0,0,0,0,0,0,0
Stevensville,Michigan,1142,1191,1230,1268,1107,697,480,382,271,206,243,250
Stockbridge,Michigan,1218,1260,1202,1213,1190,1097,1098,852,715,749,663,677
Sturgis,Michigan,10994,11285,10130,9468,9295,8915,7786,7214,6950,5995,3635,2465
Sunfield,Michigan,578,591,610,591,497,626,400,348,339,456,385,451
Suttons Bay,Michigan,618,589,561,504,522,421,485,470,439,392,402,398
Swartz Creek,Michigan,5758,5102,4851,5013,4928,3006,0,0,0,0,0,0
Sylvan Lake,Michigan,1720,1735,1884,1949,2219,2004,1165,1041,799,0,0,0
Tawas City,Michigan,1827,2005,2009,1967,1666,1810,1441,1075,1034,1018,1061,1228
Taylor,Michigan,63131,65868,70811,77568,70020,0,0,0,0,0,0,0
Tecumseh,Michigan,8521,8574,7462,7320,7120,7045,4020,2921,2456,2432,2332,2400
Tekonsha,Michigan,717,712,722,755,739,744,647,636,595,569,573,573
Thompsonville,Michigan,441,457,416,331,312,243,313,324,295,410,815,893
Three Oaks,Michigan,1622,1829,1786,1774,1750,1763,1572,1351,1336,1362,1175,994
Three Rivers,Michigan,7811,7328,7413,7015,7355,7092,6785,6710,6863,5209,5072,3550
Traverse City,Michigan,14674,14532,15155,15516,18048,18432,16974,14455,12539,10925,12115,9407
Trenton,Michigan,18853,19584,20586,22762,24127,18439,6222,5284,4022,1682,0,0
Troy,Michigan,80980,80959,72884,67102,39419,19382,0,0,0,0,0,0
Turner,Michigan,114,139,158,187,182,206,193,182,159,236,0,0
Tustin,Michigan,230,237,236,264,230,248,229,232,253,281,371,303
Twining,Michigan,181,192,169,196,198,199,196,178,189,221,267,0
Ubly,Michigan,858,873,821,862,899,819,743,597,480,455,442,432
Union City,Michigan,1599,1804,1767,1667,1740,1669,1564,1339,1104,1268,1340,1514
Unionville,Michigan,508,605,590,578,647,629,531,500,478,488,456,427
Utica,Michigan,4757,4577,5081,5282,3504,1454,1196,1022,873,588,496,562
Vandalia,Michigan,301,429,357,447,427,357,360,360,373,331,371,407
Vanderbilt,Michigan,562,587,605,525,522,509,410,405,456,394,523,0
Vassar,Michigan,2697,2823,2559,2727,2802,2680,2530,2154,1816,1453,1659,1832
Vermontville,Michigan,759,789,776,832,857,768,707,564,581,585,650,684
Vernon,Michigan,783,847,913,1008,818,754,678,507,496,417,435,536
Vicksburg,Michigan,2906,2320,2216,2224,2139,2224,2171,1774,1735,1712,1624,972
Village of Clarkston,Michigan,882,962,1005,968,1034,769,722,653,639,419,345,360
Village of Grosse Pointe Shores,Michigan,3008,1243,2955,3122,3042,2301,1032,801,621,519,0,0
Wakefield,Michigan,1851,2085,2318,2591,2757,3231,3344,3591,3677,4151,714,1191
Waldron,Michigan,538,590,581,570,564,454,427,424,307,457,435,0
Walker,Michigan,23537,21842,17279,15088,11492,0,0,0,0,0,0,0
Walkerville,Michigan,247,254,262,296,319,261,233,250,250,252,371,0
Walled Lake,Michigan,6999,6713,6278,4748,3759,3550,0,0,0,0,0,0
Warren,Michigan,134056,138247,144864,161134,179260,89246,727,582,515,326,297,350
Watervliet,Michigan,1735,1843,1867,1867,2059,1818,1327,1193,1207,1073,728,717
Wayland,Michigan,4079,3939,2751,2023,2054,2019,1591,1005,1013,853,725,619
Wayne,Michigan,17593,19051,19899,21159,21054,16034,9409,4223,3423,1899,1263,1361
Webberville,Michigan,1272,1503,1698,1535,1251,664,600,508,488,465,349,346
West Branch,Michigan,2139,1926,1914,1785,1912,2025,2098,1962,1164,1105,1276,1412
Westland,Michigan,84094,86602,84724,84603,86749,0,0,0,0,0,0,0
Westphalia,Michigan,923,876,780,896,806,560,459,386,328,325,366,374
White Cloud,Michigan,1408,1420,1147,1101,1044,1001,977,811,615,618,648,595
Whitehall,Michigan,2706,2884,3027,2856,3017,2590,1819,1407,1394,1230,1437,1481
White Pigeon,Michigan,1522,1627,1458,1478,1455,1399,1113,1017,966,887,667,705
Whittemore,Michigan,384,476,463,438,460,460,452,420,361,232,218,0
Williamston,Michigan,3854,3441,2922,2981,2600,2214,2051,1704,1458,1060,1042,1113
Wixom,Michigan,13498,13263,8550,6705,2010,1531,0,0,0,0,0,0
Wolverine,Michigan,244,359,283,364,303,292,318,257,300,413,794,0
Wolverine Lake,Michigan,4312,4415,4727,4968,4301,2404,0,0,0,0,0,0
Woodhaven,Michigan,12875,12530,11631,10902,3566,0,0,0,0,0,0,0
Woodland,Michigan,425,495,466,431,473,374,410,402,407,356,304,319
Wyandotte,Michigan,25883,28006,30938,34006,41061,43519,36846,30618,28368,13851,8287,5183
Wyoming,Michigan,72125,69368,63891,59616,56560,45829,0,0,0,0,0,0
Yale,Michigan,1955,2063,1977,1814,1505,1621,1641,1489,1345,1223,1223,1125
Ypsilanti,Michigan,19435,22362,24846,24031,29538,20957,18302,12121,10143,7413,6230,7378
Zeeland,Michigan,5504,5805,5417,4764,4734,3702,3075,3007,2850,2275,1982,1326
Zilwaukee,Michigan,1658,1799,1850,2201,2072,0,0,0,0,0,0,0
Ada,Minnesota,1707,1657,1708,1971,2076,2064,2121,1938,1285,1411,1432,1253
Adams,Minnesota,787,800,756,797,771,806,663,674,574,609,576,573
Adrian,Minnesota,1209,1234,1141,1336,1350,1215,1115,1066,1000,1087,1112,1258
Afton,Minnesota,2886,2839,2645,2550,248,158,142,132,148,183,0,0
Aitkin,Minnesota,2165,1984,1698,1770,1553,1829,2079,2063,1545,1490,1638,1719
Akeley,Minnesota,432,412,393,486,468,434,525,566,514,855,0,0
Albany,Minnesota,2561,1796,1548,1569,1599,1375,1196,975,851,824,657,517
Alberta,Minnesota,103,142,136,145,140,149,139,200,153,109,0,0
Albert Lea,Minnesota,18016,18356,18310,19200,19418,17108,13545,12200,10169,8056,6192,4500
Albertville,Minnesota,7044,3621,1251,564,451,279,238,243,217,268,222,0
Alden,Minnesota,661,652,623,687,713,694,668,544,532,530,544,636
Aldrich,Minnesota,48,53,70,88,85,90,131,152,0,0,0,0
Alexandria,Minnesota,11070,8820,7838,7608,6973,6713,6319,5051,3876,3388,3001,2681
Alpha,Minnesota,116,126,105,180,179,207,230,229,209,261,223,209
Altura,Minnesota,493,417,349,354,334,320,269,258,256,189,200,0
Alvarado,Minnesota,363,371,356,385,302,282,317,336,323,361,128,0
Amboy,Minnesota,534,575,517,606,571,629,585,576,593,527,435,432
Andover,Minnesota,30598,26588,15216,9387,0,0,0,0,0,0,0,0
Annandale,Minnesota,3228,2684,2054,1568,1234,984,899,755,663,644,624,481
Anoka,Minnesota,17142,18076,17192,15634,13298,10562,7396,6426,4851,4287,3972,3769
Appleton,Minnesota,1412,2871,1552,1842,1789,2172,2256,1877,1625,1579,1221,1184
Apple Valley,Minnesota,49084,45527,34598,21818,8502,0,0,0,0,0,0,0
Arco,Minnesota,75,100,104,96,121,140,178,243,185,231,97,0
Arden Hills,Minnesota,9552,9652,9199,8012,5149,3930,0,0,0,0,0,0
Argyle,Minnesota,639,656,636,741,739,789,846,857,700,956,744,829
Arlington,Minnesota,2233,2048,1886,1779,1823,1601,1313,1122,915,776,733,712
Ashby,Minnesota,446,472,469,486,415,426,443,384,358,388,334,279
Askov,Minnesota,364,368,343,350,287,331,387,312,298,242,0,0
Atwater,Minnesota,1133,1079,1053,1128,956,899,880,815,604,735,600,588
Audubon,Minnesota,519,445,411,383,297,245,275,312,278,314,300,349
Aurora,Minnesota,1682,1850,1965,2670,2531,2799,1371,1528,1463,2809,1919,0
Austin,Minnesota,24718,23314,21907,23020,26210,27908,23100,18307,12276,10118,6960,5474
Avoca,Minnesota,147,146,150,201,203,226,281,323,285,270,212,338
Avon,Minnesota,1396,1242,970,804,725,443,386,403,362,709,277,162
Babbitt,Minnesota,1475,1670,1562,2435,3076,2587,0,0,0,0,0,0
Backus,Minnesota,250,311,240,255,257,317,367,334,314,297,184,0
Badger,Minnesota,375,470,381,320,327,338,448,404,325,394,395,164
Bagley,Minnesota,1392,1235,1388,1335,1314,1385,1554,1241,885,814,801,248
Balaton,Minnesota,643,637,737,752,649,723,723,713,605,664,364,209
Barnesville,Minnesota,2563,2173,2066,2207,1782,1632,1593,1450,1279,1564,1353,1326
Barnum,Minnesota,613,525,482,464,382,417,344,327,271,242,262,391
Barrett,Minnesota,415,355,350,388,342,345,402,384,368,358,278,237
Barry,Minnesota,16,25,40,43,52,60,74,116,74,107,105,0
Battle Lake,Minnesota,875,686,698,708,772,733,714,623,552,628,567,420
Baudette,Minnesota,1106,1104,1146,1170,1547,1597,929,1017,822,960,897,0
Baxter,Minnesota,7610,5555,3695,2625,1556,1037,507,357,169,0,0,0
Bayport,Minnesota,3471,3162,3200,2932,2987,3205,2502,2633,2590,1936,1343,1422
